Site,Year,Sex,Survival,SVL,Mass,Log10 SVL,Log10  Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Kidd Cay,2005,f,0,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,-0.024624573,1.50864509,1.656167979,0.795212766,-0.68783724,-1.130463348,0
Kidd Cay,2005,f,0,45,1.85,1.653212514,0.45484486,3.80666249,0.615185639,-0.024238917,1.57728438,0.78127734,0.130319149,-0.677064717,-0.853692015,0
Kidd Cay,2005,f,1,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,-0.022594793,1.678126544,-0.531058618,-0.800531915,-0.631139458,-0.447070389,3.663003663
Kidd Cay,2005,f,0,44,1.74,1.643452676,0.437750563,3.784189634,0.553885113,-0.022262219,1.620771389,0.343832021,-0.162234043,-0.621849702,-0.678341172,0
Kidd Cay,2005,f,0,42,1.51,1.62324929,0.399673721,3.737669618,0.412109651,-0.02086108,1.689314054,-0.531058618,-0.77393617,-0.582711726,-0.40195946,0
Kidd Cay,2005,f,0,44,1.75,1.643452676,0.439332694,3.784189634,0.559615788,-0.020680088,1.630086167,0.343832021,-0.135638298,-0.577656098,-0.640781583,0
Kidd Cay,2005,f,1,46,2,1.662757832,0.477121255,3.828641396,0.693147181,-0.02061434,1.563791355,1.21872266,0.529255319,-0.575819555,-0.908099375,3.663003663
Kidd Cay,2005,f,0,43,1.63,1.633468456,0.419955748,3.761200116,0.488580015,-0.020547587,1.662179722,-0.093613298,-0.454787234,-0.573954945,-0.511372089,0
Kidd Cay,2005,f,0,43,1.63,1.633468456,0.419955748,3.761200116,0.488580015,-0.020547587,1.662179722,-0.093613298,-0.454787234,-0.573954945,-0.511372089,0
Kidd Cay,2005,f,1,42,1.52,1.62324929,0.401400541,3.737669618,0.418710335,-0.01913426,1.700501564,-0.531058618,-0.747340426,-0.53447655,-0.356848531,3.663003663
Kidd Cay,2005,f,0,44,1.77,1.643452676,0.442479769,3.784189634,0.570979547,-0.017533013,1.648715724,0.343832021,-0.082446809,-0.489748969,-0.565662405,0
Kidd Cay,2005,f,0,44,1.77,1.643452676,0.442479769,3.784189634,0.570979547,-0.017533013,1.648715724,0.343832021,-0.082446809,-0.489748969,-0.565662405,0
Kidd Cay,2005,f,0,40,1.3,1.602059991,0.361727836,3.688879454,0.262364264,-0.017402483,1.76246402,-1.405949256,-1.332446809,-0.486102873,-0.106999919,0
Kidd Cay,2005,f,1,39,1.19,1.591064607,0.340444115,3.663561646,0.173953307,-0.017200916,1.782476005,-1.843394576,-1.625,-0.480472511,-0.026306431,3.663003663
Kidd Cay,2005,f,0,41,1.42,1.612783857,0.383815366,3.713572067,0.350656872,-0.016269685,1.746765759,-0.968503937,-1.013297872,-0.454460488,-0.17029936,0
Kidd Cay,2005,f,1,47,2.17,1.672097858,0.501059262,3.850147602,0.774727168,-0.014927005,1.558933259,1.656167979,0.981382979,-0.416955442,-0.92768847,3.663003663
Kidd Cay,2005,f,0,43,1.67,1.633468456,0.426511261,3.761200116,0.512823626,-0.013992074,1.702969408,-0.093613298,-0.348404255,-0.390840061,-0.346897547,0
Kidd Cay,2005,f,0,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.012854751,1.676660058,0.343832021,-0.002659574,-0.359071251,-0.452983638,0
Kidd Cay,2005,f,0,41,1.44,1.612783857,0.387389826,3.713572067,0.364643114,-0.012695225,1.771368093,-0.968503937,-0.960106383,-0.354615227,-0.071096398,0
Kidd Cay,2005,f,0,49,2.47,1.69019608,0.540329475,3.891820298,0.904218151,-0.011021224,1.505892407,2.531058618,1.779255319,-0.307855415,-1.141562875,0
Kidd Cay,2005,f,0,41,1.45,1.612783857,0.389166084,3.713572067,0.371563556,-0.010918967,1.783669261,-0.968503937,-0.933510638,-0.304999081,-0.021494916,0
Kidd Cay,2005,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.009139571,1.733561673,-0.093613298,-0.268617021,-0.25529529,-0.223541641,0
Kidd Cay,2005,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.009139571,1.733561673,-0.093613298,-0.268617021,-0.25529529,-0.223541641,0
Kidd Cay,2005,f,1,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.009139571,1.733561673,-0.093613298,-0.268617021,-0.25529529,-0.223541641,3.663003663
Kidd Cay,2005,f,0,44,1.83,1.643452676,0.451786436,3.784189634,0.604315967,-0.008226347,1.704604392,0.343832021,0.07712766,-0.229786218,-0.34030487,0
Kidd Cay,2005,f,0,47,2.23,1.672097858,0.509202522,3.850147602,0.802001585,-0.006783745,1.602037405,1.656167979,1.140957447,-0.189490075,-0.753881432,0
Kidd Cay,2005,f,0,41,1.48,1.612783857,0.394451681,3.713572067,0.392042088,-0.005633371,1.820572763,-0.968503937,-0.853723404,-0.157356721,0.127309527,0
Kidd Cay,2005,f,0,44,1.85,1.643452676,0.45484486,3.784189634,0.615185639,-0.005167922,1.723233948,0.343832021,0.130319149,-0.144355367,-0.265185692,0
Kidd Cay,2005,f,0,43,1.73,1.633468456,0.436162647,3.761200116,0.548121409,-0.004340688,1.764153938,-0.093613298,-0.188829787,-0.121248282,-0.100185734,0
Kidd Cay,2005,f,1,44,1.87,1.643452676,0.457881897,3.784189634,0.625938431,-0.002130885,1.741863505,0.343832021,0.183510638,-0.059521939,-0.190066514,3.663003663
Kidd Cay,2005,f,1,43,1.75,1.633468456,0.439332694,3.761200116,0.559615788,-0.001170642,1.784548781,-0.093613298,-0.135638298,-0.032699489,-0.017948463,3.663003663
Kidd Cay,2005,f,0,44,1.88,1.643452676,0.459392488,3.784189634,0.631271777,-0.000620294,1.751178283,0.343832021,0.210106383,-0.017326659,-0.152506925,0
Kidd Cay,2005,f,0,44,1.89,1.643452676,0.460897843,3.784189634,0.636576829,0.000885061,1.760493061,0.343832021,0.236702128,0.024722363,-0.114947336,0
Kidd Cay,2005,f,1,46,2.16,1.662757832,0.499687083,3.828641396,0.770108222,0.001951488,1.688894663,1.21872266,0.954787234,0.054510834,-0.403650551,3.663003663
Kidd Cay,2005,f,0,43,1.77,1.633468456,0.442479769,3.761200116,0.570979547,0.001976434,1.804943624,-0.093613298,-0.082446809,0.05520764,0.064288808,0
Kidd Cay,2005,f,0,46,2.17,1.662757832,0.501059262,3.828641396,0.774727168,0.003323667,1.69671362,1.21872266,0.981382979,0.092839873,-0.3721225,0
Kidd Cay,2005,f,0,45,2.04,1.653212514,0.482873584,3.80666249,0.712949808,0.003789807,1.739275749,0.78127734,0.635638298,0.105860523,-0.200501012,0
Kidd Cay,2005,f,0,39,1.3,1.591064607,0.361727836,3.663561646,0.262364264,0.004082805,1.947242695,-1.843394576,-1.332446809,0.114044841,0.638075382,0
Kidd Cay,2005,f,0,42,1.66,1.62324929,0.424881637,3.737669618,0.506817602,0.004346835,1.857126708,-0.531058618,-0.375,0.121419983,0.274704469,0
Kidd Cay,2005,f,0,42,1.67,1.62324929,0.426511261,3.737669618,0.512823626,0.00597646,1.868314219,-0.531058618,-0.348404255,0.166940227,0.319815397,0
Kidd Cay,2005,f,1,41,1.55,1.612783857,0.40654018,3.713572067,0.438254931,0.006455129,1.906680934,-0.968503937,-0.667553191,0.180310866,0.474519895,3.663003663
Kidd Cay,2005,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,0.006654696,1.835535889,-0.093613298,-0.002659574,0.185885358,0.187644714,0
Kidd Cay,2005,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,0.006654696,1.835535889,-0.093613298,-0.002659574,0.185885358,0.187644714,0
Kidd Cay,2005,f,0,41,1.56,1.612783857,0.408239965,3.713572067,0.444685821,0.008154914,1.918982101,-0.968503937,-0.640957447,0.22779089,0.524121376,0
Kidd Cay,2005,f,0,42,1.7,1.62324929,0.431363764,3.737669618,0.530628251,0.010828963,1.901876749,-0.531058618,-0.268617021,0.302484997,0.455148183,0
Kidd Cay,2005,f,1,44,1.96,1.643452676,0.471291711,3.784189634,0.672944473,0.011278929,1.825696507,0.343832021,0.42287234,0.31505388,0.147969788,3.663003663
Kidd Cay,2005,f,0,40.5,1.52,1.607455023,0.401400541,3.701301974,0.418710335,0.011728179,1.962342726,-1.187226597,-0.747340426,0.327602762,0.698962606,0
Kidd Cay,2005,f,0,39.5,1.4,1.596597096,0.380211242,3.676300672,0.336472237,0.011755574,1.994425538,-1.624671916,-1.066489362,0.32836798,0.828328781,0
Kidd Cay,2005,f,0,42,1.72,1.62324929,0.434568904,3.737669618,0.542324291,0.014034103,1.92425177,-0.531058618,-0.215425532,0.392014044,0.54537004,0
Kidd Cay,2005,f,1,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,0.014888297,1.96818677,-0.968503937,-0.534574468,0.415874205,0.7225273,3.663003663
Kidd Cay,2005,f,0,38,1.26,1.579783597,0.354108439,3.63758616,0.231111721,0.018506818,2.090604568,-2.280839895,-1.438829787,0.516950222,1.216147452,0
Kidd Cay,2005,f,0,42,1.75,1.62324929,0.439332694,3.737669618,0.559615788,0.018797893,1.957814301,-0.531058618,-0.135638298,0.525080798,0.680702826,0
Kidd Cay,2005,f,1,47,2.45,1.672097858,0.537819095,3.850147602,0.896088025,0.021832828,1.760085938,1.656167979,1.72606383,0.609855532,-0.11658896,3.663003663
Kidd Cay,2005,f,1,43,1.9,1.633468456,0.462397998,3.761200116,0.641853886,0.021894662,1.937510105,-0.093613298,0.263297872,0.611582748,0.598831069,3.663003663
Kidd Cay,2005,f,1,46,2.31,1.662757832,0.519827994,3.828641396,0.837247525,0.022092399,1.806179015,1.21872266,1.353723404,0.617106117,0.069270221,3.663003663
Kidd Cay,2005,f,0,44,2.04,1.643452676,0.482873584,3.784189634,0.712949808,0.022860801,1.900214732,0.343832021,0.635638298,0.638569873,0.448446501,0
Kidd Cay,2005,f,1,45,2.2,1.653212514,0.505149978,3.80666249,0.78845736,0.026066201,1.875689533,0.78127734,1.061170213,0.728106185,0.34955457,3.663003663
Kidd Cay,2005,f,0,40,1.55,1.602059991,0.40654018,3.688879454,0.438254931,0.027409862,2.101399409,-1.405949256,-0.667553191,0.765638592,1.259675035,0
Kidd Cay,2005,f,1,43,1.94,1.633468456,0.46834733,3.761200116,0.662687973,0.027843995,1.978299792,-0.093613298,0.369680851,0.77776522,0.763305611,3.663003663
Kidd Cay,2005,f,0,44.5,2.15,1.648360011,0.498310554,3.795489189,0.765467842,0.028708703,1.915516468,0.562554681,0.928191489,0.801919076,0.510147049,0
Kidd Cay,2005,f,1,44,2.1,1.643452676,0.491361694,3.784189634,0.741937345,0.031348912,1.956103401,0.343832021,0.795212766,0.875667924,0.673804035,3.663003663
Kidd Cay,2005,f,1,44,2.1,1.643452676,0.491361694,3.784189634,0.741937345,0.031348912,1.956103401,0.343832021,0.795212766,0.875667924,0.673804035,3.663003663
Kidd Cay,2005,f,1,44,2.12,1.643452676,0.494154594,3.784189634,0.751416089,0.034141812,1.974732957,0.343832021,0.848404255,0.953681896,0.748923214,3.663003663
Kidd Cay,2005,f,0,39,1.48,1.591064607,0.394451681,3.663561646,0.392042088,0.03680665,2.216860914,-1.843394576,-0.853723404,1.028118718,1.725245621,0
Kidd Cay,2005,f,0,45,2.3,1.653212514,0.51851394,3.80666249,0.832909123,0.039430163,1.960948148,0.78127734,1.32712766,1.101401201,0.693339308,0
Kidd Cay,2005,f,0,47,2.6,1.672097858,0.556302501,3.850147602,0.955511445,0.040316234,1.867846302,1.656167979,2.125,1.12615178,0.317928635,0
Kidd Cay,2005,f,0,45,2.32,1.653212514,0.521138084,3.80666249,0.841567186,0.042054307,1.977999871,0.78127734,1.380319149,1.174701308,0.762096256,0
Kidd Cay,2005,f,0,46,2.47,1.662757832,0.540329475,3.828641396,0.904218151,0.04259388,1.931282323,1.21872266,1.779255319,1.189773185,0.573719046,0
Kidd Cay,2005,f,0,44,2.2,1.643452676,0.505149978,3.784189634,0.78845736,0.045137196,2.049251182,0.343832021,1.061170213,1.260815536,1.049399927,0
Kidd Cay,2005,f,1,44,2.2,1.643452676,0.505149978,3.784189634,0.78845736,0.045137196,2.049251182,0.343832021,1.061170213,1.260815536,1.049399927,3.663003663
Kidd Cay,2005,f,0,48,2.8,1.681241237,0.579783597,3.871201011,1.029619417,0.045930911,1.851480711,2.093613298,2.656914894,1.282986332,0.251938352,0
Kidd Cay,2005,f,1,42,1.94,1.62324929,0.46834733,3.737669618,0.662687973,0.047812529,2.170376996,-0.531058618,0.369680851,1.335545507,1.537810469,3.663003663
Kidd Cay,2005,f,0,42,1.95,1.62324929,0.469822016,3.737669618,0.667829373,0.049287215,2.181564507,-0.531058618,0.396276596,1.376737841,1.582921398,0
Kidd Cay,2005,f,0,44,2.24,1.643452676,0.51054501,3.784189634,0.806475866,0.050532228,2.086510294,0.343832021,1.167553191,1.41151475,1.199638283,0
Kidd Cay,2005,f,0,43,2.1,1.633468456,0.491361694,3.761200116,0.741937345,0.050858358,2.141458537,-0.093613298,0.795212766,1.420624533,1.42120378,0
Kidd Cay,2005,f,1,45,2.4,1.653212514,0.531478917,3.80666249,0.875468737,0.05239514,2.046206764,0.78127734,1.593085106,1.463551401,1.037124047,3.663003663
Kidd Cay,2005,f,0,41,1.89,1.612783857,0.460897843,3.713572067,0.636576829,0.060812791,2.324920623,-0.968503937,0.236702128,1.698681321,2.160970252,0
Kidd Cay,2005,f,0,42,2.04,1.62324929,0.482873584,3.737669618,0.712949808,0.062338782,2.282252099,-0.531058618,0.635638298,1.74130677,1.988919755,0
Kidd Cay,2005,f,0,43,2.21,1.633468456,0.506505032,3.761200116,0.792992516,0.066001697,2.253630175,-0.093613298,1.087765957,1.843622818,1.87350877,0
Kidd Cay,2005,f,0,40,1.8,1.602059991,0.447158031,3.688879454,0.587786665,0.068027712,2.440334797,-1.405949256,-0.002659574,1.900215433,2.626349989,0
Kidd Cay,2005,f,0,42,2.2,1.62324929,0.505149978,3.737669618,0.78845736,0.084615177,2.461252264,-0.531058618,1.061170213,2.363552432,2.710694613,0
Kidd Cay,2005,f,0,48,3.2,1.681241237,0.62324929,3.871201011,1.16315081,0.089396604,2.115977956,2.093613298,3.720744681,2.497111857,1.318459499,0
Kidd Cay,2005,f,0,42,2.3,1.62324929,0.51851394,3.737669618,0.832909123,0.097979139,2.573127367,-0.531058618,1.32712766,2.736847448,3.161803899,0
Kidd Cay,2006,f,1,50,2,1.698970004,0.477121255,3.912023005,0.693147181,-0.08315751,1.261801289,2.852965748,0.309597523,-2.717565681,-2.79733943,2.5
Kidd Cay,2006,f,0,38,1,1.579783597,0.301029996,3.63758616,0,-0.073224936,1.49186507,-2.159565581,-2.786377709,-2.392971763,-1.779358098,0
Kidd Cay,2006,f,0,38,1,1.579783597,0.301029996,3.63758616,0,-0.073224936,1.49186507,-2.159565581,-2.786377709,-2.392971763,-1.779358098,0
Kidd Cay,2006,f,0,48,1.9,1.681241237,0.462397998,3.871201011,0.641853886,-0.070210051,1.362423058,2.01754386,0,-2.294446115,-2.352110363,0
Kidd Cay,2006,f,0,46,1.8,1.662757832,0.447158031,3.828641396,0.587786665,-0.056601477,1.475009609,1.182121972,-0.309597523,-1.849721459,-1.853939783,0
Kidd Cay,2006,f,1,40.5,1.3,1.607455023,0.361727836,3.701301974,0.262364264,-0.055716121,1.588163842,-1.115288221,-1.857585139,-1.820788281,-1.353257337,2.5
Kidd Cay,2006,f,0,39,1.2,1.591064607,0.342422681,3.663561646,0.182321557,-0.049439433,1.65018845,-1.741854637,-2.167182663,-1.615667744,-1.078812169,0
Kidd Cay,2006,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,-0.044155335,1.634979791,-0.488721805,-1.238390093,-1.442984789,-1.14610712,0
Kidd Cay,2006,f,1,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,-0.042264632,1.601445755,0.346700084,-0.619195046,-1.381197128,-1.294487811,2.5
Kidd Cay,2006,f,0,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,-0.042264632,1.601445755,0.346700084,-0.619195046,-1.381197128,-1.294487811,0
Kidd Cay,2006,f,1,47,2,1.672097858,0.477121255,3.850147602,0.693147181,-0.041215985,1.532011473,1.599832916,0.309597523,-1.346927616,-1.601719145,2.5
Kidd Cay,2006,f,0,47,2,1.672097858,0.477121255,3.850147602,0.693147181,-0.041215985,1.532011473,1.599832916,0.309597523,-1.346927616,-1.601719145,0
Kidd Cay,2006,f,1,41.5,1.5,1.618048097,0.397940009,3.725693427,0.405465108,-0.036037412,1.697552961,-0.697577277,-1.238390093,-1.177693214,-0.869234688,2.5
Kidd Cay,2006,f,0,43.5,1.7,1.638489257,0.431363764,3.772760938,0.530628251,-0.034517823,1.659883149,0.137844612,-0.619195046,-1.128033438,-1.035915268,0
Kidd Cay,2006,f,0,44,1.75,1.643452676,0.439332694,3.784189634,0.559615788,-0.034295702,1.6485471,0.346700084,-0.464396285,-1.12077459,-1.086074777,0
Kidd Cay,2006,f,0,39,1.3,1.591064607,0.361727836,3.663561646,0.262364264,-0.030134278,1.787704154,-1.741854637,-1.857585139,-0.98478032,-0.470335602,0
Kidd Cay,2006,f,1,40,1.4,1.602059991,0.380211242,3.688879454,0.336472237,-0.028812255,1.778274527,-1.324143693,-1.547987616,-0.941576947,-0.512059615,2.5
Kidd Cay,2006,f,1,41,1.5,1.612783857,0.397940009,3.713572067,0.405465108,-0.027821089,1.763323474,-0.906432749,-1.238390093,-0.909185905,-0.578214718,2.5
Kidd Cay,2006,f,0,41,1.5,1.612783857,0.397940009,3.713572067,0.405465108,-0.027821089,1.763323474,-0.906432749,-1.238390093,-0.909185905,-0.578214718,0
Kidd Cay,2006,f,0,41,1.5,1.612783857,0.397940009,3.713572067,0.405465108,-0.027821089,1.763323474,-0.906432749,-1.238390093,-0.909185905,-0.578214718,0
Kidd Cay,2006,f,0,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,-0.027121995,1.743978444,-0.488721805,-0.92879257,-0.886339714,-0.663812196,0
Kidd Cay,2006,f,1,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,-0.027121995,1.743978444,-0.488721805,-0.92879257,-0.886339714,-0.663812196,2.5
Kidd Cay,2006,f,1,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,-0.027121995,1.743978444,-0.488721805,-0.92879257,-0.886339714,-0.663812196,2.5
Kidd Cay,2006,f,1,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,-0.026975546,1.608612047,1.599832916,0.619195046,-0.881553789,-1.262778553,2.5
Kidd Cay,2006,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.026681454,1.721165964,-0.07101086,-0.619195046,-0.871942935,-0.764752373,0
Kidd Cay,2006,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.026681454,1.721165964,-0.07101086,-0.619195046,-0.871942935,-0.764752373,0
Kidd Cay,2006,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,-0.026681454,1.721165964,-0.07101086,-0.619195046,-0.871942935,-0.764752373,0
Kidd Cay,2006,f,1,46,2,1.662757832,0.477121255,3.828641396,0.693147181,-0.026638253,1.638899566,1.182121972,0.309597523,-0.870531152,-1.128762984,2.5
Kidd Cay,2006,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.026470365,1.695648446,0.346700084,-0.309597523,-0.865044606,-0.877661743,2.5
Kidd Cay,2006,f,0,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.026470365,1.695648446,0.346700084,-0.309597523,-0.865044606,-0.877661743,0
Kidd Cay,2006,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.026470365,1.695648446,0.346700084,-0.309597523,-0.865044606,-0.877661743,2.5
Kidd Cay,2006,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.026470365,1.695648446,0.346700084,-0.309597523,-0.865044606,-0.877661743,2.5
Kidd Cay,2006,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,-0.026470365,1.695648446,0.346700084,-0.309597523,-0.865044606,-0.877661743,2.5
Kidd Cay,2006,f,1,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,-0.026463363,1.668053832,0.764411028,0,-0.864815787,-0.999761803,2.5
Kidd Cay,2006,f,1,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,-0.026463363,1.668053832,0.764411028,0,-0.864815787,-0.999761803,2.5
Kidd Cay,2006,f,1,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,-0.026463363,1.668053832,0.764411028,0,-0.864815787,-0.999761803,2.5
Kidd Cay,2006,f,0,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,-0.026463363,1.668053832,0.764411028,0,-0.864815787,-0.999761803,0
Kidd Cay,2006,f,1,47,2.15,1.672097858,0.498310554,3.850147602,0.765467842,-0.020026686,1.646912334,1.599832916,0.773993808,-0.654466862,-1.093308257,2.5
Kidd Cay,2006,f,1,46.5,2.1,1.667452953,0.491361694,3.839452313,0.741937345,-0.019725868,1.663480595,1.390977444,0.619195046,-0.644636217,-1.019997367,2.5
Kidd Cay,2006,f,1,40.5,1.5,1.607455023,0.397940009,3.701301974,0.405465108,-0.019503949,1.832496741,-1.115288221,-1.238390093,-0.637383946,-0.272138316,2.5
Kidd Cay,2006,f,1,42.5,1.7,1.62838893,0.431363764,3.749504076,0.530628251,-0.018753429,1.785468289,-0.279866332,-0.619195046,-0.612857154,-0.480228809,2.5
Kidd Cay,2006,f,0,47,2.2,1.672097858,0.505149978,3.850147602,0.78845736,-0.013187261,1.685212621,1.599832916,0.92879257,-0.430956256,-0.923837962,0
Kidd Cay,2006,f,1,47,2.2,1.672097858,0.505149978,3.850147602,0.78845736,-0.013187261,1.685212621,1.599832916,0.92879257,-0.430956256,-0.923837962,2.5
Kidd Cay,2006,f,0,38,1.3,1.579783597,0.361727836,3.63758616,0.262364264,-0.012527096,1.939424591,-2.159565581,-1.857585139,-0.409382209,0.200993764,0
Kidd Cay,2006,f,1,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,-0.012397814,1.720844544,1.182121972,0.619195046,-0.405157325,-0.766174585,2.5
Kidd Cay,2006,f,0,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,-0.012397814,1.720844544,1.182121972,0.619195046,-0.405157325,-0.766174585,0
Kidd Cay,2006,f,0,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,-0.012397814,1.720844544,1.182121972,0.619195046,-0.405157325,-0.766174585,0
Kidd Cay,2006,f,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,0
Kidd Cay,2006,f,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,0
Kidd Cay,2006,f,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,0
Kidd Cay,2006,f,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,0
Kidd Cay,2006,f,1,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,2.5
Kidd Cay,2006,f,1,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.011740106,1.755846139,0.764411028,0.309597523,-0.383663603,-0.611300268,2.5
Kidd Cay,2006,f,0,39,1.4,1.591064607,0.380211242,3.663561646,0.336472237,-0.011650872,1.925219858,-1.741854637,-1.547987616,-0.380747454,0.138140965,0
Kidd Cay,2006,f,1,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,2.5
Kidd Cay,2006,f,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,0
Kidd Cay,2006,f,1,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,2.5
Kidd Cay,2006,f,1,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,2.5
Kidd Cay,2006,f,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,0
Kidd Cay,2006,f,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,-0.011230398,1.789851138,0.346700084,0,-0.367006483,-0.460835675,0
Kidd Cay,2006,f,0,40,1.5,1.602059991,0.397940009,3.688879454,0.405465108,-0.011083488,1.905294136,-1.324143693,-1.238390093,-0.362205478,0.049974054,0
Kidd Cay,2006,f,0,40,1.5,1.602059991,0.397940009,3.688879454,0.405465108,-0.011083488,1.905294136,-1.324143693,-1.238390093,-0.362205478,0.049974054,0
Kidd Cay,2006,f,0,40,1.5,1.602059991,0.397940009,3.688879454,0.405465108,-0.011083488,1.905294136,-1.324143693,-1.238390093,-0.362205478,0.049974054,0
Kidd Cay,2006,f,0,40,1.5,1.602059991,0.397940009,3.688879454,0.405465108,-0.011083488,1.905294136,-1.324143693,-1.238390093,-0.362205478,0.049974054,0
Kidd Cay,2006,f,0,40,1.5,1.602059991,0.397940009,3.688879454,0.405465108,-0.011083488,1.905294136,-1.324143693,-1.238390093,-0.362205478,0.049974054,0
Kidd Cay,2006,f,1,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,2.5
Kidd Cay,2006,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,0
Kidd Cay,2006,f,1,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,2.5
Kidd Cay,2006,f,1,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,2.5
Kidd Cay,2006,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,0
Kidd Cay,2006,f,1,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,-0.010887187,1.82241102,-0.07101086,-0.309597523,-0.355790413,-0.316765396,2.5
Kidd Cay,2006,f,0,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,0
Kidd Cay,2006,f,0,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,0
Kidd Cay,2006,f,0,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,0
Kidd Cay,2006,f,1,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,2.5
Kidd Cay,2006,f,0,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,0
Kidd Cay,2006,f,1,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,-0.010787749,1.880878372,-0.906432749,-0.92879257,-0.35254083,-0.058060301,2.5
