Site,Year,Sex,Survival,SVL,Mass,Log10 SVL,Log10  Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Great Exuma,2010,f,0,43,1.5,1.633468456,0.397940009,3.761200116,0.405465108,0.008462927,1.830052128,-1.129391101,0.186507937,0.286878891,0.240982074,0
Great Exuma,2010,f,0,43,1.5,1.633468456,0.397940009,3.761200116,0.405465108,0.008462927,1.830052128,-1.129391101,0.186507937,0.286878891,0.240982074,0
Great Exuma,2010,f,0,43,1.5,1.633468456,0.397940009,3.761200116,0.405465108,0.008462927,1.830052128,-1.129391101,0.186507937,0.286878891,0.240982074,0
Great Exuma,2010,f,1,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,3.816793893
Great Exuma,2010,f,1,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,3.816793893
Great Exuma,2010,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,0
Great Exuma,2010,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,0
Great Exuma,2010,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,0
Great Exuma,2010,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,0
Great Exuma,2010,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.011017338,1.900262044,-1.714871194,-0.21031746,0.373469101,0.56602798,0
Great Exuma,2010,f,0,41,1.3,1.612783857,0.361727836,3.713572067,0.262364264,0.013305909,1.968149824,-2.300351288,-0.607142857,0.451047762,0.880323261,0
Great Exuma,2010,f,0,41,1.3,1.612783857,0.361727836,3.713572067,0.262364264,0.013305909,1.968149824,-2.300351288,-0.607142857,0.451047762,0.880323261,0
Great Exuma,2010,f,0,41,1.3,1.612783857,0.361727836,3.713572067,0.262364264,0.013305909,1.968149824,-2.300351288,-0.607142857,0.451047762,0.880323261,0
Great Exuma,2010,f,0,46,1.9,1.662757832,0.462397998,3.828641396,0.641853886,0.014786849,1.707600801,0.62704918,1.773809524,0.501249135,-0.325922216,0
Great Exuma,2010,f,1,46,1.9,1.662757832,0.462397998,3.828641396,0.641853886,0.014786849,1.707600801,0.62704918,1.773809524,0.501249135,-0.325922216,3.816793893
Great Exuma,2010,f,0,40,1.2,1.602059991,0.342422681,3.688879454,0.182321557,0.01528567,2.031873225,-2.885831382,-1.003968254,0.518158297,1.175339006,0
Great Exuma,2010,f,0,38,1,1.579783597,0.301029996,3.63758616,0,0.018107563,2.136347921,-4.056791569,-1.797619048,0.613815704,1.659018151,0
Great Exuma,2010,f,0,38,1,1.579783597,0.301029996,3.63758616,0,0.018107563,2.136347921,-4.056791569,-1.797619048,0.613815704,1.659018151,0
Great Exuma,2010,f,0,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,0.018492597,1.787164935,0.041569087,1.376984127,0.626867701,0.042430255,0
Great Exuma,2010,f,1,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,0.018492597,1.787164935,0.041569087,1.376984127,0.626867701,0.042430255,3.816793893
Great Exuma,2010,f,0,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,0.018492597,1.787164935,0.041569087,1.376984127,0.626867701,0.042430255,0
Great Exuma,2010,f,0,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,0.018492597,1.787164935,0.041569087,1.376984127,0.626867701,0.042430255,0
Great Exuma,2010,f,0,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,0.018492597,1.787164935,0.041569087,1.376984127,0.626867701,0.042430255,0
Great Exuma,2010,f,0,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,0.022069826,1.868842206,-0.543911007,0.98015873,0.748129699,0.420565769,0
Great Exuma,2010,f,1,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,0.022069826,1.868842206,-0.543911007,0.98015873,0.748129699,0.420565769,3.816793893
Great Exuma,2010,f,1,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,0.022069826,1.868842206,-0.543911007,0.98015873,0.748129699,0.420565769,3.816793893
Great Exuma,2010,f,1,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,0.022069826,1.868842206,-0.543911007,0.98015873,0.748129699,0.420565769,3.816793893
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,1,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,3.816793893
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,1,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,3.816793893
Great Exuma,2010,f,1,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,3.816793893
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.025496267,1.952055603,-1.129391101,0.583333333,0.864280223,0.805812977,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.028746105,2.035995047,-1.714871194,0.186507937,0.974444252,1.194421513,0
Great Exuma,2010,f,1,46,2,1.662757832,0.477121255,3.828641396,0.693147181,0.029510106,1.797474528,0.62704918,2.170634921,1.000342586,0.09015985,3.816793893
Great Exuma,2010,f,0,41,1.4,1.612783857,0.380211242,3.713572067,0.336472237,0.031789315,2.119545965,-2.300351288,-0.21031746,1.077603887,1.581231318,0
Great Exuma,2010,f,1,41,1.4,1.612783857,0.380211242,3.713572067,0.336472237,0.031789315,2.119545965,-2.300351288,-0.21031746,1.077603887,1.581231318,3.816793893
Great Exuma,2010,f,0,41,1.4,1.612783857,0.380211242,3.713572067,0.336472237,0.031789315,2.119545965,-2.300351288,-0.21031746,1.077603887,1.581231318,0
Great Exuma,2010,f,0,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,0.033732564,1.886451876,0.041569087,1.773809524,1.143476737,0.502092018,0
Great Exuma,2010,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.037864093,1.978774101,-0.543911007,1.376984127,1.283528586,0.929509725,3.816793893
Great Exuma,2010,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.037864093,1.978774101,-0.543911007,1.376984127,1.283528586,0.929509725,3.816793893
Great Exuma,2010,f,0,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.037864093,1.978774101,-0.543911007,1.376984127,1.283528586,0.929509725,0
Great Exuma,2010,f,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.037864093,1.978774101,-0.543911007,1.376984127,1.283528586,0.929509725,3.816793893
Great Exuma,2010,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,0.041886683,2.074059078,-1.129391101,0.98015873,1.419887551,1.370643881,0
Great Exuma,2010,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,0.041886683,2.074059078,-1.129391101,0.98015873,1.419887551,1.370643881,0
Great Exuma,2010,f,1,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,0.045779445,2.17172805,-1.714871194,0.583333333,1.551845584,1.822815046,3.816793893
Great Exuma,2010,f,0,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,0.045779445,2.17172805,-1.714871194,0.583333333,1.551845584,1.822815046,0
Great Exuma,2010,f,0,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,0.045779445,2.17172805,-1.714871194,0.583333333,1.551845584,1.822815046,0
Great Exuma,2010,f,0,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,0.045779445,2.17172805,-1.714871194,0.583333333,1.551845584,1.822815046,0
Great Exuma,2010,f,0,42,1.6,1.62324929,0.414973348,3.737669618,0.470003629,0.045779445,2.17172805,-1.714871194,0.583333333,1.551845584,1.822815046,0
Great Exuma,2010,f,1,45,2,1.653212514,0.477121255,3.80666249,0.693147181,0.048455821,1.985738817,0.041569087,2.170634921,1.642570189,0.961753781,3.816793893
Great Exuma,2010,f,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,0.048455821,1.985738817,0.041569087,2.170634921,1.642570189,0.961753781,0
Great Exuma,2010,f,1,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,0.05310406,2.088705995,-0.543911007,1.773809524,1.800137622,1.438453681,3.816793893
Great Exuma,2010,f,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,0.05310406,2.088705995,-0.543911007,1.773809524,1.800137622,1.438453681,0
Great Exuma,2010,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,0.05768095,2.196062554,-1.129391101,1.376984127,1.955286439,1.935474785,0
Great Exuma,2010,f,0,44,2,1.643452676,0.477121255,3.784189634,0.693147181,0.067827317,2.19863789,-0.543911007,2.170634921,2.299231074,1.947397637,0
Great Exuma,2010,f,0,43,1.9,1.633468456,0.462397998,3.761200116,0.641853886,0.072920917,2.318066029,-1.129391101,1.773809524,2.471895475,2.500305688,0
Great Exuma,2010,f,0,43,1.9,1.633468456,0.462397998,3.761200116,0.641853886,0.072920917,2.318066029,-1.129391101,1.773809524,2.471895475,2.500305688,0
Heron Cay,2008,f,0,49,1.5,1.69019608,0.397940009,3.891820298,0.405465108,-0.092064546,1.215369242,1.017302147,-0.802228412,-2.895111515,-2.622679613,0
Heron Cay,2008,f,0,40,0.9,1.602059991,0.278753601,3.688879454,-0.105360516,-0.069216289,1.379415007,-1.866388978,-2.473537604,-2.176612876,-1.852511706,0
Heron Cay,2008,f,0,48,1.6,1.681241237,0.414973348,3.871201011,0.470003629,-0.060600137,1.383133581,0.696892022,-0.52367688,-1.90566468,-1.835053609,0
Heron Cay,2008,f,1,49,1.7,1.69019608,0.431363764,3.891820298,0.530628251,-0.058640791,1.377418475,1.017302147,-0.245125348,-1.844050021,-1.861885095,3.125
Heron Cay,2008,f,0,43,1.2,1.633468456,0.342422681,3.761200116,0.182321557,-0.056163146,1.465479328,-0.905158603,-1.637883008,-1.766136674,-1.448453858,0
Heron Cay,2008,f,0,46,1.5,1.662757832,0.397940009,3.828641396,0.405465108,-0.047846764,1.482148707,0.056071772,-0.802228412,-1.504615211,-1.370193865,0
Heron Cay,2008,f,0,48,1.7,1.681241237,0.431363764,3.871201011,0.530628251,-0.044209721,1.46957943,0.696892022,-0.245125348,-1.390242787,-1.429204553,0
Heron Cay,2008,f,0,49,1.8,1.69019608,0.447158031,3.891820298,0.587786665,-0.042846524,1.458443091,1.017302147,0.033426184,-1.347374953,-1.481487836,0
Heron Cay,2008,f,0,50,1.9,1.698970004,0.462397998,3.912023005,0.641853886,-0.04174607,1.444813154,1.337712272,0.311977716,-1.312769503,-1.545478149,0
Heron Cay,2008,f,0,43,1.3,1.633468456,0.361727836,3.761200116,0.262364264,-0.036857991,1.587602606,-0.905158603,-1.359331476,-1.159056322,-0.875105138,0
Heron Cay,2008,f,1,44,1.4,1.643452676,0.380211242,3.784189634,0.336472237,-0.034464538,1.59061857,-0.584748478,-1.080779944,-1.083790493,-0.860945679,3.125
Heron Cay,2008,f,0,46,1.6,1.662757832,0.414973348,3.828641396,0.470003629,-0.030813424,1.580958621,0.056071772,-0.52367688,-0.968975611,-0.906297556,0
Heron Cay,2008,f,0,46,1.6,1.662757832,0.414973348,3.828641396,0.470003629,-0.030813424,1.580958621,0.056071772,-0.52367688,-0.968975611,-0.906297556,0
Heron Cay,2008,f,0,39,1,1.591064607,0.301029996,3.663561646,0,-0.029220414,1.65954464,-2.186799103,-2.194986072,-0.918880946,-0.537349107,0
Heron Cay,2008,f,1,48,1.8,1.681241237,0.447158031,3.871201011,0.587786665,-0.028415453,1.556025279,0.696892022,0.033426184,-0.893567718,-1.023355498,3.125
Heron Cay,2008,f,0,48,1.8,1.681241237,0.447158031,3.871201011,0.587786665,-0.028415453,1.556025279,0.696892022,0.033426184,-0.893567718,-1.023355498,0
Heron Cay,2008,f,1,49,1.9,1.69019608,0.462397998,3.891820298,0.641853886,-0.027606557,1.539467707,1.017302147,0.311977716,-0.868130721,-1.101090577,3.125
Heron Cay,2008,f,0,49,1.9,1.69019608,0.462397998,3.891820298,0.641853886,-0.027606557,1.539467707,1.017302147,0.311977716,-0.868130721,-1.101090577,0
Heron Cay,2008,f,1,40,1.1,1.602059991,0.322219295,3.688879454,0.09531018,-0.025750596,1.685951675,-1.866388978,-1.91643454,-0.80976716,-0.413372419,3.125
Heron Cay,2008,f,0,41,1.2,1.612783857,0.342422681,3.713572067,0.182321557,-0.022829127,1.701962637,-1.545978853,-1.637883008,-0.717897082,-0.338203583,0
Heron Cay,2008,f,0,45,1.6,1.653212514,0.414973348,3.80666249,0.470003629,-0.015430781,1.693956862,-0.264338353,-0.52367688,-0.485244685,-0.375789378,0
Heron Cay,2008,f,0,45,1.6,1.653212514,0.414973348,3.80666249,0.470003629,-0.015430781,1.693956862,-0.264338353,-0.52367688,-0.485244685,-0.375789378,0
Heron Cay,2008,f,1,46,1.7,1.662757832,0.431363764,3.828641396,0.530628251,-0.014423008,1.679768534,0.056071772,-0.245125348,-0.453553718,-0.442401247,3.125
Heron Cay,2008,f,0,47,1.8,1.672097858,0.447158031,3.850147602,0.587786665,-0.013680549,1.66240181,0.376481897,0.033426184,-0.430205948,-0.523935165,0
Heron Cay,2008,f,0,47,1.8,1.672097858,0.447158031,3.850147602,0.587786665,-0.013680549,1.66240181,0.376481897,0.033426184,-0.430205948,-0.523935165,0
Heron Cay,2008,f,0,47,1.8,1.672097858,0.447158031,3.850147602,0.587786665,-0.013680549,1.66240181,0.376481897,0.033426184,-0.430205948,-0.523935165,0
Heron Cay,2008,f,0,48,1.9,1.681241237,0.462397998,3.871201011,0.641853886,-0.013175487,1.642471128,0.696892022,0.311977716,-0.414323487,-0.617506442,0
Heron Cay,2008,f,0,48,1.9,1.681241237,0.462397998,3.871201011,0.641853886,-0.013175487,1.642471128,0.696892022,0.311977716,-0.414323487,-0.617506442,0
Heron Cay,2008,f,1,49,2,1.69019608,0.477121255,3.891820298,0.693147181,-0.0128833,1.620492323,1.017302147,0.590529248,-0.405135224,-0.720693318,3.125
Heron Cay,2008,f,1,50,2.1,1.698970004,0.491361694,3.912023005,0.741937345,-0.012782374,1.596898749,1.337712272,0.86908078,-0.401961455,-0.83146127,3.125
Heron Cay,2008,f,1,38,1,1.579783597,0.301029996,3.63758616,0,-0.011040636,1.800622169,-2.507209228,-2.194986072,-0.347189814,0.124986707,3.125
Heron Cay,2008,f,1,39,1.1,1.591064607,0.322219295,3.663561646,0.09531018,-0.008031115,1.825499104,-2.186799103,-1.91643454,-0.252550787,0.241779832,3.125
Heron Cay,2008,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,-0.001906011,1.840877477,-1.225568728,-1.080779944,-0.059937464,0.313978766,0
Heron Cay,2008,f,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,-0.001906011,1.840877477,-1.225568728,-1.080779944,-0.059937464,0.313978766,0
Heron Cay,2008,f,0,43,1.5,1.633468456,0.397940009,3.761200116,0.405465108,-0.000645818,1.83184916,-0.905158603,-0.802228412,-0.020308754,0.271592302,0
Heron Cay,2008,f,0,44,1.6,1.643452676,0.414973348,3.784189634,0.470003629,0.000297569,1.817849795,-0.584748478,-0.52367688,0.009357503,0.205867581,0
Heron Cay,2008,f,0,50,2.2,1.698970004,0.505149978,3.912023005,0.78845736,0.00100591,1.672941547,1.337712272,1.147632312,0.031632397,-0.474452831,0
Heron Cay,2008,f,1,49,2.1,1.69019608,0.491361694,3.891820298,0.741937345,0.001357139,1.701516939,1.017302147,0.86908078,0.042677327,-0.340296059,3.125
Heron Cay,2008,f,0,49,2.1,1.69019608,0.491361694,3.891820298,0.741937345,0.001357139,1.701516939,1.017302147,0.86908078,0.042677327,-0.340296059,0
Heron Cay,2008,f,1,46,1.8,1.662757832,0.447158031,3.828641396,0.587786665,0.001371259,1.778578448,0.056071772,0.033426184,0.043121351,0.021495062,3.125
Heron Cay,2008,f,0,46,1.8,1.662757832,0.447158031,3.828641396,0.587786665,0.001371259,1.778578448,0.056071772,0.033426184,0.043121351,0.021495062,0
Heron Cay,2008,f,0,46,1.8,1.662757832,0.447158031,3.828641396,0.587786665,0.001371259,1.778578448,0.056071772,0.033426184,0.043121351,0.021495062,0
Heron Cay,2008,f,0,46,1.8,1.662757832,0.447158031,3.828641396,0.587786665,0.001371259,1.778578448,0.056071772,0.033426184,0.043121351,0.021495062,0
Heron Cay,2008,f,1,48,2,1.681241237,0.477121255,3.871201011,0.693147181,0.00154777,1.728916977,0.696892022,0.590529248,0.048672011,-0.211657387,3.125
Heron Cay,2008,f,1,48,2,1.681241237,0.477121255,3.871201011,0.693147181,0.00154777,1.728916977,0.696892022,0.590529248,0.048672011,-0.211657387,3.125
Heron Cay,2008,f,1,47,1.9,1.672097858,0.462397998,3.850147602,0.641853886,0.001559417,1.754757466,0.376481897,0.311977716,0.049038283,-0.090340536,3.125
Heron Cay,2008,f,0,47,1.9,1.672097858,0.462397998,3.850147602,0.641853886,0.001559417,1.754757466,0.376481897,0.311977716,0.049038283,-0.090340536,0
Heron Cay,2008,f,0,47,1.9,1.672097858,0.462397998,3.850147602,0.641853886,0.001559417,1.754757466,0.376481897,0.311977716,0.049038283,-0.090340536,0
Heron Cay,2008,f,0,38,1.1,1.579783597,0.322219295,3.63758616,0.09531018,0.010148663,1.980684385,-2.507209228,-1.91643454,0.319140346,0.970349227,0
Heron Cay,2008,f,0,52,2.5,1.716003344,0.544068044,3.951243719,0.916290732,0.012474101,1.680723901,1.978532522,1.983286908,0.39226733,-0.437915959,0
Heron Cay,2008,f,1,41,1.4,1.612783857,0.380211242,3.713572067,0.336472237,0.014959434,1.985623076,-1.545978853,-1.080779944,0.470422443,0.993535569,3.125
Heron Cay,2008,f,1,48,2.1,1.681241237,0.491361694,3.871201011,0.741937345,0.015788209,1.815362825,0.696892022,0.86908078,0.496484561,0.194191669,3.125
Heron Cay,2008,f,0,48,2.1,1.681241237,0.491361694,3.871201011,0.741937345,0.015788209,1.815362825,0.696892022,0.86908078,0.496484561,0.194191669,0
Heron Cay,2008,f,1,47,2,1.672097858,0.477121255,3.850147602,0.693147181,0.016282674,1.847113122,0.376481897,0.590529248,0.51203378,0.343254094,3.125
Heron Cay,2008,f,0,47,2,1.672097858,0.477121255,3.850147602,0.693147181,0.016282674,1.847113122,0.376481897,0.590529248,0.51203378,0.343254094,0
Heron Cay,2008,f,0,47,2,1.672097858,0.477121255,3.850147602,0.693147181,0.016282674,1.847113122,0.376481897,0.590529248,0.51203378,0.343254094,0
Heron Cay,2008,f,1,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.016387521,1.953972438,-0.905158603,-0.52367688,0.515330847,0.844941022,3.125
Heron Cay,2008,f,1,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.016387521,1.953972438,-0.905158603,-0.52367688,0.515330847,0.844941022,3.125
Heron Cay,2008,f,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.016387521,1.953972438,-0.905158603,-0.52367688,0.515330847,0.844941022,0
Heron Cay,2008,f,0,44,1.7,1.643452676,0.431363764,3.784189634,0.530628251,0.016687985,1.931465407,-0.584748478,-0.245125348,0.524779396,0.739274211,0
Heron Cay,2008,f,1,48,2.2,1.681241237,0.505149978,3.871201011,0.78845736,0.029576494,1.901808674,0.696892022,1.147632312,0.930078413,0.600040724,3.125
Heron Cay,2008,f,0,48,2.2,1.681241237,0.505149978,3.871201011,0.78845736,0.029576494,1.901808674,0.696892022,1.147632312,0.930078413,0.600040724,0
Heron Cay,2008,f,0,48,2.2,1.681241237,0.505149978,3.871201011,0.78845736,0.029576494,1.901808674,0.696892022,1.147632312,0.930078413,0.600040724,0
Heron Cay,2008,f,1,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,0.030523113,1.939468778,0.376481897,0.86908078,0.959846331,0.776848723,3.125
Heron Cay,2008,f,0,46,2,1.662757832,0.477121255,3.828641396,0.693147181,0.031334482,1.976198276,0.056071772,0.590529248,0.98536108,0.94928768,0
Heron Cay,2008,f,0,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,0.031993869,2.011573774,-0.264338353,0.311977716,1.006096507,1.115369831,0
Heron Cay,2008,f,0,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,0.031993869,2.011573774,-0.264338353,0.311977716,1.006096507,1.115369831,0
Heron Cay,2008,f,0,40,1.4,1.602059991,0.380211242,3.688879454,0.336472237,0.032241351,2.145756677,-1.866388978,-1.080779944,1.013878971,1.745336512,0
Heron Cay,2008,f,0,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.032482252,2.045081019,-0.584748478,0.033426184,1.021454464,1.272680841,0
Heron Cay,2008,f,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,0.032777937,2.076095715,-0.905158603,-0.245125348,1.030752739,1.418289742,0
Heron Cay,2008,f,0,51,2.6,1.707570176,0.556302501,3.931825633,0.955511445,0.038298928,1.857882716,1.658122397,2.26183844,1.204368813,0.393815569,0
Heron Cay,2008,f,0,49,2.4,1.69019608,0.531478917,3.891820298,0.875468737,0.041474362,1.944590788,1.017302147,1.704735376,1.304225226,0.800895718,0
Heron Cay,2008,f,0,48,2.3,1.681241237,0.51851394,3.871201011,0.832909123,0.042940455,1.988254523,0.696892022,1.426183844,1.350328777,1.00588978,0
Heron Cay,2008,f,1,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,0.045574921,2.07500819,0.056071772,0.86908078,1.43317363,1.413183989,3.125
Heron Cay,2008,f,1,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,0.045574921,2.07500819,0.056071772,0.86908078,1.43317363,1.413183989,3.125
Heron Cay,2008,f,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,0.047722219,2.158696631,-0.584748478,0.311977716,1.500698696,1.806087471,0
Heron Cay,2008,f,0,43,1.8,1.633468456,0.447158031,3.761200116,0.587786665,0.048572204,2.198218992,-0.905158603,0.033426184,1.527427808,1.991638462,0
Heron Cay,2008,f,0,48,2.4,1.681241237,0.531478917,3.871201011,0.875468737,0.055905432,2.074700372,0.696892022,1.704735376,1.758032461,1.411738835,0
Heron Cay,2008,f,1,46,2.2,1.662757832,0.505149978,3.828641396,0.78845736,0.059363206,2.173818103,0.056071772,1.147632312,1.866767482,1.877080297,3.125
Heron Cay,2008,f,1,46,2.2,1.662757832,0.505149978,3.828641396,0.78845736,0.059363206,2.173818103,0.056071772,1.147632312,1.866767482,1.877080297,3.125
Heron Cay,2009,f,1,43,1,1.633468456,0.301029996,3.761200116,0,-0.083219456,0.994575556,0.024764735,-1.436241611,-2.849981361,-2.42441875,3.003003003
Heron Cay,2009,f,1,43,1.1,1.633468456,0.322219295,3.761200116,0.09531018,-0.062030157,1.094033112,0.024764735,-1.100671141,-2.124320434,-1.849519584,3.003003003
Heron Cay,2009,f,0,41,0.9,1.612783857,0.278753601,3.713572067,-0.105360516,-0.059269326,1.11835785,-0.965824666,-1.771812081,-2.029771455,-1.708914163,0
Heron Cay,2009,f,0,40,0.8,1.602059991,0.255272505,3.688879454,-0.223143551,-0.058784426,1.115738293,-1.461119366,-2.10738255,-2.013165274,-1.724056109,0
Heron Cay,2009,f,0,46,1.5,1.662757832,0.397940009,3.828641396,0.405465108,-0.051766165,1.088431763,1.510648836,0.241610738,-1.772813876,-1.881897322,0
Heron Cay,2009,f,1,45,1.4,1.653212514,0.380211242,3.80666249,0.336472237,-0.048162787,1.125802853,1.015354136,-0.093959732,-1.649410511,-1.665879462,3.003003003
Heron Cay,2009,f,0,42,1.1,1.62324929,0.322219295,3.737669618,0.09531018,-0.039192079,1.221251369,-0.470529965,-1.100671141,-1.342194472,-1.114153934,0
Heron Cay,2009,f,0,40,0.9,1.602059991,0.278753601,3.688879454,-0.105360516,-0.03530333,1.25520558,-1.461119366,-1.771812081,-1.209018156,-0.917886822,0
Heron Cay,2009,f,0,39,0.8,1.591064607,0.255272505,3.663561646,-0.223143551,-0.034211632,1.255930942,-1.956414066,-2.10738255,-1.171631218,-0.913693974,0
Heron Cay,2009,f,1,45,1.5,1.653212514,0.397940009,3.80666249,0.405465108,-0.03043402,1.206217343,1.015354136,0.241610738,-1.042260957,-1.201055823,3.003003003
Heron Cay,2009,f,1,45,1.5,1.653212514,0.397940009,3.80666249,0.405465108,-0.03043402,1.206217343,1.015354136,0.241610738,-1.042260957,-1.201055823,3.003003003
Heron Cay,2009,f,0,45,1.5,1.653212514,0.397940009,3.80666249,0.405465108,-0.03043402,1.206217343,1.015354136,0.241610738,-1.042260957,-1.201055823,0
Heron Cay,2009,f,0,45,1.5,1.653212514,0.397940009,3.80666249,0.405465108,-0.03043402,1.206217343,1.015354136,0.241610738,-1.042260957,-1.201055823,0
Heron Cay,2009,f,1,44,1.4,1.643452676,0.380211242,3.784189634,0.336472237,-0.026351228,1.250516955,0.520059435,-0.093959732,-0.902439305,-0.944988702,3.003003003
Heron Cay,2009,f,0,44,1.4,1.643452676,0.380211242,3.784189634,0.336472237,-0.026351228,1.250516955,0.520059435,-0.093959732,-0.902439305,-0.944988702,0
