Site,Year,Sex,Survival,SVL (mm),Mass (g),Log10 SVL,Log10 Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Flamingo Bay Cay,2007,m,0,55,2.9,1.740362689,0.591064607,4.007333185,1.064710737,-0.063382374,3.475790986,-0.620341266,-1.19047619,-1.642030407,-1.490269874,0
Flamingo Bay Cay,2007,m,0,55,3.8,1.740362689,0.681241237,4.007333185,1.335001067,0.026794257,4.55448474,-0.620341266,-0.381850854,0.694151727,0.955747709,0
Flamingo Bay Cay,2007,m,1,56,3.6,1.748188027,0.662757832,4.025351691,1.280933845,-0.012459734,4.036858561,-0.395823978,-0.561545373,-0.322791048,-0.218007799,5.586592179
Flamingo Bay Cay,2007,m,0,56,4.4,1.748188027,0.73239376,4.025351691,1.481604541,0.057176194,4.933938241,-0.395823978,0.157232704,1.481248542,1.816186487,0
Flamingo Bay Cay,2007,m,0,56,3.6,1.748188027,0.662757832,4.025351691,1.280933845,-0.012459734,4.036858561,-0.395823978,-0.561545373,-0.322791048,-0.218007799,0
Flamingo Bay Cay,2007,m,0,56,4,1.748188027,0.698970004,4.025351691,1.386294361,0.023752438,4.485398401,-0.395823978,-0.202156334,0.61534814,0.799089344,0
Flamingo Bay Cay,2007,m,0,56,4.1,1.748188027,0.707570176,4.025351691,1.410986974,0.03235261,4.597533361,-0.395823978,-0.112309075,0.838150518,1.05336363,0
Flamingo Bay Cay,2007,m,0,56,3.4,1.748188027,0.643452676,4.025351691,1.223775432,-0.03176489,3.812588641,-0.395823978,-0.741239892,-0.822924602,-0.72655637,0
Flamingo Bay Cay,2007,m,0,56.5,4.2,1.752048448,0.716003344,4.034240638,1.435084525,0.030539165,4.557493606,-0.283565335,-0.022461815,0.791170082,0.962570536,0
Flamingo Bay Cay,2007,m,0,56.5,4,1.752048448,0.698970004,4.034240638,1.386294361,0.013505826,4.340470101,-0.283565335,-0.202156334,0.349891861,0.470453744,0
Flamingo Bay Cay,2007,m,0,57,4,1.755874856,0.698970004,4.043051268,1.386294361,0.003349493,4.201440253,-0.171306691,-0.202156334,0.086774435,0.155193317,0
Flamingo Bay Cay,2007,m,0,57,4,1.755874856,0.698970004,4.043051268,1.386294361,0.003349493,4.201440253,-0.171306691,-0.202156334,0.086774435,0.155193317,0
Flamingo Bay Cay,2007,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,0.011949665,4.306476259,-0.171306691,-0.112309075,0.309576812,0.393370202,0
Flamingo Bay Cay,2007,m,0,57,4.3,1.755874856,0.72427587,4.043051268,1.458615023,0.028655358,4.516548272,-0.171306691,0.067385445,0.742366799,0.869723972,0
Flamingo Bay Cay,2007,m,0,57,3.8,1.755874856,0.681241237,4.043051268,1.335001067,-0.014379274,3.99136824,-0.171306691,-0.381850854,-0.372520046,-0.321160454,0
Flamingo Bay Cay,2007,m,0,57,4.4,1.755874856,0.73239376,4.043051268,1.481604541,0.036773249,4.621584278,-0.171306691,0.157232704,0.952674836,1.107900857,0
Flamingo Bay Cay,2007,m,0,57,3.8,1.755874856,0.681241237,4.043051268,1.335001067,-0.014379274,3.99136824,-0.171306691,-0.381850854,-0.372520046,-0.321160454,0
Flamingo Bay Cay,2007,m,1,58,4.4,1.763427994,0.73239376,4.060443011,1.481604541,0.016725155,4.333931398,0.053210597,0.157232704,0.433294184,0.455626754,5.586592179
Flamingo Bay Cay,2007,m,0,58,4.6,1.763427994,0.748188027,4.060443011,1.526056303,0.032519423,4.53092828,0.053210597,0.336927224,0.84247209,0.902331701,0
Flamingo Bay Cay,2007,m,0,58,4.9,1.763427994,0.770852012,4.060443011,1.589235205,0.055183407,4.826423603,0.053210597,0.606469003,1.429621951,1.572389122,0
Flamingo Bay Cay,2007,m,0,58,3.4,1.763427994,0.643452676,4.060443011,1.223775432,-0.072215928,3.34894699,0.053210597,-0.741239892,-1.87087896,-1.777897983,0
Flamingo Bay Cay,2007,m,0,58,4,1.763427994,0.698970004,4.060443011,1.386294361,-0.0166986,3.939937635,0.053210597,-0.202156334,-0.432606217,-0.437783141,0
Flamingo Bay Cay,2007,m,0,58,3.4,1.763427994,0.643452676,4.060443011,1.223775432,-0.072215928,3.34894699,0.053210597,-0.741239892,-1.87087896,-1.777897983,0
Flamingo Bay Cay,2007,m,0,58.5,5,1.767155866,0.77815125,4.069026754,1.609437912,0.052587853,4.771169785,0.165469241,0.696316262,1.362379614,1.447097019,0
Flamingo Bay Cay,2007,m,0,58.5,4.7,1.767155866,0.755874856,4.069026754,1.547562509,0.030311458,4.484899598,0.165469241,0.426774483,0.785270943,0.797958273,0
Flamingo Bay Cay,2007,m,0,59,5,1.770852012,0.77815125,4.077537444,1.609437912,0.042777272,4.623465419,0.277727885,0.696316262,1.108219486,1.112166482,0
Flamingo Bay Cay,2007,m,0,59,4.8,1.770852012,0.763427994,4.077537444,1.568615918,0.028054015,4.438526802,0.277727885,0.516621743,0.726787963,0.692804539,0
Flamingo Bay Cay,2007,m,0,59,4.6,1.770852012,0.748188027,4.077537444,1.526056303,0.012814049,4.253588185,0.277727885,0.336927224,0.331970176,0.273442597,0
Flamingo Bay Cay,2007,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,0.004988711,4.161118877,0.277727885,0.247079964,0.129241225,0.063761625,0
Flamingo Bay Cay,2007,m,0,59,4.9,1.770852012,0.770852012,4.077537444,1.589235205,0.035478033,4.53099611,0.277727885,0.606469003,0.919120037,0.902485511,0
Flamingo Bay Cay,2007,m,0,59,4.9,1.770852012,0.770852012,4.077537444,1.589235205,0.035478033,4.53099611,0.277727885,0.606469003,0.919120037,0.902485511,0
Flamingo Bay Cay,2007,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,0.004988711,4.161118877,0.277727885,0.247079964,0.129241225,0.063761625,0
Flamingo Bay Cay,2007,m,0,59,4,1.770852012,0.698970004,4.077537444,1.386294361,-0.036403974,3.698772335,0.277727885,-0.202156334,-0.943108131,-0.984643232,0
Flamingo Bay Cay,2007,m,0,60,4.8,1.77815125,0.763427994,4.094344562,1.568615918,0.00867984,4.171268632,0.502245173,0.516621743,0.22486632,0.086776943,0
Flamingo Bay Cay,2007,m,0,60,4.3,1.77815125,0.72427587,4.094344562,1.458615023,-0.030472284,3.736761483,0.502245173,0.067385445,-0.78943741,-0.898500039,0
Flamingo Bay Cay,2007,m,0,60,5.8,1.77815125,0.832508913,4.094344562,1.757857918,0.077760759,5.04028293,0.502245173,1.41509434,2.014527438,2.057330908,0
Flamingo Bay Cay,2007,m,0,60,4.2,1.77815125,0.716003344,4.094344562,1.435084525,-0.03874481,3.649860053,0.502245173,-0.022461815,-1.003751554,-1.095555435,0
Flamingo Bay Cay,2007,m,0,60,4.4,1.77815125,0.73239376,4.094344562,1.481604541,-0.022354394,3.823662913,0.502245173,0.157232704,-0.579129373,-0.701444643,0
Flamingo Bay Cay,2007,m,0,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,0.001126702,4.084367202,0.502245173,0.426774483,0.029189173,-0.110278453,0
Flamingo Bay Cay,2007,m,0,60.5,3.9,1.781755375,0.69019608,4.102643365,1.360976553,-0.074118405,3.286807657,0.614503817,-0.292003594,-1.920165929,-1.918803499,0
Flamingo Bay Cay,2007,m,0,60.5,4.9,1.781755375,0.770852012,4.102643365,1.589235205,0.006537527,4.129578851,0.614503817,0.606469003,0.169365978,-0.007757708,0
Flamingo Bay Cay,2007,m,1,61,4.5,1.785329835,0.740362689,4.110873864,1.504077397,-0.033439391,3.678871053,0.726762461,0.247079964,-0.866305454,-1.029770855,5.586592179
Flamingo Bay Cay,2007,m,0,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.002950068,4.005881813,0.726762461,0.606469003,-0.076426642,-0.288249857,0
Flamingo Bay Cay,2007,m,0,61,3.4,1.785329835,0.643452676,4.110873864,1.223775432,-0.130349404,2.779591462,0.726762461,-0.741239892,-3.376927552,-3.068953601,0
Flamingo Bay Cay,2007,m,0,61,5.6,1.785329835,0.819543936,4.110873864,1.722766598,0.045741856,4.578150643,0.726762461,1.23539982,1.185022164,1.00941189,0
Flamingo Bay Cay,2007,m,1,62,6,1.792391689,0.84509804,4.127134385,1.791759469,0.052551867,4.619125372,0.951279749,1.594788859,1.36144734,1.102325107,5.586592179
Flamingo Bay Cay,2007,m,1,62,5.2,1.792391689,0.792391689,4.127134385,1.648658626,-0.000154483,4.003241989,0.951279749,0.876010782,-0.004002155,-0.294235852,5.586592179
Flamingo Bay Cay,2007,m,1,62,4.9,1.792391689,0.770852012,4.127134385,1.589235205,-0.021694161,3.772285721,0.951279749,0.606469003,-0.562024898,-0.817946212,5.586592179
Flamingo Bay Cay,2007,m,0,62,5.8,1.792391689,0.832508913,4.127134385,1.757857918,0.03996274,4.465154527,0.951279749,1.41509434,1.035304145,0.753184867,0
Flamingo Bay Cay,2007,m,0,62,5.3,1.792391689,0.799340549,4.127134385,1.667706821,0.006794377,4.080227412,0.951279749,0.965858041,0.176020123,-0.119665732,0
Flamingo Bay Cay,2007,m,0,62,5.3,1.792391689,0.799340549,4.127134385,1.667706821,0.006794377,4.080227412,0.951279749,0.965858041,0.176020123,-0.119665732,0
Flamingo Bay Cay,2007,m,0,62.5,5.4,1.795880017,0.806179974,4.135166557,1.686398954,0.004374825,4.035644368,1.063538392,1.055705301,0.113337445,-0.220761069,0
Flamingo Bay Cay,2007,m,1,63,6.5,1.799340549,0.875061263,4.143134726,1.871802177,0.064070916,4.716782155,1.175797036,2.044025157,1.6598683,1.323769058,5.586592179
Flamingo Bay Cay,2007,m,0,63,5.5,1.799340549,0.812913357,4.143134726,1.704748092,0.00192301,3.991123362,1.175797036,1.145552561,0.049818903,-0.321715733,0
Flamingo Bay Cay,2007,m,0,63,5.7,1.799340549,0.826074803,4.143134726,1.740466175,0.015084456,4.13625512,1.175797036,1.32524708,0.390789008,0.007381225,0
Flamingo Bay Cay,2007,m,0,63,5.6,1.799340549,0.819543936,4.143134726,1.722766598,0.008553589,4.063689241,1.175797036,1.23539982,0.221595558,-0.157167254,0
Flamingo Bay Cay,2007,m,0,63,4.8,1.799340549,0.763427994,4.143134726,1.568615918,-0.047562353,3.483162207,1.175797036,0.516621743,-1.232185322,-1.473555087,0
Flamingo Bay Cay,2007,m,0,63,5.1,1.799340549,0.785329835,4.143134726,1.62924054,-0.025660512,3.700859844,1.175797036,0.786163522,-0.664780103,-0.97990965,0
Flamingo Bay Cay,2007,m,1,63.5,6.3,1.802773725,0.86332286,4.151039906,1.840549633,0.043219926,4.440045563,1.28805568,1.864330638,1.119687195,0.696248443,5.586592179
Flamingo Bay Cay,2007,m,0,63.5,5.3,1.802773725,0.799340549,4.151039906,1.667706821,-0.020762385,3.735276426,1.28805568,0.965858041,-0.53788562,-0.901867514,0
Flamingo Bay Cay,2007,m,0,65,6.6,1.812913357,0.880813592,4.17438727,1.887069649,0.033797304,4.267021932,1.624831612,2.133872417,0.875577821,0.303904608,0
Flamingo Bay Cay,2007,m,0,67.5,4.8,1.829303773,0.763427994,4.212127598,1.568615918,-0.127092941,2.699352423,2.186124832,0.516621743,-3.292563237,-3.250901534,0
Flamingo Bay Cay,2008,m,0,43,1.2,1.633468456,0.342422681,3.761200116,0.182321557,-0.013909689,3.982372812,-2.259367458,-1.941530055,-0.387456529,-1.052398272,0
Flamingo Bay Cay,2008,m,0,43.5,1.8,1.638489257,0.447158031,3.772760938,0.587786665,0.077876544,5.738998307,-2.195859266,-1.613661202,2.169263071,2.685102781,0
Flamingo Bay Cay,2008,m,0,44,1.6,1.643452676,0.414973348,3.784189634,0.470003629,0.032890737,4.903264547,-2.132351073,-1.72295082,0.916176522,0.906945845,0
Flamingo Bay Cay,2008,m,0,46,1.5,1.662757832,0.397940009,3.828641396,0.405465108,-0.033932405,3.940617114,-1.878318303,-1.777595628,-0.945192342,-1.141240183,0
Flamingo Bay Cay,2008,m,1,47,1.9,1.672097858,0.462397998,3.850147602,0.641853886,0.006436782,4.633011627,-1.751301918,-1.559016393,0.179297545,0.331939631,1.818181818
Flamingo Bay Cay,2008,m,0,52,2.3,1.716003344,0.51851394,3.951243719,0.832909123,-0.050683635,3.950982601,-1.116219992,-1.340437158,-1.411800418,-1.119185955,0
Flamingo Bay Cay,2008,m,0,55,3.2,1.740362689,0.62324929,4.007333185,1.16315081,-0.008773318,4.526078959,-0.735170837,-0.84863388,-0.244382128,0.104423317,0
Flamingo Bay Cay,2008,m,0,55,3,1.740362689,0.602059991,4.007333185,1.098612289,-0.029962617,4.243199024,-0.735170837,-0.957923497,-0.8346133,-0.497448885,0
Flamingo Bay Cay,2008,m,1,55,3,1.740362689,0.602059991,4.007333185,1.098612289,-0.029962617,4.243199024,-0.735170837,-0.957923497,-0.8346133,-0.497448885,1.818181818
Flamingo Bay Cay,2008,m,0,56,3.6,1.748188027,0.662757832,4.025351691,1.280933845,0.010552945,4.783655039,-0.608154452,-0.630054645,0.293953891,0.652457529,0
Flamingo Bay Cay,2008,m,0,56,3.2,1.748188027,0.62324929,4.025351691,1.16315081,-0.028955597,4.252137812,-0.608154452,-0.84863388,-0.806562579,-0.478430187,0
Flamingo Bay Cay,2008,m,0,58,3.5,1.763427994,0.653212514,4.060443011,1.252762968,-0.038297674,4.118308854,-0.354121682,-0.684699454,-1.066787577,-0.763172652,0
Flamingo Bay Cay,2008,m,0,58,3.8,1.763427994,0.681241237,4.060443011,1.335001067,-0.01026895,4.471306755,-0.354121682,-0.520765027,-0.286043187,-0.012113287,0
Flamingo Bay Cay,2008,m,1,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,0.021736334,4.87954495,-0.227105297,-0.192896175,0.605468921,0.856478616,1.818181818
Flamingo Bay Cay,2008,m,1,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,0.021736334,4.87954495,-0.227105297,-0.192896175,0.605468921,0.856478616,1.818181818
Flamingo Bay Cay,2008,m,0,61,4.6,1.785329835,0.748188027,4.110873864,1.526056303,0.000190939,4.544842319,0.026927474,-0.083606557,0.005318644,0.144345361,0
Flamingo Bay Cay,2008,m,1,61,4.4,1.785329835,0.73239376,4.110873864,1.481604541,-0.015603328,4.34724048,0.026927474,-0.192896175,-0.434633089,-0.276084086,1.818181818
Flamingo Bay Cay,2008,m,0,62,4.2,1.792391689,0.716003344,4.127134385,1.435084525,-0.050206928,3.922301312,0.153943859,-0.302185792,-1.398521673,-1.180209975,0
Flamingo Bay Cay,2008,m,1,62,5.4,1.792391689,0.806179974,4.127134385,1.686398954,0.039969702,5.042958829,0.153943859,0.353551913,1.113362181,1.204167722,1.818181818
Flamingo Bay Cay,2008,m,1,62,4.5,1.792391689,0.740362689,4.127134385,1.504077397,-0.025847582,4.202465691,0.153943859,-0.138251366,-0.719988362,-0.584115551,1.818181818
Flamingo Bay Cay,2008,m,1,63,6.2,1.799340549,0.857332496,4.143134726,1.824549292,0.073200464,5.47779219,0.280960244,0.790710383,2.039010146,2.129345086,1.818181818
Flamingo Bay Cay,2008,m,1,63,4.8,1.799340549,0.763427994,4.143134726,1.568615918,-0.020704039,4.240871373,0.280960244,0.02568306,-0.576714168,-0.502401334,1.818181818
Flamingo Bay Cay,2008,m,1,63,5.2,1.799340549,0.792391689,4.143134726,1.648658626,0.008259657,4.594277321,0.280960244,0.244262295,0.23007402,0.249526215,1.818181818
Flamingo Bay Cay,2008,m,1,64,5.8,1.806179974,0.832508913,4.158883083,1.757857918,0.030737364,4.852250915,0.407976629,0.572131148,0.85619399,0.798406202,1.818181818
Flamingo Bay Cay,2008,m,1,65,5.25,1.812913357,0.795880017,4.17438727,1.658228077,-0.023257556,4.162395942,0.534993014,0.271584699,-0.647842772,-0.669370336,1.818181818
Flamingo Bay Cay,2008,m,1,65,7,1.812913357,0.903089987,4.17438727,1.945910149,0.083952414,5.549861256,0.534993014,1.227868852,2.338507358,2.282683524,1.818181818
Flamingo Bay Cay,2008,m,0,66,5.7,1.819543936,0.826074803,4.189654742,1.740466175,-0.010163654,4.286314031,0.662009399,0.517486339,-0.283110139,-0.405714827,0
Flamingo Bay Cay,2008,m,0,66,6.4,1.819543936,0.86923172,4.189654742,1.85629799,0.032993263,4.812703474,0.662009399,0.9,0.919032396,0.71426271,0
Flamingo Bay Cay,2008,m,1,66,5.3,1.819543936,0.799340549,4.189654742,1.667706821,-0.036897907,3.985520064,0.662009399,0.298907104,-1.027796859,-1.045701991,1.818181818
Flamingo Bay Cay,2008,m,1,67,6.5,1.826074803,0.875061263,4.204692619,1.871802177,0.021979089,4.639733459,0.789025784,0.954644809,0.612230884,0.346241402,1.818181818
Flamingo Bay Cay,2008,m,1,67,5.2,1.826074803,0.792391689,4.204692619,1.648658626,-0.060690485,3.711786767,0.789025784,0.244262295,-1.690542762,-1.628113261,1.818181818
Flamingo Bay Cay,2008,m,1,67,5.3,1.826074803,0.799340549,4.204692619,1.667706821,-0.053741625,3.783167282,0.789025784,0.298907104,-1.496981203,-1.476239825,1.818181818
Flamingo Bay Cay,2008,m,1,67,7,1.826074803,0.903089987,4.204692619,1.945910149,0.050007812,4.996636033,0.789025784,1.227868852,1.392975274,1.105608581,1.818181818
Flamingo Bay Cay,2008,m,1,68,6.3,1.832508913,0.86332286,4.219507705,1.840549633,-0.006353487,4.271948749,0.916042169,0.845355191,-0.176977345,-0.436279257,1.818181818
Flamingo Bay Cay,2008,m,0,69,6.8,1.838849091,0.892094603,4.234106505,1.916922612,0.006066343,4.383547129,1.043058555,1.118579235,0.168978915,-0.198835896,0
Flamingo Bay Cay,2008,m,1,69,6.6,1.838849091,0.880813592,4.234106505,1.887069649,-0.005214667,4.254619272,1.043058555,1.009289617,-0.145255358,-0.473150484,1.818181818
Flamingo Bay Cay,2008,m,0,70,6.5,1.84509804,0.875061263,4.248495242,1.871802177,-0.027083622,3.986369165,1.17007494,0.954644809,-0.754418428,-1.043895394,0
Flamingo Bay Cay,2008,m,1,70,7.2,1.84509804,0.913813852,4.248495242,1.974081026,0.011668967,4.41567046,1.17007494,1.33715847,0.325040875,-0.130488384,1.818181818
Flamingo Bay Cay,2008,m,0,71,7.6,1.851258349,0.934498451,4.262679877,2.028148247,0.016465553,4.437437823,1.297091325,1.555737705,0.45865051,-0.084174844,0
Flamingo Bay Cay,2008,m,1,71,7.95,1.851258349,0.951823035,4.262679877,2.073171929,0.033790137,4.641793513,1.297091325,1.746994536,0.941229453,0.350624495,1.818181818
Flamingo Bay Cay,2009,m,1,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,-0.020451244,3.974951649,-2.302158273,-2.103585657,-0.577718752,-0.388746253,1.420454545
Flamingo Bay Cay,2009,m,1,48,2.7,1.681241237,0.568201724,3.871201011,0.993251773,0.034428763,4.764425928,-2.070085867,-1.505976096,0.972563935,1.405513473,1.420454545
Flamingo Bay Cay,2009,m,1,48,2.4,1.681241237,0.531478917,3.871201011,0.875468737,-0.002294044,4.235045269,-2.070085867,-1.804780876,-0.064803495,0.202375612,1.420454545
Flamingo Bay Cay,2009,m,1,48,2.6,1.681241237,0.556302501,3.871201011,0.955511445,0.02252954,4.587965708,-2.070085867,-1.605577689,0.636427684,1.004467519,1.420454545
Flamingo Bay Cay,2009,m,0,48,2.3,1.681241237,0.51851394,3.871201011,0.832909123,-0.015259021,4.05858505,-2.070085867,-1.90438247,-0.431045788,-0.198670341,0
Flamingo Bay Cay,2009,m,1,49,2.8,1.69019608,0.579783597,3.891820298,1.029619417,0.024503429,4.612828527,-1.83801346,-1.406374502,0.692187264,1.060973926,1.420454545
Flamingo Bay Cay,2009,m,1,49,2.8,1.69019608,0.579783597,3.891820298,1.029619417,0.024503429,4.612828527,-1.83801346,-1.406374502,0.692187264,1.060973926,1.420454545
Flamingo Bay Cay,2009,m,0,49,2.6,1.69019608,0.556302501,3.891820298,0.955511445,0.001022333,4.283340775,-1.83801346,-1.605577689,0.028879472,0.312138126,0
Flamingo Bay Cay,2009,m,1,50,2.7,1.698970004,0.568201724,3.912023005,0.993251773,-0.008151131,4.158515532,-1.605941054,-1.505976096,-0.230257944,0.028444391,1.420454545
Flamingo Bay Cay,2009,m,1,50,2.7,1.698970004,0.568201724,3.912023005,0.993251773,-0.008151131,4.158515532,-1.605941054,-1.505976096,-0.230257944,0.028444391,1.420454545
Flamingo Bay Cay,2009,m,1,51,2.4,1.707570176,0.531478917,3.931825633,0.875468737,-0.065529318,3.460429719,-1.373868647,-1.804780876,-1.851110666,-1.558114276,1.420454545
Flamingo Bay Cay,2009,m,1,51,2.8,1.707570176,0.579783597,3.931825633,1.029619417,-0.017224638,4.037168005,-1.373868647,-1.406374502,-0.486571695,-0.247345443,1.420454545
Flamingo Bay Cay,2009,m,1,52,3,1.716003344,0.602059991,3.951243719,1.098612289,-0.015202522,4.054531996,-1.14179624,-1.207171315,-0.429449769,-0.207881828,1.420454545
Flamingo Bay Cay,2009,m,1,53,4.5,1.72427587,0.740362689,3.970291914,1.504077397,0.103231717,5.707789319,-0.909723834,0.28685259,2.916150202,3.54952118,1.420454545
Flamingo Bay Cay,2009,m,1,53,2.6,1.72427587,0.556302501,3.970291914,0.955511445,-0.080828472,3.297833829,-0.909723834,-1.605577689,-2.283290158,-1.927650389,1.420454545
Flamingo Bay Cay,2009,m,1,54,3.7,1.73239376,0.672097858,3.988984047,1.30833282,0.015469821,4.40969279,-0.677651427,-0.509960159,0.437000601,0.599301795,1.420454545
Flamingo Bay Cay,2009,m,1,54,3.5,1.73239376,0.653212514,3.988984047,1.252762968,-0.003415523,4.171331017,-0.677651427,-0.709163347,-0.096483697,0.057570494,1.420454545
Flamingo Bay Cay,2009,m,1,54,3.4,1.73239376,0.643452676,3.988984047,1.223775432,-0.01317536,4.052150131,-0.677651427,-0.80876494,-0.372185315,-0.213295156,1.420454545
Flamingo Bay Cay,2009,m,1,55,3.5,1.740362689,0.653212514,4.007333185,1.252762968,-0.022554823,3.923938401,-0.445579021,-0.709163347,-0.637141882,-0.504685451,1.420454545
Flamingo Bay Cay,2009,m,1,55,3.5,1.740362689,0.653212514,4.007333185,1.252762968,-0.022554823,3.923938401,-0.445579021,-0.709163347,-0.637141882,-0.504685451,1.420454545
Flamingo Bay Cay,2009,m,1,55,3.6,1.740362689,0.662757832,4.007333185,1.280933845,-0.013009505,4.036050927,-0.445579021,-0.609561753,-0.367500133,-0.249884256,1.420454545
Flamingo Bay Cay,2009,m,1,55,4.5,1.740362689,0.740362689,4.007333185,1.504077397,0.064595353,5.045063659,-0.445579021,0.28685259,1.824727489,2.043326498,1.420454545
Flamingo Bay Cay,2009,m,0,55,3.4,1.740362689,0.643452676,4.007333185,1.223775432,-0.03231466,3.811825876,-0.445579021,-0.80876494,-0.9128435,-0.759486646,0
Flamingo Bay Cay,2009,m,0,55,3.3,1.740362689,0.633468456,4.007333185,1.193922468,-0.042298881,3.69971335,-0.445579021,-0.908366534,-1.194883639,-1.014287841,0
Flamingo Bay Cay,2009,m,0,55,3.7,1.740362689,0.672097858,4.007333185,1.30833282,-0.003669478,4.148163453,-0.445579021,-0.509960159,-0.103657583,0.004916938,0
Flamingo Bay Cay,2009,m,1,56,3.6,1.748188027,0.662757832,4.025351691,1.280933845,-0.031803933,3.800866474,-0.213506614,-0.609561753,-0.898416197,-0.784394376,1.420454545
Flamingo Bay Cay,2009,m,1,56,4.5,1.748188027,0.740362689,4.025351691,1.504077397,0.045800924,4.751083093,-0.213506614,0.28685259,1.293811425,1.375188848,1.420454545
Flamingo Bay Cay,2009,m,1,56,3.8,1.748188027,0.681241237,4.025351691,1.335001067,-0.013320528,4.012025723,-0.213506614,-0.410358566,-0.376286092,-0.304486993,1.420454545
Flamingo Bay Cay,2009,m,1,57,4.4,1.755874856,0.73239376,4.043051268,1.481604541,0.019370228,4.379457091,0.018565793,0.187250996,0.547181593,0.530584298,1.420454545
Flamingo Bay Cay,2009,m,1,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.005453355,4.080857744,0.018565793,-0.111553785,-0.154049586,-0.148050582,1.420454545
Flamingo Bay Cay,2009,m,1,57,4.6,1.755874856,0.748188027,4.043051268,1.526056303,0.035164496,4.578523322,0.018565793,0.386454183,0.993347333,0.983007551,1.420454545
Flamingo Bay Cay,2009,m,1,57,4.2,1.755874856,0.716003344,4.043051268,1.435084525,0.002979812,4.18039086,0.018565793,-0.011952191,0.084175486,0.078161044,1.420454545
Flamingo Bay Cay,2009,m,1,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.027339158,4.478990207,0.018565793,0.28685259,0.772292601,0.756795924,1.420454545
Flamingo Bay Cay,2009,m,1,57,5.1,1.755874856,0.785329835,4.043051268,1.62924054,0.072306304,5.076188901,0.018565793,0.884462151,2.042550949,2.114065684,1.420454545
