rowID,fishID,lake,SL_cm,meanScaleCirculiSpacing,ascendingProcess_cm,bodyDepth_cm,orbitDiameter_cm,headDepth_cm,jawLength_cm,speciesDiagnosticColoration
233,A472,Barombi Mbo,5.776,38.65253289,0.595872609,1.963793253,0.625656538,1.313268838,0.941789436,pindu
234,A473,Barombi Mbo,5.862,50.25598984,0.61379849,1.960098997,0.724462186,1.336688138,0.969258525,pindu
235,A474,Barombi Mbo,4.022,33.57192564,0.3961095,1.297918836,0.463867068,0.826141355,0.604775631,mariae
236,A476,Barombi Mbo,7.594,43.16901,0.727461458,2.597081533,0.774627712,1.581113618,1.18803578,pindu
237,A477,Barombi Mbo,5.69,37.86169334,0.599941124,2.003789265,0.659012404,1.283425385,0.88386214,pindu
238,A478,Barombi Mbo,5.64,73.49913081,0.55775113,1.920940615,0.624644009,1.247508923,0.867004294,pindu
239,A479,Barombi Mbo,4.245,37.34374723,0.442588934,1.423906423,0.50935646,0.923350545,0.690879039,mariae
240,A482,Barombi Mbo,8.14,97.024,0.772748591,2.759629156,0.916015435,1.7782069,1.317672421,mariae
241,A484,Barombi Mbo,3.335,33.51407097,0.328552855,1.113267803,0.396728499,0.678154048,0.505156466,pindu
242,A486,Barombi Mbo,4.325,37.18217652,0.439693564,1.416813084,0.51896353,0.952555543,0.683512679,pindu
243,A488,Barombi Mbo,4.24,40.61515882,0.383277424,1.318915721,0.488129538,0.864059329,0.619477603,mariae
244,A489,Barombi Mbo,3.315,35.82189121,0.329890847,1.122801264,0.38728212,0.7180757,0.508984016,ambiguous
245,A490,Barombi Mbo,4.782,38.51705745,0.45327575,1.626700118,0.5115998,1.129792417,0.739464669,pindu
246,A491,Barombi Mbo,7.685,88.35211065,0.647077462,2.45980166,0.868349067,1.629527318,1.197886388,mariae
247,A494,Barombi Mbo,3.833,34.37430285,0.375641696,1.210399008,0.448347415,0.905918694,0.522938983,mariae
248,A496,Barombi Mbo,5.795,79.8308417,0.591266621,1.987173547,0.679459196,1.307659003,0.949773475,pindu
249,B001,Barombi Mbo,4.278,42.92920925,0.4222333,1.426670777,0.479317163,0.961335863,0.640938858,pindu
250,B002,Barombi Mbo,3.663,35.18486497,0.361245061,1.179779721,0.439299597,0.822512243,0.602040298,mariae
251,B003,Barombi Mbo,4.095,38.50550851,0.422398054,1.387676551,0.479990728,0.899996047,0.643948725,mariae
252,B004,Barombi Mbo,4.986,44.10819031,0.493918827,1.697418857,0.545240106,1.084436919,0.742967311,pindu
253,B006,Barombi Mbo,5.438,35.93718544,0.550051883,1.917369372,0.607196958,1.177133852,0.814351735,pindu
254,B009,Barombi Mbo,5.928,32.88231362,0.543651123,2.011611799,0.640736563,1.418594,0.936141989,pindu
255,B010,Barombi Mbo,5.648,41.77521026,0.547884366,1.847938693,0.636971579,1.262505154,0.851783109,pindu
256,B015,Barombi Mbo,6.826,39.59859518,0.680171419,2.448510043,0.706858678,1.526465502,1.101122705,pindu
257,B018,Barombi Mbo,5.264,39.69752017,0.54422621,1.872883148,0.590956188,1.105131723,0.835958345,pindu
258,B021,Barombi Mbo,5.38,75.79244931,0.522766507,1.86432431,0.573323641,1.159690985,0.83376408,ambiguous
259,B023,Barombi Mbo,4.248,44.35539183,0.407298482,1.470309498,0.475333248,0.903872374,0.662812911,mariae
260,B024,Barombi Mbo,3.7,32.72585974,0.374576369,1.181501591,0.462006956,0.803523829,0.57706349,pindu
261,B026,Barombi Mbo,5.563,46.47129299,0.585291189,1.867047992,0.613474419,1.165902399,0.867608834,ambiguous
262,B027,Barombi Mbo,5.473,34.63922741,0.530091561,1.940910571,0.580617479,1.235257023,0.917407922,pindu
263,B029,Barombi Mbo,4.216,36.03117025,0.432693254,1.448028968,0.496137162,0.891939934,0.667126028,pindu
264,B031,Barombi Mbo,3.585,34.65008246,0.348729961,1.17334224,0.422735719,0.774578829,0.541439631,ambiguous
265,B032,Barombi Mbo,4.22,43.54088283,0.434447734,1.397086257,0.480200319,0.946260659,0.652369894,ambiguous
266,B033,Barombi Mbo,4.215,32.77357658,0.406791001,1.248273881,0.516885271,0.907154708,0.666910687,mariae
267,B034,Barombi Mbo,4.125,42.28792768,0.418191224,1.406047207,0.472456299,0.894108308,0.662686127,ambiguous
268,B040,Barombi Mbo,3.273,31.30441895,0.337632502,1.114508371,0.417794154,0.710369641,0.530001201,mariae
269,B041,Barombi Mbo,4.142,40.64422871,0.434315098,1.452560173,0.486462457,0.882231534,0.667324785,pindu
270,B042,Barombi Mbo,5.768,43.53648723,0.600733053,2.001314932,0.682836954,1.357348627,0.948695292,pindu
271,B046,Barombi Mbo,3.286,32.21412119,0.327876227,1.114397825,0.395864389,0.719378439,0.527768638,mariae
272,B047,Barombi Mbo,5.503,38.97966108,0.556208727,1.923228083,0.592278728,1.194866484,0.828788648,pindu
273,B048,Barombi Mbo,4.5,50.63698813,0.449183078,1.517571709,0.479211151,0.995272579,0.713214218,ambiguous
274,B049,Barombi Mbo,6.49,45.78604545,0.631418497,2.28796831,0.656105843,1.403500171,1.037476881,pindu
275,B050,Barombi Mbo,4.06,38.21948372,0.372360866,1.362979353,0.462856317,0.864725833,0.627354352,mariae
276,B051,Barombi Mbo,5.615,36.7911831,0.550630177,1.927890317,0.616414468,1.197131099,0.91993704,pindu
277,B052,Barombi Mbo,6.012,40.70396635,0.601282003,2.101956344,0.649914277,1.267852211,0.921442973,pindu
278,B055,Barombi Mbo,5.515,46.45988344,0.538836209,1.845137289,0.623333321,1.368729365,0.860289787,pindu
279,B056,Barombi Mbo,4.918,41.38331303,0.458039859,1.565492986,0.539382378,1.100454209,0.743117243,mariae
280,B057,Barombi Mbo,6.413,45.11754545,0.606381334,2.199870256,0.701753,1.404984447,1.010400167,pindu
281,B058,Barombi Mbo,5.938,79.57950399,0.621037748,2.036541465,0.64473327,1.320072146,0.947392854,pindu
282,B059,Barombi Mbo,4.479,41.545911,0.468459752,1.490089288,0.486809756,0.971433156,0.660275391,pindu
283,B060,Barombi Mbo,4.173,40.74221609,0.376519953,1.348863792,0.503538363,0.899192254,0.661586698,mariae
284,B061,Barombi Mbo,6.045,41.44702554,0.571168598,2.132172557,0.647539663,1.239454075,0.913482106,pindu
285,B062,Barombi Mbo,5.65,35.8429258,0.593753979,2.067138556,0.600861057,1.342365449,0.928067127,pindu
286,B064,Barombi Mbo,3.34,43.01830936,0.34426004,1.140228468,0.393656181,0.712989115,0.556856006,ambiguous
287,B065,Barombi Mbo,4.455,42.66181444,0.439468428,1.573083462,0.522685583,1.005986427,0.694328565,pindu
288,B066,Barombi Mbo,4.688,37.0038455,0.435464041,1.392508574,0.529093486,0.994951427,0.707400416,mariae
289,B067,Barombi Mbo,3.612,35.50709744,0.312662496,1.232880434,0.424379538,0.791943593,0.545647129,mariae
290,B069,Barombi Mbo,4.305,47.60900591,0.447954641,1.397838442,0.481618074,0.897964841,0.636324239,pindu
291,B070,Barombi Mbo,4.03,44.07210838,0.406728953,1.357155705,0.449424678,0.881409681,0.637195926,mariae
292,B071,Barombi Mbo,5.285,41.48641665,0.530662166,1.884565332,0.563495865,1.157238058,0.793498086,pindu
293,B072,Barombi Mbo,5.095,46.94891784,0.52415318,1.719024034,0.578577575,1.073276663,0.769294772,ambiguous
294,B074,Barombi Mbo,5.118,41.98755761,0.530930789,1.750151076,0.567177488,1.165508678,0.799799331,pindu
295,B075,Barombi Mbo,3.743,35.46548563,0.32226122,1.259757375,0.451999503,0.74729128,0.555036583,mariae
296,B076,Barombi Mbo,3.448,32.88281652,0.34281121,1.136548432,0.389062755,0.741020008,0.503921185,ambiguous
297,B077,Barombi Mbo,5.848,35.76041023,0.55377078,1.914289261,0.649350645,1.232970025,0.897956905,ambiguous
298,B078,Barombi Mbo,5.22,38.9573974,0.542365593,1.826792419,0.57201392,1.125298448,0.820666353,pindu
299,B079,Barombi Mbo,4.095,37.38279063,0.409803193,1.385283018,0.478938158,0.976143176,0.65841029,mariae
300,B080,Barombi Mbo,3.413,33.48580559,0.335401946,1.177266409,0.44891407,0.724964668,0.545690546,mariae
301,B081,Barombi Mbo,4.75,45.36410351,0.465809694,1.699903098,0.523849305,1.050417353,0.758075923,pindu
302,B082,Barombi Mbo,4.116,35.07345585,0.398334854,1.336860486,0.450924666,0.900240568,0.630484621,mariae
303,B083,Barombi Mbo,6.426,43.44844166,0.512973068,2.229778822,0.695671267,1.509723965,0.898889732,pindu
304,B084,Barombi Mbo,3.39,32.51297231,0.33215278,1.096620203,0.428623597,0.756639087,0.554775872,mariae
305,B086,Barombi Mbo,3.564,36.60388899,0.345836682,1.13806909,0.430839128,0.748935447,0.523448201,mariae
306,B087,Barombi Mbo,3.705,34.51529722,0.371125433,1.229253779,0.425272963,0.762846155,0.571992224,mariae
307,B088,Barombi Mbo,4.205,37.0301532,0.409578065,1.411614013,0.481190024,0.912833333,0.674232832,mariae
308,B089,Barombi Mbo,4.582,41.35911024,0.452517596,1.567822587,0.502534289,0.958519235,0.700487651,pindu
309,B091,Barombi Mbo,5.755,48.74606345,0.579839704,1.998862651,0.614856897,1.303950886,0.927797004,pindu
310,B093,Barombi Mbo,5.356,45.10535608,0.530110857,1.80688854,0.591181668,1.167224561,0.812413093,pindu
311,B095,Barombi Mbo,6.94,44.08448272,0.654891705,2.503425603,0.717591225,1.580695287,1.098543049,pindu
312,B097,Barombi Mbo,5.565,38.03791585,0.574213183,1.921474846,0.595214622,1.202912114,0.880720968,pindu
313,B098,Barombi Mbo,4.252,39.7521169,0.411691621,1.445882263,0.486220953,0.938729064,0.678109239,pindu
314,B099,Barombi Mbo,3.935,38.0409592,0.378931848,1.365972854,0.461524844,0.808331468,0.578629113,pindu
315,B102,Barombi Mbo,4.083,40.90785242,0.380317585,1.36756203,0.464635647,0.865395822,0.62670172,mariae
316,B104,Barombi Mbo,7.443,47.94446667,0.743654283,2.602368059,0.710823583,1.484448156,1.133919868,pindu
317,B106,Barombi Mbo,6.568,51.085625,0.664675497,2.341847835,0.654822907,1.535823164,1.026206689,pindu
318,B108,Barombi Mbo,5.643,36.93594033,0.55892859,1.987054365,0.604688252,1.253147512,0.893256684,mariae
319,B110,Barombi Mbo,4.19,42.74367029,0.404699748,1.461684831,0.483751526,0.941810267,0.646183616,pindu
320,B111,Barombi Mbo,5.987,68.46960801,0.602162645,2.084744679,0.684883294,1.469387309,0.998277689,pindu
321,B112,Barombi Mbo,6.806,40.29744444,0.64312187,2.401760192,0.73501008,1.572088171,1.090902243,pindu
322,B115,Barombi Mbo,4.413,38.16689935,0.389605489,1.48427472,0.527439266,0.927758026,0.672025483,mariae
323,B118,Barombi Mbo,3.34,34.27655252,0.31585258,1.073688769,0.393346055,0.709357778,0.504289889,mariae
324,B121,Barombi Mbo,3.565,36.03254406,0.334853173,1.19045133,0.400083331,0.747285051,0.536676394,ambiguous
325,B122,Barombi Mbo,5.298,33.06648697,0.522326978,1.805368658,0.579641291,1.209951966,0.815521505,ambiguous
326,B123,Barombi Mbo,5.356,42.50468694,0.551624372,1.829151051,0.61681853,1.21418229,0.836738003,mariae
327,B126,Barombi Mbo,6.95,39.40167033,0.666622819,2.33249257,0.667837585,1.458638716,1.073516091,pindu
328,B127,Barombi Mbo,3.448,34.22659843,0.361005095,1.162021007,0.428589066,0.753670993,0.550934642,mariae
329,B128,Barombi Mbo,3.315,39.83247728,0.3374758,1.128094756,0.368765737,0.650317397,0.491823799,ambiguous
330,B130,Barombi Mbo,3.19,32.96474021,0.324401207,1.075606905,0.401682834,0.71538482,0.491820032,mariae
331,B136,Barombi Mbo,7.893,41.2050126,0.767791055,2.742847242,0.814302367,1.822692492,1.276812963,pindu
332,B137,Barombi Mbo,5.262,41.68319316,0.506913859,1.783922391,0.568640338,1.139892291,0.795799361,pindu
333,B139,Barombi Mbo,5.086,40.79519624,0.517513845,1.800359063,0.58168814,1.138785983,0.805980169,pindu
334,B140,Barombi Mbo,5.942,43.00846288,0.564400906,2.024408619,0.636453439,1.227422244,0.962500959,pindu
335,B141,Barombi Mbo,6.317,52.67075708,0.636586027,2.059580392,0.657296819,1.56752076,1.001911425,pindu
336,B142,Barombi Mbo,3.48,30.42348507,0.341473924,1.180976118,0.428368704,0.725969696,0.553935252,mariae
337,B144,Barombi Mbo,4.093,40.50363188,0.395580374,1.467217814,0.464541517,0.878752624,0.645658142,pindu
338,B146,Barombi Mbo,3.573,36.14577878,0.33860777,1.221612847,0.41192595,0.755453609,0.522441969,ambiguous
339,B147,Barombi Mbo,6.489,42.06494856,0.549801241,2.223670785,0.684374369,1.438363584,0.958463396,pindu
340,B148,Barombi Mbo,3.782,36.28486652,0.351785525,1.251402359,0.454329695,0.77967983,0.571682139,mariae
341,B149,Barombi Mbo,4.582,40.92540664,0.475985436,1.58703344,0.517523665,1.0069996,0.695688813,ambiguous
342,B150,Barombi Mbo,5.533,39.67252917,0.546550292,1.96543623,0.607803113,1.259210128,0.850983382,pindu
343,B151,Barombi Mbo,6.875,35.31833333,0.676343197,2.298921342,0.746772208,1.695997401,1.122365626,pindu
344,B153,Barombi Mbo,4.22,77.6594813,0.435196131,1.48836815,0.487072478,0.989774974,0.671222322,ambiguous
345,B155,Barombi Mbo,7.87,39.19096179,0.746553839,2.427371293,0.93665832,1.76267437,1.275747859,mariae
346,B156,Barombi Mbo,5.563,38.28802737,0.576806482,1.945712403,0.610268053,1.322925511,0.877653551,pindu
347,B157,Barombi Mbo,3.928,29.98383689,0.355656227,1.285918527,0.532987813,0.858691858,0.635722047,mariae
348,B158,Barombi Mbo,5.41,38.07550498,0.5599087,1.96785945,0.616593194,1.253077994,0.897793882,mariae
349,B159,Barombi Mbo,10.089,40.98024137,0.942879374,3.095192071,1.035132866,2.154952201,1.667681802,mariae
350,B161,Barombi Mbo,5.913,40.65880201,0.585320026,2.142232594,0.664578565,1.30954644,0.982389439,pindu
351,B162,Barombi Mbo,4.13,38.68126811,0.428236989,1.441887977,0.499599633,0.882790095,0.649621767,mariae
352,B163,Barombi Mbo,5.843,92.30847588,0.57961274,1.900622836,0.717600953,1.224571677,0.973062658,mariae
353,B166,Barombi Mbo,6.37,41.70929997,0.597025795,2.238304402,0.648937895,1.346458239,0.985228003,pindu
354,B171,Barombi Mbo,7.071,49.81448379,0.7322797,2.597395335,0.706566274,1.472514813,1.09138364,pindu
355,B172,Barombi Mbo,4.825,73.06054718,0.478335201,1.563144538,0.584029844,1.035558408,0.799341085,mariae
356,B173,Barombi Mbo,9.161,42.9795617,0.805739248,2.98349222,0.966916765,1.859397084,1.51080499,mariae
357,B176,Barombi Mbo,3.14,32.698508,0.34082777,1.055413134,0.414045955,0.648896901,0.533404602,mariae
358,B177,Barombi Mbo,7.595,49.98005189,0.664197096,2.706043718,0.767629064,1.705209477,1.187367887,pindu
359,B178,Barombi Mbo,6.773,39.45116892,0.709302674,2.425083711,0.695316729,1.537835494,1.075165557,pindu
360,B179,Barombi Mbo,6.31,42.19388237,0.640531294,2.118776931,0.693719255,1.470568279,1.041784707,pindu
361,B180,Barombi Mbo,3.8,42.20647146,0.366989567,1.270714075,0.453514433,0.836412939,0.60753576,mariae
362,B181,Barombi Mbo,6.418,82.49155964,0.65460095,2.19490949,0.815489303,1.573898133,1.103310032,mariae
363,B184,Barombi Mbo,5.71,40.92050527,0.590832818,2.02784229,0.674090306,1.265777801,0.867999325,mariae
364,B185,Barombi Mbo,2.99,30.873493,0.292601882,1.017291887,0.344940234,0.621975967,0.457663371,pindu
365,B187,Barombi Mbo,6.824,44.44448489,0.656040523,2.344233842,0.728769959,1.467850038,1.039862272,pindu
366,B189,Barombi Mbo,6.222,42.40550126,0.593304067,2.082626932,0.64149192,1.316613915,0.917735132,pindu
367,B190,Barombi Mbo,5.868,47.3817197,0.559307603,1.929524265,0.630787496,1.268836132,0.862484554,pindu
368,B191,Barombi Mbo,5.118,65.40015297,0.516161566,1.721489501,0.534682805,1.174333082,0.783650796,pindu
369,B192,Barombi Mbo,5.713,39.25680705,0.579150217,1.952873129,0.581687056,1.224044107,0.863398191,pindu
370,B194,Barombi Mbo,4.762,46.88926569,0.499872438,1.595586555,0.513691464,1.009153028,0.742887007,pindu
371,B195,Barombi Mbo,4.88,72.09805076,0.465003693,1.628765289,0.574342518,1.119223068,0.76471183,mariae
372,B196,Barombi Mbo,4.649,38.46451947,0.462425138,1.645609114,0.542952547,1.0269211,0.755495432,ambiguous
373,B198,Barombi Mbo,4.88,46.3706355,0.494043851,1.70225728,0.559337812,1.162919267,0.753396703,ambiguous
374,B200,Barombi Mbo,3.71,45.70382188,0.370674261,1.255680101,0.450899426,0.784963002,0.564666965,mariae
375,B201,Barombi Mbo,5.575,86.57680348,0.553572538,1.860612532,0.612071076,1.232247476,0.854018482,pindu
376,B202,Barombi Mbo,3.185,39.52577961,0.300750486,1.039144307,0.388411554,0.66559648,0.489321861,ambiguous
377,B203,Barombi Mbo,5.251,43.20471016,0.492787319,1.768992643,0.583632009,1.120546094,0.801969304,ambiguous
378,B206,Barombi Mbo,3.92,38.04324628,0.381694269,1.308914405,0.475903327,0.823994522,0.576931363,mariae
379,B207,Barombi Mbo,6.946,52.08886364,0.701901768,2.452345684,0.712244154,1.543102329,1.124691856,pindu
380,B209,Barombi Mbo,5.35,77.35240071,0.559206206,1.852527744,0.589354646,1.16689763,0.86640077,pindu
381,B210,Barombi Mbo,3.23,36.28295291,0.348443814,1.084444793,0.456327893,0.793446905,0.50786163,mariae
382,B212,Barombi Mbo,6.652,40.96472778,0.65133725,2.307362218,0.681610438,1.537811156,1.042256987,pindu
383,B213,Barombi Mbo,3.285,34.49176239,0.304400105,1.053140547,0.410572704,0.657101023,0.485276972,mariae
384,B214,Barombi Mbo,3.39,42.27272458,0.336090504,1.153322631,0.379552514,0.677131947,0.501517109,pindu
385,B215,Barombi Mbo,4.115,39.67708584,0.365105309,1.3048082,0.466099607,0.839721968,0.602947554,mariae
386,B216,Barombi Mbo,4.581,43.43682587,0.467954734,1.54157747,0.501163815,0.997867067,0.726177579,pindu
387,B217,Barombi Mbo,6.676,38.46976815,0.651021737,2.327185703,0.687695085,1.51518055,1.02206084,pindu
388,B218,Barombi Mbo,6.718,42.04376923,0.633455529,2.393632489,0.683413401,1.541860536,1.02521132,pindu
389,B220,Barombi Mbo,3.128,36.27333017,0.332314768,1.085477494,0.371393827,0.698604442,0.483319798,pindu
390,B221,Barombi Mbo,5.806,38.18998701,0.533737402,1.858809463,0.646876887,1.246467366,0.907471958,pindu
391,B222,Barombi Mbo,4.303,38.7214305,0.431241473,1.441295679,0.523621193,0.942370323,0.681679286,pindu
392,B223,Barombi Mbo,4.363,43.58308336,0.429662936,1.481827959,0.48128625,0.931545918,0.698680783,pindu
393,B227,Barombi Mbo,4.57,36.20310649,0.452869624,1.537885922,0.522613391,1.016987421,0.713107432,mariae
394,B229,Barombi Mbo,5.755,80.40910008,0.55875781,1.981330266,0.586794123,1.267157722,0.915320845,pindu
395,B231,Barombi Mbo,6.065,37.87295739,0.618016726,2.104297886,0.696214224,1.361411561,0.996304032,pindu
396,B233,Barombi Mbo,4.585,39.29179549,0.436767067,1.552928585,0.527833138,0.968217357,0.72995366,pindu
397,B234,Barombi Mbo,5.923,44.17915543,0.59145926,2.019512879,0.669866618,1.492966524,0.938700628,pindu
398,B240,Barombi Mbo,3.418,32.8972008,0.331568309,1.032901116,0.41304206,0.726815028,0.522910678,ambiguous
399,B241,Barombi Mbo,5.723,61.57188448,0.571252192,1.956920054,0.63679661,1.272786305,0.885439777,pindu
400,B242,Barombi Mbo,6.978,45.6034626,0.690998118,2.451233839,0.753795473,1.50212751,1.10831161,pindu
401,B244,Barombi Mbo,6.639,34.10499524,0.643482973,2.4188165,0.681265462,1.500535129,1.026735974,pindu
402,B245,Barombi Mbo,5.519,41.35487784,0.539140274,1.868345185,0.629407528,1.21649677,0.849015367,pindu
403,B248,Barombi Mbo,5.113,47.12722659,0.529553057,1.808008465,0.597191528,1.13810245,0.825567103,pindu
404,B249,Barombi Mbo,4.405,37.52158575,0.44315967,1.484221806,0.501505895,0.977068364,0.71841828,ambiguous
405,B251,Barombi Mbo,5.686,41.87271272,0.552545572,1.906549877,0.553304673,1.281698732,0.91000226,pindu
406,B253,Barombi Mbo,3.505,35.29827505,0.345490087,1.130666573,0.404388593,0.738438747,0.530054509,pindu
407,B254,Barombi Mbo,6.81,47.89252381,0.650839211,2.480870457,0.72273224,1.501764016,1.104834254,pindu
408,B256,Barombi Mbo,5.098,35.45021947,0.46967102,1.651822784,0.576839629,1.040435885,0.769797172,mariae
409,B257,Barombi Mbo,6.365,44.86956598,0.609718121,2.153775723,0.660749296,1.422378541,0.938273516,pindu
410,B258,Barombi Mbo,4.718,74.60187267,0.464552169,1.554964152,0.519213508,1.051377669,0.73372197,pindu
411,B259,Barombi Mbo,6.13,55.04564547,0.604729672,2.148399628,0.634238041,1.292202015,0.908454569,pindu
412,B263,Barombi Mbo,3.275,31.46632313,0.296915062,1.063728156,0.407028709,0.668576076,0.494498398,mariae
413,B264,Barombi Mbo,4.15,33.8082572,0.444046275,1.401490762,0.495036587,0.902401128,0.645714173,pindu
414,B265,Barombi Mbo,4.905,37.69568579,0.498968293,1.6300263,0.565179655,1.093366197,0.78412341,ambiguous
415,B267,Barombi Mbo,6.192,40.73704125,0.60770615,2.165637522,0.602678888,1.30764192,0.960797066,pindu
416,B268,Barombi Mbo,5.585,44.03871889,0.52959803,1.91662968,0.600288518,1.213758759,0.84672315,pindu
417,B269,Barombi Mbo,5.821,37.79854898,0.557956121,2.053056736,0.64868043,1.345670688,0.929876858,pindu
418,B274,Barombi Mbo,3.78,31.7196235,0.378630234,1.298695078,0.455056072,0.79303726,0.530407847,mariae
419,B275,Barombi Mbo,6.598,44.18804233,0.638564551,2.283614299,0.657920368,1.579595591,1.182124112,pindu
420,B276,Barombi Mbo,7.308,41.63377748,0.700563776,2.544722494,0.735231488,1.630861798,1.124216883,pindu
421,B279,Barombi Mbo,3.543,39.72425576,0.349563705,1.141932944,0.401358433,0.738540145,0.525991941,ambiguous
422,B281,Barombi Mbo,6.93,44.14131265,0.681491211,2.375747679,0.734250324,1.523256421,1.089326759,pindu
423,B282,Barombi Mbo,3.843,38.44614963,0.342330867,1.283953342,0.428424361,0.842353897,0.570453926,mariae
424,B283,Barombi Mbo,3.38,34.7972555,0.322793556,1.113585524,0.40416909,0.683174833,0.512363447,mariae
425,B285,Barombi Mbo,5.31,40.15073377,0.522013553,1.746322204,0.557120146,1.158560462,0.804733122,pindu
426,B286,Barombi Mbo,6.563,41.66847175,0.655306878,2.308537333,0.69874282,1.292722008,1.021107147,pindu
427,B287,Barombi Mbo,3.2,33.55741081,0.292844884,1.041870087,0.382030539,0.63151756,0.515869286,mariae
428,B288,Barombi Mbo,4.39,39.01756913,0.426628683,1.479043673,0.497796639,0.933853365,0.658504976,mariae
429,B290,Barombi Mbo,3.44,36.50148155,0.355395034,1.192023812,0.396240222,0.781569703,0.536950919,ambiguous
430,B291,Barombi Mbo,8.133,44.31709853,0.739849115,2.573022253,0.952935537,1.785977832,1.309067616,mariae
431,B292,Barombi Mbo,4.888,42.35877585,0.432740235,1.568323567,0.539639762,0.98095383,0.73685205,mariae
432,B294,Barombi Mbo,4.17,43.48021982,0.416274857,1.456856972,0.486862998,0.92898477,0.686234211,mariae
433,B295,Barombi Mbo,4.711,39.18714364,0.462668938,1.700342617,0.563041785,1.031728658,0.742405879,pindu
434,B297,Barombi Mbo,6.023,89.01688905,0.599756926,1.980949643,0.639815299,1.225365046,0.957476912,pindu
435,B298,Barombi Mbo,5.453,104.6169931,0.503949368,1.845038042,0.604801601,1.17560059,0.837773622,pindu
436,B299,Barombi Mbo,4.713,38.91700211,0.455987893,1.603342896,0.606606754,1.09386265,0.780537314,mariae
437,B300,Barombi Mbo,4.416,37.03665626,0.439719724,1.51044008,0.498197033,0.957796051,0.705854611,pindu
438,B301,Barombi Mbo,4.683,38.25990871,0.5024242,1.624117607,0.526845275,1.079292135,0.820854715,pindu
439,B302,Barombi Mbo,5.594,40.24612017,0.534554801,1.901271297,0.62602339,1.196442033,0.874173054,pindu
440,B303,Barombi Mbo,6.08,41.82080703,0.540787223,2.002168448,0.674067585,1.415588418,0.912158761,pindu
441,B304,Barombi Mbo,2.9,31.08833233,0.289847231,0.944255446,0.37141979,0.644947916,0.458344943,mariae
442,B305,Barombi Mbo,4.4,42.36125653,0.422215685,1.472694048,0.479270506,0.945594005,0.725495252,ambiguous
443,B306,Barombi Mbo,8.253,40.30001906,0.733054011,2.41441985,1.065398902,1.776659774,1.375464668,mariae
444,B308,Barombi Mbo,5.085,39.9398576,0.496696297,1.596591086,0.623405966,1.107734045,0.775922149,mariae
445,B309,Barombi Mbo,4.453,43.39251828,0.445286977,1.518194532,0.497714825,0.97315428,0.703374885,ambiguous
446,B310,Barombi Mbo,4.108,34.30009708,0.403423525,1.283778067,0.563579261,0.91512561,0.673907999,mariae
447,B311,Barombi Mbo,4.088,35.35632529,0.424358561,1.385834631,0.509735725,0.870768652,0.651874631,ambiguous
448,B315,Barombi Mbo,5.926,43.50948155,0.55223766,1.988099356,0.659140679,1.222241384,0.921236287,mariae
449,B319,Barombi Mbo,3.78,35.05897861,0.348226768,1.231724434,0.463273908,0.833113981,0.584106682,mariae
450,B320,Barombi Mbo,5.75,34.06154906,0.562707222,1.991416231,0.641645232,1.314906609,0.898343085,mariae
451,B321,Barombi Mbo,4.919,46.86393464,0.489934928,1.622446287,0.529128914,1.034229803,0.755261963,ambiguous
452,B322,Barombi Mbo,6.768,44.62336163,0.696038644,2.427329981,0.724534457,1.395518842,1.087005762,pindu
453,B323,Barombi Mbo,5.004,31.58581141,0.435766851,1.380781775,0.543157343,0.934012569,0.69335461,mariae
454,B324,Barombi Mbo,4.7,36.50055667,0.482994078,1.661727709,0.561031023,1.047487076,0.743748878,mariae
455,B326,Barombi Mbo,3.575,35.70288248,0.342262059,1.184473494,0.42844215,0.752286232,0.563827896,mariae
456,B328,Barombi Mbo,6.095,33.10269175,0.564700902,2.010847724,0.646826948,1.330934176,0.951120735,pindu
457,B329,Barombi Mbo,4.55,43.48458474,0.463102667,1.477083274,0.522438905,0.935127298,0.726152034,mariae
458,B333,Barombi Mbo,5.148,66.82706724,0.506605332,1.702331759,0.562938555,1.076955963,0.785498241,ambiguous
459,B334,Barombi Mbo,7.308,48.71601587,0.70276213,2.547428334,0.729777505,1.66123423,1.125322926,pindu
460,B337,Barombi Mbo,6.85,44.32317363,0.626316626,2.417157656,0.669126972,1.416782839,1.059501945,pindu
461,B341,Barombi Mbo,3.892,38.29861936,0.402503554,1.271114657,0.441936574,0.848843857,0.60506264,mariae
462,B344,Barombi Mbo,4.125,39.54640567,0.43087006,1.410412013,0.458380912,0.926533975,0.648927295,pindu
463,B345,Barombi Mbo,5.466,82.11040946,0.540931015,1.89889523,0.586418383,1.16023863,0.853845069,pindu
464,B346,Barombi Mbo,3.61,35.98371674,0.384648455,1.231574075,0.42981573,0.779618405,0.559799706,pindu
465,B348,Barombi Mbo,4.268,38.9711377,0.435855485,1.532679302,0.481004926,0.984525861,0.68449972,mariae
466,B350,Barombi Mbo,6.615,43.77602702,0.606537635,2.288245276,0.717641018,1.485106542,1.032869952,pindu
467,B352,Barombi Mbo,5.01,38.07567119,0.511626425,1.693430462,0.56846421,1.109416874,0.77743178,pindu
468,B353,Barombi Mbo,5.442,74.12390419,0.537682074,1.772098302,0.598079181,1.077464141,0.849070285,pindu
469,B354,Barombi Mbo,4.499,39.2073818,0.457165681,1.519494129,0.491799866,0.966658549,0.671715996,pindu
470,B355,Barombi Mbo,5.26,37.46717309,0.523162518,1.808821487,0.620564697,1.112744427,0.824654733,pindu
