Year	Capture2000	Resight2001a	Resight2001b	Resight2002	Resight2004	Resight2005	Resighted	Episode	CollectionDate	Ring#	Ref_#	Habitat	Sex	Malecolor	Alula	bill_depth	bill_feather	bill_gape	bill_head	bill_nostril	bill_width	brood_patch	claw_hind	claw_inner	claw_middle	claw_outer	foot_span	foot_spanwclaws	kipp	mass	mass_corrected	nostril	primary10	primary9	primary8	tail_gradation	tail_inner	tail_outer	tarsus	tarsus_thick1	tarsus_thick2	toe_hind	toe_inner	toe_middle	toe_outer	wing_length
2002	0	0	0	1	0	0	0	4	1/23/2002	SK353	374	-1	0	5	19.9	7.15	11.9	7.9	 	8.4	7	 	6.6	3.15	3.95	2.9	24.7	33.75	9.5	12.9	12.9	 	 	48.5	 	2.5	38.5	36	18.5	1.8	1.2	8.95	7.9	11.65	9.45	63.5
2002	0	0	0	1	0	0	0	4	1/31/2002	SK357	382	1	1	 	18.85	7.1	13.3	7.75	 	8.7	6.4	 	6.9	3.85	5.15	3.1	24.65	32.2	9	13.7	13.7	 	 	47	 	1.5	38.5	37	18.35	1.9	1.4	9.25	8.3	11.55	7.9	64
2002	0	0	0	1	1	0	1	4	1/31/2002	SK105	383	1	0	5	21.2	7.3	12.9	8.3	 	9	6.9	 	6.5	4.8	5.8	3.8	25.6	34.6	10	14.2	14.2	 	 	50	 	1	41	40	19.1	2.2	1.3	8.6	9	11.9	9.15	66
2002	0	0	0	1	0	0	0	4	1/31/2002	SK359	384	1	 	 	19.25	6.8	12.3	7	 	7.4	6.1	 	6.3	3.8	4.5	2.15	24.7	32.8	7	12.5	12.5	 	 	44	 	3	36	33	17	1.85	1.3	8	7.6	11.1	7.7	60
2002	0	0	0	1	0	0	0	4	1/31/2002	SK3522	387	1	0	5	19.6	7.35	12.8	7.8	 	8.7	6.9	 	4.4	3.75	4.9	3.2	26.15	34.8	7.5	13.7	13.7	 	 	45.5	 	1	38	37	17.8	1.7	1.4	8.35	9	12.2	9.3	62
2002	0	0	0	1	0	0	0	4	2/1/2002	SK366	390	1	1	 	18.4	7	12.4	6.7	 	7.8	6.25	 	6.2	3.75	4.55	3.55	24	30.15	9.5	15.8	15.8	 	 	47.5	 	1	37	36	17.7	1.8	1.25	8	7.5	11.4	7.7	59.5
2002	0	0	0	1	0	0	0	4	2/1/2002	SK365	391	1	1	 	17.8	7	12.8	7.9	 	8.5	6.75	 	6.25	4	4.9	3.9	25.9	34.1	11	 	 	 	 	46	 	3.5	37	33.5	16.8	1.8	1.35	8.75	8	12.4	8.5	61
2002	0	0	0	1	0	0	0	4	2/1/2002	SK368	393	1	0	.5	20.3	8.1	13.1	7.8	 	8.2	7.15	 	 	 	 	 	 	 	10	13.9	13.9	 	 	48.5	 	3	40	37	19.55	1.8	1.5	 	 	 	 	64.5
2002	0	0	0	1	0	0	0	4	2/1/2002	SK364	398	1	0	.5	18.9	7.5	12.3	7.75	 	8.4	6.7	 	6.2	4.1	4.65	3.55	24.85	32.75	8	13.2	13.2	 	 	47.5	 	1.5	40	38.5	18	2	1.4	8.2	8.1	11.4	7.95	62
2002	0	0	0	1	0	0	0	4	2/1/2002	SK380	399	1	 	 	20.85	7.3	14.75	7.6	 	9.6	6.9	 	6.2	3.9	4.45	3.6	25.8	33.65	8.5	13.7	13.7	 	 	46.5	 	1.5	37.5	36	18.7	1.8	1.4	8.3	7.5	12.45	8	62
2002	0	0	0	1	0	0	0	4	2/1/2002	SK376	400	1	 	 	18.4	7.4	12.8	7.85	 	8.1	6.9	 	6.1	4.6	4.85	3.4	24.4	32.3	7.5	13.2	13.2	 	 	44	 	1	37	36	17	1.7	1.4	8.2	8.2	12	9.7	59.5
2002	0	0	0	1	0	0	0	4	2/4/2002	SK379	404	1	 	 	21.25	7.5	13.2	8.05	 	8.65	6.8	 	6.15	3.8	5	3.55	26	34.7	11.5	13.4	13.4	 	 	48	 	1	40	39	19.4	1.9	1.35	7.85	9.45	12.3	10	65.5
2002	0	0	0	1	1	0	1	4	2/4/2002	P40	405	1	0	5	21	7.9	12.65	6.5	 	10.7	7.7	 	6.3	3.85	4.85	3.9	25.8	32.9	11.5	12.9	12.9	 	 	49	 	1.5	39	37.5	20	1.8	1.3	8.95	8.35	12	9	64
2002	0	0	0	1	0	0	0	4	2/4/2002	SK373	408	1	 	 	19.9	6.9	12.6	7.85	 	8.55	7	 	7	4.15	4.65	3	26.5	34	6	14.5	14.5	 	 	43	 	1.5	37.5	36	18.75	1.8	1.2	8.3	7	11.65	8.4	58
2002	0	0	0	1	0	0	0	4	2/5/2002	SK383	414	-1	 	 	21.65	7.3	13.3	7.55	 	9.1	7.1	 	6.65	3.2	4.4	3.75	26.55	34	9	13.5	13.5	 	 	49	 	1	40	39	18.3	1.9	1.2	8.6	8.2	12.1	9.3	65
2002	0	0	0	1	0	0	0	4	2/7/2002	SK387	417	1	 	 	19.9	7.1	12.7	7.05	 	8.6	6.5	 	6.75	4.2	5.65	4.1	27	35	10	14.3	14.3	 	 	48	 	1	37	36	19.7	2.1	1.3	9.55	8.15	13.15	9.8	62.5
2002	0	0	0	1	0	1	1	4	2/7/2002	SK384	418	1	 	 	19.8	7.5	12.3	7.55	 	9	6.8	 	6.55	4.35	5.5	4.35	24.9	33	7	13.7	13.7	 	 	47	 	1	37.5	36.5	18.8	2.1	1.3	9.15	7.95	11.7	8.7	61.5
2002	0	0	0	1	0	0	0	4	2/14/2002	SK400	431	-1	0	5	19.7	7.3	13.15	8	 	8.45	6.4	 	5.6	3.5	5	3.65	26.1	33.15	11	14.2	14.2	 	 	48.5	 	2	41	39	19.3	1.8	1.35	9.1	9.5	13.2	10.2	64.5
2002	0	0	0	1	0	0	0	4	2/14/2002	SK392	433	-1	0	5	19.25	7.25	11.7	7.5	 	8.15	6.8	 	6.4	3.3	5	3.7	26.1	32.7	11	13.8	13.8	 	 	46.5	 	.5	38.5	38	18.5	1.8	1.25	9.25	8.65	12.9	9.4	61.5
2002	0	0	0	1	1	0	1	4	2/16/2002	266	437	1	0	5	19.85	7.3	11.8	7.55	 	7.75	6.65	 	5	3.75	4.5	3.8	24.3	32.9	8	12.7	12.7	 	 	49	 	1	40.5	39.5	17.55	1.6	1.25	8.1	7.8	11.45	8.35	64.5
2002	0	0	0	1	1	0	1	4	2/16/2002	33	445	1	0	5	19.6	7.8	13.5	8.3	 	9.3	7.1	 	7	3.95	5	4.1	26.75	34.4	10	14.3	14.3	 	 	49.5	 	1	39	38	19.15	1.9	1.6	9	8.3	12.6	8.7	64.5
2002	0	0	0	1	0	1	1	4	2/18/2002	SK401	449	1	1	 	21	6.85	12.3	7.2	 	8.6	6.1	 	6.5	3.8	4.7	3.65	23.2	32.1	10.5	13.4	13.4	 	 	50	 	2.5	38.5	36	18.1	1.6	1.25	7.75	7.3	11.7	8.35	64
2002	0	0	0	1	1	0	1	4	2/18/2002	243	450	1	0	5	20.1	7.1	12.9	8.1	 	8.9	6.8	 	6.55	4.6	5.15	4.55	25.9	33.9	11	13.9	13.9	 	 	50	 	2	40	38	18.7	1.8	1.25	9.5	8.65	12.9	9.3	66
2002	0	0	0	1	0	0	0	4	2/18/2002	SK415	454	1	1	 	21.5	6.8	13.3	7.1	 	8.55	6.4	 	7.9	4.9	6.1	4.4	26.9	35	11	14.5	14.5	 	 	47	 	2	36	34	18.45	1.8	1.35	8.3	8.4	13	10	61
2002	0	0	0	1	0	0	0	4	2/18/2002	SK414	459	1	0	5	19.45	7.3	12.4	7	 	7.7	6.6	 	7.4	3.65	4.9	3.35	23.15	32.5	8	13.5	13.5	 	 	48	 	 	 	 	17	1.75	1.3	7.9	8	11.45	7.4	60.5
2002	0	0	0	1	0	0	0	4	2/18/2002	SK418	460	1	0	5	20.7	7.7	15.2	8.3	 	9.4	7.15	 	6	4.15	4.9	3.8	27.5	35.85	9	15.9	15.9	 	 	50.5	 	2	41.5	39.5	18.75	1.8	1.35	8.9	8.9	13.15	10.6	66
2002	0	0	0	1	0	0	0	4	2/20/2002	SK417	466	1	1	 	19.8	7.8	14.2	7.6	 	9.1	6.4	 	6.4	4.15	5.4	2.9	27.05	35.9	8	15	15	 	 	46.5	49	1	37	36	18.6	1.95	1.2	8.3	8.7	13.05	8.25	62
2002	0	0	0	1	1	0	1	4	2/20/2002	P65	467	1	0	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2002	0	0	0	1	0	0	0	4	2/20/2002	SK421	468	1	1	 	19	7.4	13.3	7	 	7.9	6.4	 	5.9	4.15	4.85	4	23.9	31.9	8.5	13.7	13.7	 	 	46.5	48.5	1	39	38	18	1.7	1.4	7.9	7.5	11.6	8.3	61.5
2002	0	0	0	1	0	0	0	4	2/20/2002	SK427	470	1	0	5	17	7.2	13.2	7.05	 	8	6.3	 	5.9	3.7	4.9	3.7	25	31.9	8	13.6	13.6	 	 	45.5	47.5	2	38	36	18.35	1.7	1.3	8.95	9.6	12.5	9.45	59
2002	0	0	0	1	0	0	0	4	2/20/2002	SK426	471	1	0	4	19.8	7.7	13	7.1	 	8.2	6.55	 	6.1	3.9	4.65	3.5	26	34.4	7	13.9	13.9	 	 	53	54	3	43	40	18.4	1.9	1.3	8.8	8.35	12.85	10	67
2002	0	0	0	1	0	0	0	4	2/20/2002	SK424	474	1	0	 	23.3	7.35	12.9	7.1	 	8.2	6.85	 	 	 	 	 	 	 	 	 	 	 	 	50.5	53	1	41	40	19.1	1.9	1.25	 	 	 	 	64.5
2002	0	0	0	1	0	0	0	4	2/21/2002	SK428	476	-1	 	 	19.6	7.75	14.6	7.2	 	9.6	6.7	 	6.3	3.9	5.1	3.9	25.8	32.9	8	14.1	14.1	 	 	47	47	2	37	35	17.2	1.9	1.3	8.85	8.3	12.6	9.7	60
2002	0	0	0	1	0	0	0	4	2/21/2002	SK431	477	-1	1	 	19.15	7.4	13.7	8.3	 	8.4	6.85	 	6.2	3.8	5.2	4.1	25	32.9	9.5	14.4	14.4	 	 	48	49.5	1.5	38.5	37	17.2	1.95	1.45	8.4	8.15	11.9	9	62
2002	0	0	0	1	0	0	0	4	2/21/2002	SK438	478	-1	0	3	19.3	7.2	13.8	7.6	 	8.1	6.75	 	6.95	4.2	5	3.9	25.85	33.7	11	13.2	13.2	 	 	48	48.5	1.5	39	37.5	18.25	1.9	1.2	8.85	8.15	12.55	9.15	64
2002	0	0	0	1	0	0	0	4	2/21/2002	SK434	479	-1	0	5	19.15	7.4	13.25	8	 	8.5	6.95	 	6.1	3.95	5.55	4.1	26.6	34.9	7.5	13.7	13.7	 	 	47	49	1	38	37	18.5	2	1.6	9.55	8.85	12.75	9.4	62
2002	0	0	0	1	0	0	0	4	2/21/2002	SK440	480	-1	0	5	21	7.4	14.1	7.7	 	8.45	6.55	 	2.5	4.6	4.9	4.35	24.7	30.75	8	13.4	13.4	 	 	48.5	49.5	2.5	40	37.5	17.8	1.95	1.2	8.7	7.1	11.9	9.3	64.5
2002	0	0	0	1	0	0	0	4	2/21/2002	SK437	481	-1	1	 	20.75	7.85	14.9	8.1	 	8.1	6.8	 	6	4.6	4.5	4	26.9	36	9	14.7	14.7	 	 	49.5	50.5	2	40	38	18.35	1.95	1.4	9	9.5	13.25	9.6	64.5
2002	0	0	0	1	0	0	0	4	2/21/2002	SK433	483	-1	1	 	19.5	7.15	13.95	7.2	 	8.3	6.3	 	6.7	4.2	4.6	1.2	23.9	32.3	6.5	12.8	12.8	 	 	49	50	3	40	37	17.3	2.2	1.2	7.9	8	11.65	8.4	63
2002	0	0	0	1	0	0	0	4	2/21/2002	SK435	484	-1	0	5	20.1	7.35	12.8	7.9	 	9.1	7.4	 	6.3	4.1	5.2	3.7	26.3	35.9	11.5	14.5	14.5	 	 	49	51	2	40.5	38.5	20.4	2.1	1.45	9.1	8.45	12.65	9.3	65
2002	0	0	0	1	0	0	0	4	2/21/2002	SK450	487	-1	0	5	18.35	7.8	12.6	7.1	 	8.35	6.85	 	6.8	2.2	5.8	3.8	27.4	36	9	14.4	14.4	 	 	48	49.5	1.5	40	38.5	19.6	2	1.35	9.5	9.8	13.2	9.4	64
2002	0	0	0	1	1	0	1	4	2/22/2002	SK444	488	1	1	 	18.75	7.1	13.2	7.4	 	8.65	6.5	 	5.75	3.5	4	3.1	22.7	30.8	6.5	17.2	17.2	 	 	48	49	2.5	39.5	37	17.9	1.9	1.35	7.95	7.9	10.2	8	63
2002	0	0	0	1	0	0	0	4	2/22/2002	SK447	489	1	0	5	20	7.4	12.7	7.3	 	8	6.45	 	5.8	3.8	4.85	3.7	25.8	33.85	9.5	13.3	13.3	 	 	50	50.5	3	41	38	19.05	1.75	1.25	8.85	8.5	12.7	9	64.5
2002	0	0	0	1	0	0	0	4	2/26/2002	SK445	491	-1	1	 	19.3	7.1	12	7.5	 	7.9	6.6	 	6	3.3	5.25	3.85	25.7	33.5	9.5	14.7	14.7	 	 	46.5	48	2	36.5	34.5	17.6	2.1	1.5	8.1	8.25	11.8	8.6	61
2002	0	0	0	1	0	0	0	4	2/26/2002	SK443	492	-1	0	5	21.5	7.6	12.8	8	 	8.6	6.85	 	7.3	3.9	5.25	4.5	26.7	35.8	10	14.3	14.3	 	 	48.5	52.5	1.5	41.5	40	20.5	2	1.35	8.6	9	13.6	9.85	67
2002	0	0	0	1	0	0	0	4	2/26/2002	SK441	493	-1	1	 	19.25	7.1	13.5	7.2	 	7.8	6.4	 	6.95	3.95	5.5	3.8	23.45	33.4	10	12.6	12.6	 	 	48	50	3	39	36	16	1.8	1.35	7.6	7.55	11.65	8.35	61.5
2002	0	0	0	1	0	0	0	4	2/26/2002	SK448	494	-1	0	5	19	7.3	13.2	8.5	 	8.3	6.7	 	6.6	4.3	5.3	3.5	26.4	33.9	8	12.4	12.4	 	 	49.5	51.5	1.5	40	38.5	18.8	1.75	1.3	9.3	8.5	12.7	9	64.5
2002	0	0	0	1	0	0	0	4	2/26/2002	SK430	497	-1	1	 	19.25	7.15	13.9	7	 	8.9	6.45	 	6.45	3.3	6	3.2	24	32.9	7	13.4	13.4	 	 	47	50	1	37	36	17.9	1.9	1.3	8.35	8.2	11.7	8.7	61.5
2002	0	0	0	1	0	0	0	4	2/26/2002	SK439	498	-1	1	 	19.2	6.65	12.6	7.15	 	7.85	6.5	 	6.2	3.6	5	3.55	25	34.9	8	14	14	 	 	48	49.5	1	37	36	18	2	1.35	8.1	8.8	12.7	9.6	61.5
2002	0	0	0	1	0	0	0	4	2/26/2002	SK453	499	-1	0	4	22.2	7.65	13.7	7.4	 	8.25	6.9	 	6.85	3.45	4.8	3.7	26	33.9	9	15	15	 	 	51.5	52.5	.5	40.5	40	18.4	1.95	1.5	8.75	9.85	12.35	9.7	65.5
2002	0	0	0	1	0	0	0	4	2/28/2002	SK456	503	1	0	5	19.15	7	13	7.2	 	8.75	6.7	 	6.1	4.65	5.6	3.8	27.1	33.9	8.5	15.3	15.3	 	 	50	51.5	3	41	38	19.9	1.6	1.3	9.65	7.6	13	8.85	66.5
2002	0	0	0	1	1	0	1	4	3/1/2002	P33	507	1	0	5	19.3	7.9	14.8	7.4	 	8.85	7	 	6.8	4.2	5.3	3.45	20.05	34.8	10	14.3	14.3	 	 	49.5	50.5	2	39	37	19.7	1.8	1.3	9.25	9	13	9.35	65
2002	0	0	0	1	0	0	0	4	3/1/2002	SK460	508	1	1	 	20.25	7.2	11.7	6.7	 	8.2	6.1	 	6.1	4.35	5.1	4	26.6	34.25	8	15.4	15.4	 	 	49	49	2	38	36	18.75	1.85	1.25	8.4	7.75	13.45	9.4	63
2002	0	0	0	1	0	0	0	4	3/1/2002	SK457	511	1	1	 	18.75	7.2	14.1	7.6	 	9	6.7	 	5.75	4.7	5.7	3.85	25.1	32.8	8.5	14.6	14.6	 	 	49	50.5	1.5	39	37.5	17.8	1.8	1.3	8.1	8.35	12.85	8.65	63
2002	0	0	0	1	0	0	0	4	3/14/2002	SK463	517.02	-1	0	5	20.65	7.65	13.3	7.3	 	8.5	6.8	 	 	3.9	5.5	3.9	 	 	10.5	14	14	 	 	52	53	1	40	39	20.8	1.7	1.2	 	9.3	14.2	10.7	68
2002	0	0	0	1	0	0	0	4	3/14/2002	SK465	518.02	-1	0	5	20	7.45	14.2	7.7	 	8.4	6.6	 	5.9	2.7	3.8	 	26.7	33.7	11	12.5	12.5	 	 	50.5	50.5	2	38	36	19.9	1.7	1.2	9.6	7.7	13.25	 	66
2004	0	0	0	0	1	0	0	5	1/21/2004	SK494	519	1	0	5	20	7.7	14.7	8.2	27.7	8	7.1	 	7.5	5.8	5.1	4	25	34.9	9	15.4	15.4	 	47	50	50	1.5	41	39.5	19.85	1.8	1.35	10.1	7.8	12.7	10.4	64
2002	0	0	0	1	0	0	0	4	3/14/2002	SK467	520.02	-1	0	5	20.85	7.7	13	7.45	 	8.45	6.7	 	6.3	3.85	5	3.7	26.2	33.8	10	14.5	14.5	 	 	49	49.5	2.5	38.5	36	18.65	2.1	1.3	8.55	8.75	12	9.1	64
2002	0	0	0	1	0	0	0	4	3/14/2002	SK479	522.02	-1	0	5	21.6	7.55	13.2	7.8	 	8.85	6.9	 	5.8	4.7	5.2	3.8	26	35.9	11	15.2	15.2	 	 	52	52.5	3	42	39	18.2	1.8	1.4	9.15	8.6	13.25	10.2	66.5
2002	0	0	0	1	1	0	1	4	3/14/2002	SK119	525.02	-1	0	5	20.1	8	14	7.45	 	8.5	7.1	 	7	3.55	4.5	3.9	26.8	33.5	8	13.4	13.4	 	 	51	51.5	3	40	37	19.3	2	1.4	8.8	7	12.2	9.5	66
2002	0	0	0	1	0	0	0	4	3/14/2002	SK477	526.02	-1	1	 	19.45	7.55	14.7	7.5	 	9.4	6.5	 	6.2	4.2	5.4	3.35	26.8	34.2	7.5	13.6	13.6	 	 	49.5	50.5	3.5	40	36.5	18	1.9	1.4	8.25	9	13	9.7	65
2002	0	0	0	1	0	0	0	4	3/14/2002	SK478	528.02	-1	0	5	20.5	7.9	14.1	8.6	 	8.25	6.9	 	6.3	3.8	 	 	 	 	7.5	15.2	15.2	 	 	50.5	51.5	1.5	38	36.5	19.7	2	1.4	8.6	8.3	 	 	65
2002	0	0	0	1	0	0	0	4	3/14/2002	SK473	529.02	-1	1	 	18.65	7.9	13.65	7.65	 	7.85	6.75	 	7	3.9	4.6	4	26.1	34	7	14.9	14.9	 	 	46.5	47.5	3	37	34	18.45	1.95	1.5	8.55	7.5	12.7	10.75	59.5
2002	0	0	0	1	0	0	0	4	3/14/2002	SK471	530.02	-1	0	5	19.3	7.7	13.2	8.1	 	8.35	6.7	 	6	3.9	5.5	4	24.9	32.7	6	13.7	13.7	 	 	52	53	5.5	42	36.5	18.4	1.8	1.3	8.3	8.2	12	8.6	63.5
2002	0	0	0	1	0	0	0	4	3/14/2002	SK475	531.02	-1	1	 	18.3	7.25	11.9	7.3	 	7.7	6.4	 	6	3.8	4.3	4.3	24.9	32.8	8	13.9	13.9	 	 	47.5	48.5	7	38	31	17.1	1.9	1.3	8.65	8.45	11.4	8.4	62
2002	0	0	0	1	0	0	0	4	3/14/2002	SK480	533.02	-1	0	5	18.6	8	14.2	7.7	 	8.5	6.7	 	6.3	3.7	4.8	3.7	23.9	31.7	8	13	13	 	 	49.5	52	2.5	39.5	37	18.7	1.8	1.35	8.5	6.8	10.8	7.25	65
2002	0	0	0	1	0	0	0	4	3/14/2002	SK438	534.02	-1	0	4	19.1	7.3	13.7	8	 	8.4	6.7	 	5.7	3.4	4.7	4.2	25.2	33.35	9	12.5	12.5	 	 	48.5	49	2.5	39	36.5	19.3	1.9	1.3	8.45	8.3	11.8	9	63
2002	0	0	0	1	0	0	0	4	3/14/2002	SK474	535.02	-1	1	 	20.35	7.9	13.7	8	 	9	7	 	6.25	4.3	5.2	3.9	25.4	33.7	9.5	14.9	14.9	 	 	51.5	52	3	39	36	18.4	1.9	1.25	8.6	8.2	12.25	9.8	65
2002	0	0	0	1	0	0	0	4	3/15/2002	SK476	536.02	-1	0	5	20.35	7.6	12.35	7.7	 	8.55	6.85	 	6.6	4.9	6.1	4.1	27.45	36.45	9	15.3	15.3	 	 	51.5	52	2.5	42.5	40	19.3	2	1.3	9.6	8.65	13.1	9.3	66
2004	0	0	0	0	1	0	0	5	1/22/2004	SK511	537	1	0	5	18.45	8.3	14.2	8.4	28	8.7	7.25	 	7.2	3.6	4.4	3.6	25.4	32.6	8	13.5	13.5	 	46	50	51	3	40	37	18.8	2	1.2	9.5	8	13.1	8.8	66
2002	0	0	0	1	0	0	0	4	3/15/2002	SK488	537.02	-1	0	5	21.1	7.65	13.25	7.65	 	8.25	6.55	 	4	4.15	5.25	4.3	27.75	33.4	8.5	13.6	13.6	 	 	51.5	52	1.5	38	36.5	20	1.8	1.3	9.8	7.8	12.6	8.7	66
2004	0	0	0	0	1	0	0	5	1/22/2004	SK501	538	1	0	5	20.15	7.7	13.5	8.5	28.7	9.25	7.2	 	7.5	4	5.1	4.4	25.8	33.7	12	14.7	14.7	 	46.5	50.5	52	2.5	42.5	40	19.5	2.2	1.3	8.1	8.1	12.15	8.4	66
2002	0	0	0	1	0	0	0	4	3/15/2002	SK490	538.02	-1	0	5	20.65	7.6	12	8.2	 	8.45	7.1	 	6	4.2	5.9	3.9	27.3	36.3	9	15.6	15.6	 	 	49.5	50.5	3.5	39.5	36	19.4	1.9	1.4	10.25	9.3	13.2	10.6	65
2002	0	0	0	1	0	0	0	4	3/15/2002	SK489	539.02	-1	0	5	19.2	7.8	13.5	8.4	 	8.35	7.2	 	5.2	4.35	4.9	4	26	33.9	8.5	14.3	14.3	 	 	50	51	.5	38.5	38	19.25	2.1	1.5	9.3	8	12.25	9.35	64
2004	0	0	0	0	1	1	1	5	1/22/2004	SK507	540	1	1	 	19.2	7.45	14.9	7.7	28.3	9.4	6.65	3	4.3	5.6	5.3	3.8	26.85	35.2	7	13.9	13.9	 	46	47	48.5	3	40	37	20.7	2.1	1.15	8.4	8	12.8	9.7	61.5
2004	0	0	0	0	1	0	0	5	1/22/2004	SK503	541	1	1	 	17	7.6	14.5	7.1	28.3	9	6.6	2	5.7	3.7	5.1	4.1	23.9	32.5	7.5	14.8	14.8	 	45	48	49.5	2	37	35	20	1.9	1.15	8.85	7.2	10.8	8	62
2004	0	0	0	0	1	0	0	5	1/22/2004	SK504	542	1	0	5	21.8	7.9	13.35	8.5	27	7.75	7	 	6.85	4.2	4.6	4.2	26.15	34.7	10	15.2	15.2	 	50	50.5	52	1	40	39	20.2	1.8	1.3	8.7	7.2	12	9.6	68
2004	0	0	0	0	1	1	1	5	1/22/2004	SK509	543	1	1	 	17.5	8.3	15	7.95	30	9.35	7.2	3	5.9	4	4.25	4	25.8	32.7	7	15.5	15.5	 	44	47	48	.5	37	36.5	19	1.9	1.2	9.2	9.8	13.7	10.6	61
2002	0	0	0	1	0	0	0	4	3/18/2002	SK481	544.02	-1	1	 	18.45	7	12.7	7.6	 	7.55	6.4	 	4	3.85	5.1	3.5	24.75	32.5	8.5	14.3	14.3	 	 	41	47	 	 	 	18.9	1.8	1.25	7.7	6.4	11.6	8.9	61
2002	0	0	0	1	0	0	0	4	3/18/2002	SK486	545.02	-1	0	4	18.35	7.7	13.7	6.85	 	7.9	6.25	 	6.5	4.2	4.8	4.7	24.65	33.4	8	12.9	12.9	 	 	48	48.5	1.5	36.5	35	18.25	1.9	1.35	8.4	7.9	12.1	8.95	61
2002	0	0	0	1	0	0	0	4	3/18/2002	SK482	547.02	-1	0	5	20.6	7.8	13.9	7.55	 	8.25	6.85	 	6.65	4.35	6.15	4.85	25.8	34.85	10	14.2	14.2	 	 	50.5	52	3	41	38	18.25	1.7	1.3	9.1	7.9	12	9.85	65
2002	0	0	0	1	0	0	0	4	3/18/2002	SK499	548.02	-1	0	5	21	7.45	13.6	7.35	 	8.45	6.45	 	6.45	4.6	5.9	4.5	27	36.1	11	13.1	13.1	 	 	50	52	1	39.5	38.5	19	2	1.2	9.35	8.3	13	7.8	65
2002	0	0	0	1	0	0	0	4	3/18/2002	SK500	550.02	-1	0	5	21.3	7.8	13.5	8.3	 	8.5	7.25	 	7	4.5	5.9	4.2	25	33.4	10	15.2	15.2	 	 	51.5	52.5	4	42	38	19.35	2	1.6	8.15	8.25	12.1	9.6	66.5
2002	0	0	0	1	0	0	0	4	3/18/2002	SK496	553.02	-1	 	 	18.4	7.55	13.4	7.9	 	8.25	6.7	 	6.8	3.9	5.9	4.15	26	33.6	11	14.1	14.1	 	 	47	47.5	.5	38.5	38	19	1.95	1.35	8.85	9	12.1	10.9	60.05
2002	0	0	0	1	0	0	0	4	3/18/2002	SK492	554.02	-1	0	5	19	8.2	14.6	7.75	 	8.3	6.9	 	5.75	3.55	4.5	3.8	25	33.85	8.5	13.1	13.1	 	 	49.5	48.5	2	39	37	18.7	1.8	1.3	8.6	7.6	12.1	9.55	61
2002	0	0	0	1	0	0	0	4	3/18/2002	SK497	555.02	-1	1	 	18.6	7.5	13.8	7.9	 	8.95	6.5	 	6	3.8	6.3	3.8	25	33.85	9.5	15.9	15.9	 	 	49	50	3.5	37.5	34	18	1.6	1.3	8.65	7.25	12.8	7.6	64
2004	0	0	0	0	1	0	0	5	1/27/2004	SK540	558	1	0	5	19.5	7.65	13.9	8.2	27.5	8.5	7	 	6	4.3	5.75	4.4	26	36	10.5	14.7	14.7	 	46	49	50	3	40.5	37.5	21.15	1.8	1.3	8.9	8.5	13.15	8.6	64
2004	0	0	0	0	1	0	0	5	1/27/2004	SK536	559	1	0	3	19.75	7.7	15	8.3	28	8.75	6.9	 	5.9	4.2	5	5.75	26.7	35	10.5	15	15	 	47	48	49.5	.5	39.5	39	20.1	1.85	1.3	9.3	9.1	14.4	10.1	61
2004	0	0	0	0	1	0	0	5	1/28/2004	SK535	570	1	0	2	17.5	7.7	14.5	7.5	27.8	8.4	6.7	 	8	5	5.9	4.6	25.5	34.9	6	14.5	14.5	 	43	45.5	47	1	38	37	20.75	1.85	1.1	9	8.15	12.1	8.35	59.5
2004	0	0	0	0	1	0	0	5	1/29/2004	SK529	571	-1	0	5	20.1	7.9	14.2	7.85	27.8	8.65	6.7	 	7.4	5.6	6	4.5	26.45	35.1	7	14.6	14.6	 	46.5	49	52.5	 	 	 	20.8	2	1.3	9.1	9.5	11.9	10.8	65.5
2004	0	0	0	0	1	0	0	5	1/29/2004	SK525	572	-1	0	5	19	7.1	11.9	7.5	26.9	8.3	6.65	 	5.6	2	4.3	3.4	23.7	31.8	8	12.8	12.8	 	45	48	49.5	1	38	37	18.6	1.9	1.1	8.25	7.5	11.8	9	62
2004	0	0	0	0	1	0	0	5	1/29/2004	SK526	573	-1	0	3	21.15	8.2	14.5	8.5	27.8	8.5	7	 	8	5.75	6	5.2	25.75	34	9	15.2	15.2	 	47.5	50	51.5	6.5	38.5	32	20.1	1.9	1.3	8.4	8.35	12	10.75	65
2004	0	0	0	0	1	0	0	5	1/29/2004	SK528	575	-1	0	3.5	18.25	7.55	13.8	7.4	27.6	7.5	6.8	 	5.7	5.2	6.2	 	24.4	30.15	7	12.8	12.8	 	46	49	49	3	38	35	18	1.7	1.1	8.2	8.7	12	 	62
2004	0	0	0	0	1	0	0	5	1/29/2004	SK539	576	-1	0	5	19.2	8.6	15.8	8.5	28.85	8.4	7.35	 	6.6	4.75	5.4	4.5	25.2	34	8	15.7	15.7	 	45	47.5	48	1	39.5	38.5	20.8	1.9	1.3	8.95	9.2	12.1	9	63
2004	0	0	0	0	1	0	0	5	1/29/2004	SK545	578	-1	0	2	19.5	7.75	14	7.7	26.5	7.5	7.1	 	7.4	4.65	5.15	4.2	24.9	32.8	7	13.1	13.1	 	47	48	50	2	39	37	20	1.8	1.1	9.2	8.6	12	9.35	61.5
