Year	Capture2000	Resight2001a	Resight2001b	Resight2002	Resight2004	Resight2005	Resighted	Episode	CollectionDate	Ring#	Ref_#	Habitat	Sex	Malecolor	Alula	bill_depth	bill_feather	bill_gape	bill_head	bill_nostril	bill_width	brood_patch	claw_hind	claw_inner	claw_middle	claw_outer	foot_span	foot_spanwclaws	kipp	mass	mass_corrected	nostril	primary10	primary9	primary8	tail_gradation	tail_inner	tail_outer	tarsus	tarsus_thick1	tarsus_thick2	toe_hind	toe_inner	toe_middle	toe_outer	wing_length
2004	0	0	0	0	1	0	0	5	1/29/2004	SK560	582	-1	0	5	19.35	7.9	13	8	26.9	7.2	7.7	0	 	 	 	 	 	 	6	13.7	13.7	 	45.5	49	50	2	39	37	20.65	2	1.2	 	 	 	 	63
2004	0	0	0	0	1	0	0	5	1/29/2004	SK553	583	-1	0	1.5	20.1	7.7	14.2	8	24.1	8.2	6.5	 	7.35	3.75	5.1	4.1	23.1	32	11	12.5	12.5	 	46.5	50	51	2	39	37	19.1	1.9	1.2	8.7	10.3	11.7	9.15	64.5
2004	0	0	0	0	1	0	0	5	1/29/2004	SK551	584	-1	0	5	20.2	8.5	14.15	7.85	29.1	9.25	6.75	0	6.4	3.4	6.4	4.4	22.3	32.4	12	15.4	15.4	 	45.5	48.5	50.5	2.5	39	36.5	20.2	1.8	1.2	9	8.9	11.75	8.6	63
2004	0	0	0	0	1	0	0	5	1/29/2004	SK555	585	-1	0	5	20.2	8.6	14.85	8	28.45	8.9	7.1	 	7.25	4.4	5.65	4.25	26.7	34.6	11.5	14.8	14.8	 	46.5	48.5	50.5	 	 	 	21	1.7	1.25	10.65	8.7	12.3	8.25	64.5
2004	0	0	0	0	1	0	0	5	2/3/2004	SK552	588	-1	0	5	19.4	7.4	13.7	8.1	27.4	7.8	6.6	 	6.2	4.6	4.3	4.15	25.2	32.45	7	12.7	12.7	 	44	48	50	1.5	38.5	37	19.6	1.8	1.25	9.5	8.2	11.3	9.75	62.5
2004	0	0	0	0	1	0	0	5	2/3/2004	SK554	589	-1	0	4	18.65	8.2	15	7.35	27.5	8.25	7.4	 	6.8	4.8	6.3	4.1	25.8	35	10	14	14	 	47.5	48.5	49.5	 	 	 	19.8	2.1	1.1	8.85	8.7	12.3	9	62
2004	0	0	0	0	1	0	0	5	2/7/2004	SK559	591	1	0	5	19.5	7.5	13.2	8	27.95	8.2	6.5	 	5.7	4.5	3.8	3	25	32.65	8	14.2	14.2	 	46.5	48.5	51	2	39.5	37.5	20.75	1.8	1.25	8.75	7.35	11.2	8	59
2004	0	0	0	0	1	0	0	5	2/7/2004	SK569	592	1	1	 	18.2	8	12.3	8.25	28.1	8.4	6.75	3	4.9	4.1	5.6	5.2	24.7	34.9	9	15.1	15.1	 	44.5	47	48.5	2	37	35	19.5	2	1.2	7.9	7.3	11.7	9.6	60
2004	0	0	0	0	1	0	0	5	2/7/2004	SK562	593	1	1	 	19	7.8	13.6	7.35	27.3	8.6	6.9	3	5.2	2.7	4.8	4.1	24.2	33	7	13.3	13.3	 	43.5	46	48	2	39	37	18.65	1.7	1.1	7.75	6.9	11.7	8.9	61.5
2004	0	0	0	0	1	0	0	5	2/7/2004	SK563	599	1	1	 	19.65	7.9	14.7	7.55	28.1	8.65	6.7	2	7.1	3.6	3.6	3.5	25.1	31.7	9	13.3	13.3	 	43	46	47	4	37.5	33.5	18.95	1.9	1.25	8.8	7.7	11.3	8.8	60
2004	0	0	0	0	1	0	0	5	2/7/2004	SK570	600	1	1	 	20.65	7.9	14.7	7.8	28	8.7	6.9	2	 	3.6	5.4	3	 	 	9	13.7	13.7	 	48.5	49.5	50.5	 	 	 	19.25	1.7	1.25	 	8.9	11.3	6.8	64.5
2004	0	0	0	0	1	0	0	5	2/7/2004	SK565	601	1	0	5	19	7.8	14.7	8.75	28	8.7	7.4	 	 	3.85	5.1	2.8	 	 	11	13.5	13.5	 	45.5	48	48.5	1	39.5	38.5	18.2	1.9	1.4	 	7.9	10	8.75	62
2004	0	0	0	0	1	0	0	5	2/7/2004	P40	602	1	0	5	19.4	7.9	13.7	7.25	27.4	8	7	 	7.1	4.2	4.5	3.3	25	31.4	10	13.3	13.3	 	45	48	49	.5	39	38.5	20.3	1.6	1.3	8.7	7.3	11.75	10.4	63
2004	0	0	0	0	1	0	0	5	2/7/2004	SK572	607	1	1	 	19.25	7.65	13.3	7.8	28	8.5	7	2.5	6.7	3.7	4.4	3.2	24.8	32.7	8.5	14.4	14.4	 	44	48.5	50	1.5	39	37.5	19.5	1.9	1.1	8	8.1	12.1	7.6	63.5
2004	0	0	0	0	1	0	0	5	2/7/2004	SK571	608	1	0	 	18.7	7.5	14	7.6	28	8	7	 	6.3	5.12	5.65	3.35	25.5	31.2	7	13.4	13.4	 	42	46	48	1.5	38	36.5	20.2	1.7	1	8.65	8.5	11.4	9.6	61.5
2004	0	0	0	0	1	0	0	5	2/7/2004	SK580	611	1	1	 	19.6	7.9	13.15	7.7	26.85	8	6.6	3	7.1	4	4.1	4.6	25.1	33.4	9	14.6	14.6	 	44.5	47.5	49.5	1.5	37.5	36	18	1.9	1.2	9.1	7.1	13.15	8.65	63.5
2004	0	0	0	0	1	0	0	5	2/7/2004	SK574	613	1	0	5	18.7	7.7	13.9	7.3	27.3	8.4	6.7	 	6.15	4.1	4.5	3.4	24.3	31.1	8.5	12.7	12.7	 	46	49.5	50	0	38	38	18.7	2	1.1	8.2	6.8	13.15	11	64.5
2004	0	0	0	0	1	0	0	5	2/8/2004	SK579	614	-1	0	5	19.3	7.9	12.65	7.8	28.3	7.85	7.5	 	6.3	 	 	3.3	26	32.9	10	13.3	13.3	 	45	49	48	-3	37	40	20.1	2	1.4	8.45	8.7	11.7	9.8	58.5
2004	0	0	0	0	1	0	0	5	2/8/2004	SK576	615	-1	1	 	17.15	7.25	12.9	7.85	27.9	8.2	6.9	3	4.1	4.5	4.7	 	23.85	30.6	8	14	14	 	44	46.5	48.5	2.5	37.5	35	20	2	1.2	8.2	7.7	11.4	8.4	60
2004	0	0	0	0	1	0	0	5	2/8/2004	SK577	616	-1	1	 	19.15	7.4	12.6	7.2	27.8	8.45	6.6	3	6.4	3.8	4.3	4.1	23.5	31	7	13.2	13.2	 	42.5	48	49.5	1	39.5	38.5	18.75	1.8	1.5	7.95	7.9	11	9.8	59.5
2004	0	0	0	0	1	0	0	5	2/8/2004	SK573	617	-1	0	5	19.4	7.75	13.5	7.8	28.1	8.7	6.6	 	6.4	3.7	4.7	3.4	25.2	33.5	12.5	14	14	 	47	50	50.5	5	41	36	19.9	1.85	1.3	8.6	8.8	12.35	9.3	65
2004	0	0	0	0	1	0	0	5	2/8/2004	SK589	618	-1	0	5	19.9	7.85	14.6	7.75	27.7	8.3	7.15	 	6.9	4	4.5	3.7	24	32.4	11.5	13.7	13.7	 	45	48.5	50	1.5	39.5	38	19.6	1.6	1.15	8.45	8.75	11.5	9.25	59.5
2004	0	0	0	0	1	0	0	5	2/8/2004	SK582	619	-1	0	2	18.5	7.65	14	8	28	8.5	7.35	 	7.25	4.7	6	3.9	25	33.1	7	14	14	 	45.5	47.5	48	1.5	37.5	36	19.15	1.9	1.4	9	9.4	11	9.1	61
2004	0	0	0	0	1	0	0	5	2/8/2004	SK588	621	-1	0	 	19.7	8.5	15	7.95	28.5	8	6.6	 	6.9	4.9	4.7	5.1	25.9	35.7	9	14.6	14.6	 	49	49.5	51	.5	38	37.5	20.1	2	1.3	9	9.1	12.4	11.1	64.5
2004	0	0	0	0	1	0	0	5	2/8/2004	SK587	622	-1	0	5	19.2	7.8	12.8	7.5	27.25	8.2	7.1	 	6.1	4.6	5.3	4	24.5	31.85	8	14.6	14.6	 	43.5	48.5	49	 	 	 	20.3	2	1.3	7.75	7.75	12.5	8.1	63
2004	0	0	0	0	1	0	0	5	2/8/2004	SK586	627	-1	0	3	18	7.85	14.9	8	28.3	8.7	7	 	6.4	3.9	4.9	3.5	24.9	33	7.5	13.1	13.1	 	51	51	51	 	 	 	19	2	1.3	9	7.9	12.5	8.4	64
2004	0	0	0	0	1	0	0	5	2/8/2004	SK584	628	-1	0	5	19	7.85	12.8	7.95	27.6	7.7	7	 	4.3	3.7	5.15	3.2	24.9	32.8	7	12.3	12.3	 	46	48.5	50	.5	38.5	38	20.2	1.65	1	8.45	8.1	11.8	9.5	65
2004	0	0	0	0	1	0	0	5	2/9/2004	SK592	638	1	1	 	20.1	8	15.2	7.6	27.75	8.7	7.1	3	5.6	3.4	4.1	2.6	25.6	33.7	6	 	 	 	46	49	50	2	41	39	19.6	1.9	1.1	8	7.35	11.7	7.1	62.5
2004	0	0	0	0	1	0	0	5	2/9/2004	SK612	640	1	1	 	19.5	7.5	13.2	7.5	29	8.7	7	3	5.6	2.6	4.7	3.3	25.9	33.85	10.5	12.7	12.7	 	43	45	44	3.5	38.5	35	20.6	1.8	1.3	9.4	7.4	11.8	7.2	59
2004	0	0	0	0	1	0	0	5	2/9/2004	SK619	642	1	0	 	19.15	8	13	8	28	8.5	7.3	 	5.4	3.5	4.8	3.6	24.1	32.6	7.5	15	15	 	46	50	50	4	42	38	19.2	1.85	1.4	8.4	8	10.5	7.5	61.5
2004	0	0	0	0	1	0	0	5	2/9/2004	SK614	643	1	1	 	19.2	7.7	12.9	7.6	27.8	8.2	7.2	3	6.5	4.6	5.1	3.5	23.6	30.3	10.5	13.4	13.4	 	42	46.5	48	2.5	37.5	35	20.2	1.9	1.1	8.15	8.4	11.8	7.8	60
2004	0	0	0	0	1	0	0	5	2/9/2004	SK618	645	1	1	 	18	7.3	13	8.1	26.8	8.1	6.7	2.5	5.3	3.6	5	3.9	23	30.7	9.5	13.7	13.7	 	44.5	46	47.5	1	37	36	19.3	1.75	1.25	8.1	7.5	12.1	8.8	60
2004	0	0	0	0	1	0	0	5	2/9/2004	SK613	649	1	0	5	19.7	7.6	13.8	7.75	28.6	8.3	6.7	0	6.35	3.8	4.7	3.5	24.9	33.1	10	13.6	13.6	 	46	48	50	1.5	38.5	37	19.8	1.8	1.3	8.55	8.3	13	8.7	58.5
2004	0	0	0	0	1	0	0	5	2/9/2004	SK621	651	1	0	5	18	7.6	13.2	7.95	28.1	8.45	7	 	6.7	4.2	5.5	4.1	25.65	32.5	8.5	13.8	13.8	 	46	48	49	1.5	39.5	38	20.5	1.9	1	8.35	9	12.5	8	63
2004	0	0	0	0	1	0	0	5	2/9/2004	SK623	653	1	0	 	18.7	7.3	14.35	6.9	28	7.85	6.9	 	4.7	3	4.5	3.3	22.3	30.2	9	14.3	14.3	 	43	48	49	3	40	37	18.1	1.9	1.45	6.9	7.3	9	6.8	61.5
2004	0	0	0	0	1	0	0	5	2/9/2004	SK625	654	1	0	5	19	7.5	12.6	6.6	28.1	8.6	6.7	 	6.4	3.5	3.7	2.8	25.8	31	6	14	14	 	45.5	47	50	1.5	39.5	38	19.6	1.7	1.1	8.9	8.3	10.85	8.4	62
2004	0	0	0	0	1	0	0	5	2/19/2004	SK714	776	-1	0	5	20.1	7.8	14.2	7.1	28.2	8.5	6.85	 	5.6	3.7	4.7	3.7	25.1	33.4	8.5	14.2	14.2	 	47	48.5	50	1.5	39.5	38	19.1	2	1.3	9.2	7.9	10.7	9.5	63.5
2005	0	0	0	0	0	1	 	6	1/27/2005	 	920	0	0	4	19.8	7.9	14.5	8.1	26.9	8.75	6.6	 	6.8	4.5	5.6	3.8	25.65	33.55	8.5	 	 	1.5	45	47	47.5	4	39	35	18.4	1.75	1.3	9.4	8.6	13.6	12.1	60.5
2005	0	0	0	0	0	1	 	6	1/27/2005	 	922	0	0	5	18.4	7.15	13.9	8.2	27.7	8.1	7.2	 	6	3.85	6.3	3.85	24.4	32.9	7	14.2	14.2	 	44	47	48.5	3.5	37	33.5	19.5	1.6	1.4	10	8.1	11.1	8.6	61
2005	0	0	0	0	0	1	 	6	1/27/2005	 	923	0	0	5	19.85	7.25	15.1	8.4	28.9	8.5	7	 	6.1	4.9	5.9	3.85	25.2	33.6	10	 	 	 	47	51.5	53	1	41	40	19.55	1.8	1.2	8.6	8	13.3	10	67
2005	0	0	0	0	0	1	 	6	1/27/2005	 	924	0	0	4	18.8	7	13.4	8.7	28	8.1	7	 	6.8	4.1	4.7	3.9	24.2	31.8	9	14.4	14.4	 	46.5	49.5	50	2	42	40	19.4	1.75	1.1	9.1	8.35	11.5	8.5	64.5
2005	0	0	0	0	0	1	 	6	1/27/2005	 	925	0	0	1	19.3	7.7	14.8	9.2	28	8.8	7	 	6.1	5.1	5.8	3.9	25.6	32.6	4.5	 	 	 	45	48	48.5	1	39	38	20.1	1.65	1.2	9.35	8.5	12	9	62
2005	0	0	0	0	0	1	 	6	1/27/2005	 	927	0	0	1	16.65	8.3	15.3	8.7	29.8	9.25	7.5	 	6.4	4.3	4.8	3.9	26.8	35	7	 	 	 	48	50	52	5	40	35	20	1.9	1.2	9.8	9.3	12	10.3	64.5
2005	0	0	0	0	0	1	 	6	1/27/2005	 	930	0	1	 	19	7.4	13.5	8	26.9	7.7	6.7	 	7.7	4.2	4.7	2.9	24.2	31.5	9.5	 	 	2.15	44	46	48	 	 	 	18.9	1.9	1.3	8.65	7.85	11.65	8.2	61
2005	0	0	0	0	0	1	 	6	1/27/2005	 	931	0	0	5	 	7.5	15.3	8.1	27.85	8.85	6.9	 	6.7	4.3	5.1	3.9	25	32.7	9	 	 	2.85	45	48	50	4	38	34	19.2	1.55	1.1	8.2	9	12.85	11.1	61
2005	0	0	0	0	0	1	 	6	1/27/2005	 	933	0	0	1	19.85	7.3	14.6	7.8	28.1	8.5	6.4	 	6.1	4.15	5.4	4	23.6	32.6	7.5	 	 	 	44.5	48	48.5	2.5	38	35.5	19.2	1.65	1.2	8.5	7.7	12.1	8.65	60
2005	0	0	0	0	0	1	 	6	1/27/2005	 	934	0	0	5	20.45	7.85	14.3	8.9	26.8	8.4	7	 	5.3	4.1	4.6	4	24	31.2	10	 	 	 	47	51	51	1	41	40	18	1.6	1.2	8.3	7.9	11.5	8.85	64
2005	0	0	0	0	0	1	 	6	1/28/2005	 	935	0	0	5	23	7.75	14.7	8.9	27.85	7.7	7	 	6.9	4.7	5.75	4	27.4	35.3	10.5	 	 	 	48	50.5	53	3.5	42	38.5	22.1	1.7	1.3	8.5	10	13.8	10.2	67
2005	0	0	0	0	0	1	 	6	1/28/2005	 	936	0	0	5	 	7.85	14.2	8.3	27.2	8.3	7	 	7.1	4.55	5.75	4.1	24.35	31.6	8.5	 	 	1.65	45	49	50.5	2	40	38	18.45	1.8	1.3	8.9	9.25	11.5	7.9	62
2005	0	0	0	0	0	1	 	6	1/28/2005	 	937	0	0	5	18.75	7.7	13.1	8.6	27.5	8.2	7	 	6.35	4.75	5.6	4.1	24.5	33.5	7	14	14	 	46.5	49	50	1.5	39.5	38	20.2	1.65	1.2	8.2	7.6	11.9	8.7	63.5
2005	0	0	0	0	0	1	 	6	1/28/2005	 	939	0	0	5	20.2	8.1	14.9	8.2	28	8.5	6.6	 	7.5	3.9	5.85	4.1	25.5	34.1	9.5	 	 	1.7	48	50.5	51	2	40	38	19.2	1.55	1.2	9	8.15	12.1	9	62
2005	0	0	0	0	0	1	 	6	1/28/2005	 	940	0	1	 	21.6	7.6	15.3	8	28.9	8.5	6.8	 	6.65	3.9	5.3	3.3	24.5	31.6	6	 	 	1.95	45	47	48.5	2.5	38.5	36	17.9	1.8	1.3	8.75	7.4	11.7	8.8	60.5
2005	0	0	0	0	0	1	 	6	1/28/2005	 	941	0	0	5	20.65	8.2	14.6	8.6	28.6	8.6	6.8	 	7	3.9	5.2	4.1	26	34	7	 	 	 	47	49	50	1	39	38	19.8	1.8	1.3	8.9	8.15	12.85	9.3	61.5
2005	0	0	0	0	0	1	 	6	1/28/2005	 	942	0	1	 	 	7.8	14.8	8.1	28.15	8.85	6.9	 	6.8	3.7	5.65	3.65	27	34.3	8	 	 	 	48	49	51	2	41	39	20.3	1.9	1.3	9.5	7.8	12.3	10.7	61
2005	0	0	0	0	0	1	 	6	1/28/2005	 	943	0	0	5	20.1	7.3	14.2	9.7	27.4	8.5	7	 	6.65	4.4	4.6	4.1	23.4	31	8.5	 	 	 	45	48.5	 	 	 	 	18.55	1.65	1.2	7.5	7.75	12.1	9.6	61
2005	0	0	0	0	0	1	 	6	1/28/2005	 	944	0	0	5	20.6	7.95	14.8	9.4	27.7	8.5	7	 	6.9	4	5.5	4.15	26.4	34.5	8	16.2	16.2	 	46	48	49.5	1	39.5	38.5	19.7	1.95	1.4	9.3	7.8	12.75	9.3	63
2005	0	0	0	0	0	1	 	6	1/28/2005	 	945	0	0	5	20.2	7.3	14	7.9	27.6	8.45	6.9	 	7.1	4.8	6	4.2	24.4	32.5	6	 	 	1.7	46	49	50	2	39	37	19.5	1.7	1.2	8.6	8	12	8.35	62
2005	0	0	0	0	0	1	 	6	1/28/2005	 	946	0	0	1	20.2	7.7	14.9	8.3	28	8.6	6.6	 	5.8	4.5	5.7	4.2	26.2	33.7	7.5	 	 	1.9	 	 	 	5.5	38.5	33	19.2	1.75	1.3	10	8.4	12.6	9.8	60
2005	0	0	0	0	0	1	 	6	1/28/2005	 	948	0	0	0	17.7	7.7	14.8	8.4	28.35	8.8	7.1	 	7.3	5.6	5.5	4.3	25.5	33.75	9	 	 	1.7	42.5	47	48.5	2.5	41.5	39	19.7	1.65	1.3	9	8.35	11.5	8.3	61
2005	0	0	0	0	0	1	 	6	1/28/2005	 	952	0	0	5	20.6	7.3	14.2	7.9	28.2	8	7	 	7.6	5	6.1	4.3	25.7	34.9	8	 	 	 	48.5	49.5	52	2	42	40	20.7	1.75	1.3	8.8	8.15	11.7	8.65	65.5
2005	0	0	0	0	0	1	 	6	1/28/2005	 	953	0	1	 	19.7	7.1	14	8	26.7	7.5	6.7	 	7	3.1	4.6	3.5	22.35	30.9	7	 	 	1.7	46.5	49.5	49.5	1	38	37	18.5	1.8	1.3	8	8.3	11.3	8.65	62
2005	0	0	0	0	0	1	 	6	1/28/2005	 	954	0	1	 	19.8	7.9	14.4	8.6	27.5	8.1	7.1	 	7	4	4.9	3.7	25.7	34	6.5	 	 	1.2	44	46.5	48.5	2.5	39	36.5	19.65	1.7	1.1	8.5	8.6	12.1	8.95	58
2005	0	0	0	0	0	1	 	6	1/28/2005	 	955	0	0	5	19.2	7.5	14.5	8.4	28.1	8.35	6.8	 	5.75	3.5	5.8	4.3	25.15	33	8.5	 	 	1.3	47.5	48.5	49	3	38	35	20	1.8	1.3	8.2	7.8	12	8.9	60.5
2005	0	0	0	0	0	1	 	6	1/28/2005	 	956	0	0	5	19.6	7.7	14.2	8	27	7.5	6.7	 	6.2	3.6	4.9	4.3	24	31.55	7	 	 	1.6	 	 	 	 	 	 	17.9	1.5	1.2	9	7.9	11.3	9.2	60
2005	0	0	0	0	0	1	 	6	1/28/2005	 	957	0	0	2	 	7.7	15.6	8.1	28	9	6.5	 	5.9	4.1	5	4.4	24.75	32	8	 	 	2.4	45	48	 	1	37	36	18.1	1.7	1.3	8.15	8.55	11.9	9.7	61
2005	0	0	0	0	0	1	 	6	1/29/2005	 	958	0	1	 	19.4	7.6	14.2	7.8	27.55	8.3	6.5	 	6.5	4.75	5	3.7	25.7	33.45	11	 	 	1.8	45.5	47.5	48	3	38	35	20	1.6	1.3	9	8.85	12	9.5	62
2005	0	0	0	0	0	1	 	6	1/29/2005	 	959	0	1	 	15.15	7.8	15.2	8.4	27.7	8.9	6.7	 	8	3.9	4.2	3.7	24.1	32.3	7	 	 	1.5	43.5	46	46.5	3.5	38.5	35	17.2	1.65	1.2	8	7.5	11.8	9.7	58.5
2005	0	0	0	0	0	1	 	6	1/29/2005	 	960	0	0	5	20.9	7.9	14.6	9	27.2	8.35	7	 	6.9	5.1	4.95	4.4	24.2	32	12	 	 	 	46	47	48.5	2	40	38	18.5	1.9	1.4	8.5	8	11.5	10.5	62
2005	0	0	0	0	0	1	 	6	1/29/2005	 	961	0	0	5	19	7.6	14.8	9	28	8.45	6.9	 	8	4.4	6.1	4.5	26.1	34	7.5	 	 	2	44.5	48.5	48.5	4.7	37.7	33	19.3	1.55	1.3	9	7.5	11.7	8.7	61
2005	0	0	0	0	0	1	 	6	1/29/2005	 	963	0	0	5	19.45	7.3	14.4	7.5	27.7	8.2	6.6	 	5.9	4.6	4.7	4.8	25.7	33.25	11	 	 	1.6	42	47	51.5	0	38	38	18.7	1.7	1.2	9.1	9.5	12	9.4	63
2005	0	0	0	0	0	1	 	6	1/29/2005	 	965	0	1	 	20.7	8.5	16	8.2	29	9.25	7.3	 	7.1	4.9	4.6	3.7	27.8	37.5	8.5	 	 	2	48	50	51.5	1.5	41	39.5	19.45	1.9	1.4	9.3	9.3	13.1	9.8	65
2005	0	0	0	0	0	1	 	6	1/29/2005	 	966	0	0	4	 	7.5	13.7	7.7	27.6	8.3	6.7	 	6.6	4.3	6.7	4.9	24.9	33.7	9.5	 	 	1.5	44.5	46	 	4	37.5	33.5	19.9	1.65	1.2	8.7	8.5	11.6	9.1	60
2005	0	0	0	0	0	1	 	6	1/29/2005	 	970	0	0	5	18.9	7.15	13	8.3	27	8.15	6.3	 	6.2	4.3	5.65	4.9	23.2	29.5	8	 	 	 	45.5	48.5	49.5	-3.5	36	39.5	16.9	1.45	1.1	8.2	7.8	11.1	9.25	61
2005	0	0	0	0	0	1	 	6	1/29/2005	 	973	0	0	1	21	7.5	14.9	8	27.85	8.6	6.3	 	6.85	4.95	6.15	5	26.9	39	8	 	 	 	46	48.5	50	1.5	38	36.5	20.25	1.6	1.2	9.9	8.6	13.6	10.5	64.5
2005	0	0	0	0	0	1	 	6	1/29/2005	 	976	0	1	 	18.8	7.65	14.8	8.8	27.3	8.85	7	 	6.7	3.4	5	3.8	25.5	32.5	10	 	 	1.6	47	49	51	2.5	40.5	38	19.8	1.8	1.2	8.8	7.45	11.35	9	62
2005	0	0	0	0	0	1	 	6	1/29/2005	 	977	0	0	5	20.45	8	15.1	8.3	28.45	8.5	6.9	 	7.4	4.7	5.95	5.2	24	32.15	6.5	 	 	1.4	47	49	49.5	1.5	40	38.5	19.4	1.7	1.3	8.4	8.35	11.9	9.2	61
2005	0	0	0	0	0	1	 	6	1/29/2005	 	979	0	1	 	20.65	7.7	14.4	8.4	28.85	8.6	6.5	 	6.1	5.8	5.8	3.8	24	32.5	8	15	15	 	47	48.5	49.5	1	39	38	19.1	1.6	1	9.2	8.5	11.9	9.5	63
2005	0	0	0	0	0	1	 	6	1/29/2005	 	980	0	0	1	20.1	7.8	14.9	9.1	27.7	8.4	7.5	 	5.9	4.6	5.9	5	24.3	33.2	7	 	 	3.4	47	49	50.5	4	39	35	18.5	1.7	1.2	8.7	8.4	11.8	9.7	63
2005	0	0	0	0	0	1	 	6	1/29/2005	 	982	0	0	5	18.7	7.2	13	8.4	26.35	8.4	6.3	 	6	5.5	4.2	4.1	24.5	33.5	4	 	 	1.7	45.5	48.5	50	2	40	38	20.65	1.6	1.1	8.7	9	10.5	9.5	59.5
2005	0	0	0	0	0	1	 	6	1/29/2005	 	984	0	0	5	19	7.2	14.5	9.6	27.7	7.7	7	 	7.35	5.7	5.1	4.2	26.5	35	6	 	 	1.7	46	48	50	1	40	39	19.2	1.9	1.5	9.1	8.9	12.6	9.2	61
2005	0	0	0	0	0	1	 	6	1/29/2005	 	986	0	1	 	19.8	7.8	14.5	8	28.1	8.5	6.7	 	7.1	3.6	5.9	3.8	25.1	32.5	8	 	 	 	47.5	50	51	2	40	38	19.3	1.8	1.3	8	8.3	11.8	9.9	63
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1389	1	0	1	18.3	7.6	14.5	8.4	28.4	8.9	7.1	 	6.1	4.1	6	4.2	25.75	33.65	8.5	13.9	13.9	1.6	47.5	49.5	50	.5	39.5	39	20	1.8	1.15	8.4	9	12.8	9.3	61.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1390	1	0	3	19.6	7.9	15.25	8.8	28.4	8.9	6.7	 	6.6	4.6	5.8	4	24.7	33.8	10	14.1	14.1	1.4	47.5	50	52	.5	39.5	39	19.15	1.7	1.1	8.9	8.1	13	9	64.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1391	1	0	0	19.4	7.15	14.45	8.15	27.5	8.25	7.2	 	5.85	3.9	4.7	3.6	24.7	32.4	7.5	13.9	13.9	1.6	44.5	47	48.5	0	36	36	18.8	1.7	1.1	8.15	8.7	11.3	7.7	60
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1392	1	0	5	20.9	7.85	15.5	7.9	27.55	8.65	6.7	 	6.7	3.8	4.65	3.7	25.2	34	11	14.4	14.4	1.4	48	53	54	4	41	37	20.7	1.8	1.1	8.2	8.4	11.9	8.5	66.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1393	1	0	0	21.5	7.7	14.4	7.9	27.65	8.1	6.8	 	6.5	4.6	4.9	4.2	24.4	31.7	7	14	14	1.4	46	49.5	50	1.5	39.5	38	20.3	1.7	1.25	8.5	7.35	11.1	8.5	68
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1394	1	0	0	 	7.25	14.4	8	27.7	8	6.75	 	7	4.8	4.5	3.4	23.2	31.7	10	13.5	13.5	1.7	 	48	48.5	.5	37.5	37	19	1.7	1.15	7.75	7.5	10.65	7.5	61.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1396	1	0	5	21	7.5	14.4	8.65	27.2	8.1	6.7	 	6.5	4.75	 	4.2	26.1	34.5	9	15.1	15.1	1.8	47	51.5	52.5	4	41	37	20.7	2	1.2	10	8.2	12	9.2	64
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1397	1	1	 	18.8	7.4	14.6	7.4	28	8.4	6.6	 	7.1	4	4.8	2.2	24.4	30.8	8	13.2	13.2	1.4	46	49	49.5	 	 	 	17.85	1.7	1.4	8.2	8.7	11.8	9	60
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1398	1	0	5	20.25	7.6	15.6	9.2	27.9	8.5	6.7	 	6	4.4	5.15	3.6	25.9	34.6	7.5	17.3	17.3	1.7	49.5	50.5	 	2.5	40	37.5	18.5	1.85	1.1	9.2	8.2	12	8.7	64
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1399	1	0	5	20.6	8	14.6	9	27.65	8.8	7.3	 	5.7	4.65	4.5	4	25.8	34	10	14.9	14.9	1.75	48.5	52.5	53.5	 	 	 	21.4	1.8	1.2	9.6	8.35	12	10.1	66.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1401	1	0	3	19	7.5	14.4	8.6	28	8.05	6.9	 	6.5	4.15	4.7	4.1	23.85	30.4	8	14.2	14.2	1.4	44.5	 	50	2.5	39.5	37	19.7	1.65	1.1	8.7	7.8	11.3	9.1	61
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1402	1	1	 	20.25	7.7	14.8	9.15	27.9	8.8	6.8	 	7	3.9	5.2	3	23.8	32.5	9	13.1	13.1	1.7	 	 	 	3.5	40	36.5	19.35	1.6	1.1	8.4	7.55	10.9	7.5	60.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1403	1	1	 	19.3	7.5	13.85	8	27.5	8	7.1	 	6.85	4.15	5.1	3.4	25.3	31.8	8	13.5	13.5	1.3	43.5	46	47.5	2	38	36	19.6	1.9	1.1	7.55	7.7	11.9	8.7	59
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1404	1	0	1	21.35	8	15.35	9.1	28.25	9	7.2	 	6.2	4.9	5.7	4.2	25.6	34	7.5	15.2	15.2	1.4	46	47.5	49	2	39	37	19.9	1.9	1.25	9	8.8	12.1	9.3	62.5
