Site,Species,ID,RelFitness,stdRGR,stdSLA,stdRMR,stdN,stdDELTA
OPNM,ERLA,401,0.931907122,-0.927794402,0.975274975,-0.139978677,0.463911293,0.066375669
OPNM,ERLA,402,1.186508265,-0.109086341,0.194042828,0.085031831,0.95875608,-0.059890619
OPNM,ERLA,403,1.340197388,.,-0.282149961,-0.679721473,0.907620965,-0.11973464
OPNM,ERLA,404,1.31826563,-0.527914824,-0.098561909,-0.478237245,0.348943854,0.011876745
OPNM,ERLA,405,1.608666117,-0.286137145,-0.379627986,-1.242111422,0.062794979,-1.542637053
OPNM,ERLA,406,1.338831193,-1.320810978,-0.813826936,-0.743273983,0.803388438,-0.99947041
OPNM,ERLA,407,1.862649845,-0.272358896,0.425360112,-0.863020146,0.919625597,-0.571316375
OPNM,ERLA,408,1.16861675,-0.447626613,-0.043397712,-0.459092244,0.522895591,0.121421051
OPNM,ERLA,409,1.430809316,-0.277747976,-0.172442089,-0.075009068,0.699617627,-0.860128546
OPNM,ERLA,410,1.359663092,-0.358882884,-0.117809035,0.000783529,0.474761633,-0.48063138
OPNM,ERLA,411,1.614833874,-0.123010519,-1.299917519,-0.657101788,0.636016163,0.154109412
OPNM,ERLA,412,0.799907614,-0.786372135,-0.654575835,0.564291472,0.147289121,-0.198598849
OPNM,ERLA,413,1.397610257,-0.419055864,-0.468275205,-0.097862297,2.078649742,-0.576680183
OPNM,ERLA,414,0.847151196,-0.977157396,0.298282976,-0.271562242,-0.650557199,1.365678768
OPNM,ERLA,415,0.626736781,-1.427716163,0.648379302,-1.279855272,-0.256020347,1.291394543
OPNM,ERLA,416,0.601066064,-1.079734363,0.543483951,0.176390126,3.608778621,-1.656686605
OPNM,ERLA,417,0.633661545,-0.786372135,0.099750764,0.051626291,0.911199268,0.854714799
OPNM,ERLA,418,1.444511589,-0.635185372,-0.37665178,-0.600923418,0.697770761,-0.787908695
OPNM,ERLA,419,1.172070523,-0.447626613,0.405964586,-0.725884589,0.518393854,0.422612087
OPNM,ERLA,420,1.16861675,1.493619153,-0.121526613,-1.318913931,1.426590445,-0.117754094
OPNM,ERTE,101,1.152139048,1.445935716,-0.001122643,-0.461907844,1.188006711,-0.751722832
OPNM,ERTE,102,1.196515056,1.671438364,0.125980814,-0.464729492,1.437253197,-1.108307202
OPNM,ERTE,103,0.96555687,1.231903815,0.078079009,-0.154908264,-0.159298113,0.018968515
OPNM,ERTE,104,0.523581796,-0.874040043,-0.616339841,0.258728851,-3.696130982,1.273862059
OPNM,ERTE,105,0.471734949,-2.043304825,-0.343890865,0.070653228,-2.61685725,1.480044353
OPNM,ERTE,106,1.25719018,0.235846279,-0.027039312,0.046079351,0.169712856,0.132838557
OPNM,ERTE,107,1.26800039,.,-0.369833627,1.063062615,-1.466790787,-0.789688859
OPNM,ERTE,108,1.257876004,0.355017473,-0.194740312,-0.447727168,-0.893019208,0.239852936
OPNM,ERTE,109,0.676552776,-2.043304825,-0.362583802,1.810897169,-0.557559793,1.442380457
OPNM,ERTE,110,0.704516497,-0.402834234,-0.221259919,0.044943836,0.474892608,0.8034873
OPNM,ERTE,111,0.556041676,-2.043304825,-0.238399503,3.021530456,-1.680570816,1.622426957
OPNM,ERTE,112,0.617142254,-0.874040043,-0.527753786,1.829886135,-1.544873066,1.272553282
OPNM,ERTE,113,0.5753898,-1.078902459,-0.671883259,3.121684675,-1.34819544,1.530266565
OPNM,ERTE,114,0.879637365,0.636597506,-0.148619597,-0.185026145,-0.039160746,-0.0249607
OPNM,ERTE,115,0.936886325,0.879481895,-0.032441074,-0.35100626,-1.163573605,0.281956497
OPNM,ERTE,116,1.325288314,0.023168381,-0.127049455,0.13985167,0.744886271,-0.490138898
OPNM,ERTE,117,1.238804869,0.222814314,-0.150228857,0.391248211,-0.369153,-1.183125962
OPNM,ERTE,118,0.622586113,-0.874040043,-0.431781004,-0.195307092,-1.605292209,1.865246235
OPNM,ERTE,119,0.927797069,0.023168381,0.036391303,1.80953619,-0.514803787,-0.622634336
OPNM,ERTE,120,0.972587339,-0.874040043,0.33601813,0.273664722,0.693859431,-0.761187162
OPNM,ERTE,121,1.00607728,1.754021824,-0.376748563,-0.317334023,0.499284559,-1.821223161
OPNM,ERTE,122,0.951697723,-0.67918928,-0.184848422,0.43535544,-1.750942996,1.405588903
OPNM,ERTE,123,1.375796829,0.151856904,-0.063112617,-0.421559247,0.866004923,-0.727167477
OPNM,ERTE,124,0.974726675,0.677817237,0.049013413,-0.404186087,0.453444514,0.323633393
OPNM,ERTE,125,0.714153148,-0.31444297,-0.711361647,1.961290662,-0.600596166,2.269434681
OPNM,ERTE,126,0.554629262,-0.554177643,-0.815985416,0.398630278,0.859346201,0.655039553
OPNM,ERTE,127,0.784141837,0.023168381,-0.285319449,-0.492828692,-0.567582922,1.154613158
OPNM,ERTE,128,1.273536748,0.977705106,-0.053558958,-1.094023222,0.370105348,-0.074646105
OPNM,ERTE,129,0.955602083,0.77955007,-0.174382324,-0.520255161,-1.216002281,1.436204825
OPNM,ERTE,130,1.120244852,-0.808050123,-0.271296478,-0.22304426,-0.109462834,-0.471476994
OPNM,ERTE,131,1.00270425,1.445935716,0.035974912,0.077321982,0.704373203,-0.510311285
OPNM,ERTE,132,0.861857934,0.636597506,-0.111345033,-0.678194868,0.135367868,0.315648883
OPNM,ERTE,133,1.11208402,-0.402834234,0.084936511,-0.52766856,0.946189957,-1.403859025
OPNM,ERTE,134,1.155183509,2.753307807,-0.575526235,-0.127782886,1.54757771,-0.586575943
OPNM,ERTE,135,1.201013481,-0.554177643,-0.259646657,-1.063582781,0.81329588,-0.749545317
OPNM,ERTE,136,1.118579015,2.291083755,-0.069081166,-0.512640903,2.184011369,-0.787881991
OPNM,ERTE,137,0.879191472,-1.745376212,-0.093592904,0.893494176,-0.47471127,1.378044592
OPNM,ERTE,138,1.016584773,0.023168381,0.189927615,0.173441714,0.159199084,0.832070649
OPNM,ERTE,139,0.925096683,0.539195876,-0.499912647,0.601948915,-0.578867704,-1.36598353
OPNM,ERTE,140,1.111768057,0.489830864,-0.159304075,-0.339065521,1.065205855,-0.471230684
OPNM,ERTE,141,0.776833277,-0.874040043,0.05205501,-0.316060524,0.684607312,0.543498076
OPNM,ERTE,142,1.111980781,1.445935716,-0.098790015,-0.817251646,1.920466154,-0.349978211
OPNM,ERTE,143,1.065717514,-0.161401562,0.037634096,-0.160727583,0.403539143,-0.670559069
OPNM,ERTE,144,0.610400232,-2.043304825,-0.649340917,-0.471636681,-1.183199313,1.483971355
OPNM,ERTE,145,1.133898486,0.169150522,-0.032038114,-1.154332224,0.604001727,-0.411433084
OPNM,ERTE,146,0.918026374,-0.402834234,0.203680041,-0.838094598,-0.243828839,0.33455567
OPNM,ERTE,147,1.209561016,0.833577232,0.111000675,-1.464640125,0.335690268,-0.849139114
OPNM,ERTE,148,0.925176648,0.918971306,-0.493207161,-0.218864073,-0.161821418,-0.628942711
OPNM,ERTE,149,0.65052283,-2.043304825,-0.740725032,0.528978711,-0.900589124,1.1294713
OPNM,ERTE,150,1.034923636,1.231903815,0.274424001,-0.759404758,1.824300187,-0.815104072
OPNM,ERTE,151,0.879596872,0.636597506,-0.006768802,0.126029656,-0.49055202,0.185683297
OPNM,ERTE,152,0.995698373,0.222814314,0.232137273,-0.468841479,1.009552956,-1.063081283
OPNM,ERTE,153,0.659974614,-0.874040043,-0.066148562,1.055701771,-1.570807037,1.62069013
OPNM,ERTE,154,0.654398285,-0.874040043,-0.543644558,0.53658881,-1.31805596,1.585487779
OPNM,ERTE,155,0.95881212,1.010081337,0.227335374,-0.069111926,0.275691677,-0.175224663
OPNM,ERTE,156,0.801074278,0.023168381,0.059440035,0.239248645,0.179946261,1.437792456
OPNM,ERTE,157,1.3708184,0.8496858,0.957537641,-1.46634578,1.501317114,-0.406620109
OPNM,ERTE,158,1.308207943,0.539195876,-0.41422445,-1.050143482,0.072845971,-0.731615818
OPNM,ERTE,159,1.176634398,1.902808526,-0.228699182,-0.411579614,0.87862145,-1.576168707
OPNM,ERTE,160,1.010268925,0.201019892,-0.110531886,0.635549607,-0.412329557,0.137441272
OPNM,ERTE,161,1.124606671,-0.31444297,-0.27229427,0.58739508,-0.65372576,-1.41658615
OPNM,ERTE,162,1.170798037,-0.199191396,-0.466872986,-0.416950706,-0.114579536,-0.765456841
OPNM,ERTE,163,0.983409579,0.201019892,0.473625723,-1.014135746,0.267420843,0.26813953
OPNM,ERTE,164,0.943425681,0.833577232,9.188523338,4.779268169,0.814557533,-1.052370813
OPNM,ERTE,165,0.933898786,1.188189534,-0.269041759,0.212452616,-0.189297409,0.332448199
OPNM,ERTE,166,0.796613,-1.078902459,-0.006021899,0.681623444,0.107891877,0.97485645
OPNM,ERTE,167,1.117725933,0.183516629,-0.0172987,-0.030320207,-0.296678066,-0.349330601
OPNM,ERTE,168,1.182872476,0.33892752,-0.19997914,-0.83073311,0.032052536,-0.23029474
OPNM,ERTE,169,1.472925999,0.360751881,-0.173682657,-1.993289757,0.753858023,-1.090931565
OPNM,ERTE,170,1.203766535,-0.432689589,0.022648618,-0.27414574,.,.
OPNM,ERTE,171,1.239232629,0.023168381,-0.010493014,-0.335972229,0.076911296,-0.281363634
OPNM,ERTE,172,1.136291147,-1.043996124,-0.038110735,-0.647330206,0.060229445,-0.708398951
OPNM,ERTE,173,0.835217255,0.33892752,-0.116832098,0.016264889,1.042916659,-0.767658458
OPNM,ERTE,174,1.007971149,1.074304458,-0.126572887,-0.108321772,-0.128177348,-0.179962004
OPNM,ERTE,175,1.143950961,-1.710112002,-0.648773772,0.159030501,-0.59302625,-2.029946142
OPNM,ERTE,176,1.103086358,0.183516629,0.074817612,0.751499193,0.426669441,-1.219569366
OPNM,ERTE,177,1.229707959,-0.482306324,-0.335995415,-0.569146072,0.247234401,-0.930605079
OPNM,ERTE,178,0.988382496,1.010081337,-0.024373019,0.525936801,0.143778885,-0.868293886
OPNM,ERTE,179,1.163393121,0.539195876,-0.219471402,-0.291081095,0.47650472,-0.196751742
OPNM,ERTE,180,1.175763349,0.169150522,-0.05657218,-0.489905484,-0.062851779,-0.713696246
OPNM,ERTE,181,1.147652136,-0.33952149,0.124222843,0.018395559,0.171114692,-0.036145881
OPNM,ERTE,182,0.683723227,-1.526112765,-0.405941511,3.718878489,-0.008460532,0.719479316
OPNM,ERTE,183,1.034143317,-0.986516754,0.120647431,0.573083806,0.571198759,-0.316850678
OPNM,ERTE,184,1.135566782,0.700585205,0.199064451,-0.913623914,0.378446274,-0.008413737
OPNM,ERTE,185,1.283548796,1.099800129,0.052856241,0.184133812,1.333797681,-0.914177853
OPNM,ERTE,186,1.091228841,1.445935716,0.106119603,-0.29539271,1.01824434,-0.88063648
OPNM,ERTE,187,1.077137884,-0.161401562,0.080464817,-0.33832051,0.144059253,-0.524645756
OPNM,ERTE,188,1.229172497,-0.376656147,3.718426987,-0.72905328,0.831519751,-1.634667049
OPNM,ERTE,189,1.492085056,0.12720829,-0.521330666,-1.024290816,0.548489012,-1.202550671
OPNM,ERTE,190,1.024973424,0.372837242,-0.091887828,-0.401257249,-0.15649444,0.452209603
OPNM,ERTE,191,1.119521833,-0.467058093,0.01713495,-1.183184671,0.928807187,-0.390576479
OPNM,ERTE,192,1.127688589,0.023168381,0.034240859,-0.005717566,0.813996798,-0.484961477
OPNM,ERTE,193,0.892025665,0.33892752,-0.070906777,-0.031984412,-1.04427734,0.660100537
OPNM,ERTE,194,1.219396501,0.539195876,0.317468395,-0.119529786,0.997497164,-0.608165546
OPNM,ERTE,195,0.851835058,-0.554177643,0.396124729,0.225579252,-0.486066144,1.507563476
OPNM,ERTE,196,0.740099053,-0.31444297,0.001731318,0.627128555,-0.713023433,1.707722794
OPNM,ERTE,197,0.62832776,-1.408882665,-0.323053739,0.014336513,-1.207731447,2.122196779
OPNM,ERTE,198,1.377488045,0.77955007,0.133209761,-1.401701765,1.804394112,-0.568233192
OPNM,ERTE,199,1.184989679,-0.127308665,0.159972872,-0.526069763,1.00857167,-0.214455805
OPNM,ERTE,200,0.751242455,-1.327523838,0.216059563,0.216988596,-0.61237159,1.19561683
OPNM,ERTE,441,1.212801858,0.414918215,0.0161037,-0.788988629,1.222351699,-1.307224979
OPNM,ERTE,442,1.19724673,0.250699312,-0.071287029,-0.222228497,0.103686368,-0.483290997
OPNM,ERTE,443,1.054308951,0.879481895,-0.38460347,-0.944864514,0.01326793,-0.660664897
OPNM,ERTE,444,0.598785786,-1.606607653,-0.672708584,0.289578456,-1.595899906,1.668588537
OPNM,ERTE,445,0.84096646,-0.554177643,0.356908002,0.376941277,0.636664512,1.060724969
OPNM,ERTE,446,1.005835287,-0.467058093,-0.137996199,-0.338775274,-1.38646557,0.576972023
OPNM,ERTE,447,1.251003133,0.574182361,-0.216915585,-0.882922879,0.324755946,-0.623982465
OPNM,ERTE,448,0.88770585,-0.874040043,0.018145154,0.244390266,-1.200722266,1.326149857
OPNM,ERTE,449,0.679772573,-2.043304825,0.155270118,0.686263312,-0.765452109,0.995360682
OPNM,ERTE,450,0.753668328,-1.408882665,-0.642227494,-0.635464737,-1.853557409,0.279511192
OPNM,PERE,201,0.860539965,-0.178222985,-0.198313071,0.182905356,-0.71703193,0.937124793
OPNM,PERE,202,0.952676602,-0.984714529,0.331689259,-0.256009808,-0.800052653,0.55142638
OPNM,PERE,203,0.936351713,-0.00039617,0.775139266,-0.863606621,-1.285375895,0.949348135
OPNM,PERE,204,1.029543699,-0.683505956,-0.319937442,-0.843849292,0.808908854,0.728529206
OPNM,PERE,205,0.971050546,0.51998065,0.855664782,0.401649964,-1.12045299,-0.179386819
OPNM,PERE,206,0.65154296,-0.454304977,0.429282479,-0.46912477,2.603548446,0.734513023
OPNM,PERE,207,1.168945062,1.187602984,1.041342832,0.002070883,-0.718274755,0.631301053
OPNM,PERE,208,0.954767661,-1.174218389,-0.127852123,2.078392043,0.375287141,-0.176819054
OPNM,PERE,209,0.941808346,0.82067747,0.128714721,0.053384884,-3.250158257,0.915379516
OPNM,PERE,210,0.983922967,0.72319497,1.106806958,-0.128401614,0.282323816,0.501813367
OPNM,PERE,211,0.583357762,-0.503368298,0.050958927,2.158333127,.,.
OPNM,PERE,212,1.340042033,1.435135918,0.239719255,1.943743107,1.970329006,.
OPNM,PERE,213,0.99780115,1.06903533,0.43381027,0.753651688,2.189439089,-0.324494504
OPNM,PERE,214,1.11266967,-0.591703107,0.044747994,0.983546116,-0.105686212,0.260977668
OPNM,PERE,215,0.900911783,-0.078061932,0.741408874,2.984273593,0.208375716,0.797734311
OPNM,PERE,216,1.162992651,-0.113425076,-0.997091869,0.421524778,0.684750616,-0.336954868
OPNM,PERE,217,0.563621546,-0.604596066,-0.069480822,-0.434991426,0.058988127,-1.224088248
OPNM,PERE,218,0.745315374,0.247750264,0.138693946,-0.330763779,0.452466586,0.492609599
OPNM,PERE,219,0.637582411,-0.573771395,0.856368814,1.983988373,-1.254678112,1.837886388
OPNM,PERE,220,0.843357291,2.044959264,-1.222481453,-0.541715564,0.236960696,0.018879089
OPNM,PERE,221,0.474228898,-0.503368298,-1.217029619,1.769429472,-0.621541527,-1.567671492
OPNM,PERE,222,0.670271773,0.247750264,-0.990051538,-0.251248232,-0.979516612,1.111231759
OPNM,PERE,223,1.003089691,0.018700847,-0.211801525,1.011478761,-0.453677269,-0.426047138
OPNM,PERE,224,0.59070146,-0.879394011,-0.753391833,0.107829388,-3.250158257,1.217418345
OPNM,PERE,225,0.652049215,0.502503383,1.076015293,0.138018808,0.486271431,0.721057565
OPNM,PERE,226,0.881063581,-0.828710741,0.290557451,0.223031288,-0.290121473,0.274142427
OPNM,PERE,227,0.688935916,-0.828710741,-1.563828895,-1.122039654,-0.6120132,1.022759128
OPNM,PERE,228,0.924031069,0.623040231,1.794704792,1.19315614,0.18836623,1.176054014
OPNM,PERE,229,0.674087107,-0.828710741,-0.416715229,-1.542903165,-1.205586517,0.836593335
OPNM,PERE,231,0.882869616,-0.065787917,-0.413376437,-1.499167428,-1.366656663,0.647651076
OPNM,PERE,232,1.014303905,0.461373028,0.977269411,-0.957592646,-0.656630625,0.411753864
OPNM,PERE,233,0.509011982,-0.984714529,1.746129274,-1.123531047,0.471357529,-0.979351842
OPNM,PERE,234,0.700103322,-0.178222985,2.217534637,-0.676658775,-0.984363631,0.582807902
OPNM,PERE,235,1.234489296,2.60799457,0.830365899,-0.968465031,1.576974829,-0.638291202
OPNM,PERE,236,0.820663951,0.377579098,-0.164511384,0.714195347,0.286797986,0.635854912
OPNM,PERE,237,0.504366076,-0.503368298,2.497787359,-1.412991997,-0.689814058,0.61869269
OPNM,PERE,238,1.157625868,1.06903533,5.259522742,0.741475588,2.075969148,-1.471650756
OPNM,PERE,239,1.274585985,0.511925241,0.642740072,0.815191616,1.135357607,0.072396731
OPNM,PERE,240,1.24870797,1.564745441,1.547251693,-0.684473382,1.181632132,-0.278776648
OPNM,PERE,241,0.735156514,1.392840556,1.130852467,1.170994831,0.455697932,0.509900199
OPNM,PERE,242,0.934587013,1.187602984,1.463048812,-0.639352703,0.794864929,0.342684806
OPNM,PERE,243,1.118397836,1.27433587,0.486715069,0.264777284,0.535114462,0.955920968
OPNM,PERE,244,1.217438214,1.27433587,-0.082236491,-0.81321025,0.944376801,-0.529733171
OPNM,PERE,245,1.326487446,0.440619742,-0.12145982,-1.075014675,0.574512021,-0.68235508
OPNM,PERE,246,0.692998383,-0.54712664,0.33366633,0.653070504,0.029657452,0.754675863
OPNM,PERE,247,0.500445611,-0.984714529,-1.033056302,-0.713638414,-1.409285567,-0.684504631
OPNM,PERE,248,0.625222631,-1.554990169,1.189243904,2.256140979,-1.383559086,-2.710166301
OPNM,PERE,249,1.055804886,0.623040231,0.205706852,1.549061875,0.180784997,0.528143985
OPNM,PERE,250,1.420981481,0.852613661,0.553910489,0.695036789,0.919396015,-0.852080156
