Site,Species,ID,RelFitness,stdRGR,stdSLA,stdRMR,stdN,stdDELTA
OPNM,PERE,251,1.159576796,0.455000947,-0.279526635,-0.351008815,0.03301308,0.158852577
OPNM,PERE,252,0.4476765,-0.683505956,-0.370192056,-2.152562105,-1.037183702,1.317581473
OPNM,PERE,253,0.774095431,0.377579098,-0.152484753,0.359861048,-0.379853452,1.043093613
OPNM,PERE,254,1.102137492,-0.350492723,0.110472776,0.469764992,-1.374859309,1.017301949
OPNM,PERE,255,0.861363113,0.042399688,-0.49061985,0.684427917,0.024934716,0.564740535
OPNM,PERE,256,0.911249186,1.172969331,-0.141124066,0.534770891,-0.633141228,0.73178852
OPNM,PERE,257,0.965641422,1.172969331,-0.661975676,-0.707871189,-0.368295178,0.136978005
OPNM,PERE,258,1.049386993,0.543146937,0.2718633,-0.094898031,0.623603616,-0.160702495
OPNM,PERE,259,0.915485242,1.27433587,0.842009497,-1.219005319,0.275363995,0.706044451
OPNM,PERE,260,0.887977696,1.008413753,2.120972591,1.162980864,0.110068243,0.897997819
OPNM,PERE,261,0.977937214,0.750037085,-0.873276259,-0.428597996,0.360497521,0.886282588
OPNM,PERE,262,0.784892387,0.413747784,0.073980774,0.469764992,-0.024654009,0.497547858
OPNM,PERE,263,0.962395111,-0.368356361,-0.194763419,0.45288722,-0.975788137,0.893301407
OPNM,PERE,264,1.150649756,1.03650802,0.241808159,1.293008184,-0.496554739,0.55436551
OPNM,PERE,265,1.41181181,1.373316312,0.358261047,-1.019930862,0.844329372,-2.179618333
OPNM,PERE,266,0.988863615,0.247750264,-0.255542615,-0.193861913,0.197687419,-0.370331808
OPNM,PERE,267,1.212573904,1.207034036,0.551793285,-0.514583573,0.135794724,-1.349283707
OPNM,PERE,268,1.286943113,0.14678766,0.005719653,0.080083849,0.603221283,-1.100663558
OPNM,PERE,269,0.998902071,0.190457146,-0.410712507,0.739880246,0.18687484,0.344811327
OPNM,PERE,270,0.734759688,0.203279436,-0.82413207,-1.793188626,-0.254203824,-0.367030475
OPNM,PERE,271,0.559666264,0.377579098,-1.435848214,-0.788425715,-0.909048423,-1.841594158
OPNM,PERE,272,0.641256977,-0.178222985,-1.610823026,0.654297646,-0.009242977,0.719549145
OPNM,PERE,273,0.782138591,-0.955434047,-0.496270592,1.03794545,-0.958761431,0.866308767
OPNM,PERE,274,1.395634978,1.748351138,-0.359328335,-0.133204015,1.109921118,-0.168833821
OPNM,PERE,275,0.836941804,0.413747784,-0.324341973,1.520931152,1.484384352,-0.094835681
OPNM,PERE,276,0.643857666,-0.454304977,-1.88356267,1.506743299,-0.596105037,-0.061819069
OPNM,PERE,277,0.766220539,-0.984714529,-1.075328317,-0.438529886,-1.279907464,0.645642624
OPNM,PERE,278,0.744544564,-0.683505956,-1.281198518,-2.286939967,0.149092954,-0.511424264
OPNM,PERE,279,1.820957162,0.259085443,-0.116218218,-1.113556712,0.781815265,-2.404139016
OPNM,PERE,280,1.421566416,1.008413753,-1.131626069,-0.302842455,0.124609298,-1.640004794
OPNM,PERE,281,1.644042722,0.326268448,1.090568033,-0.643891501,1.771104126,-1.572701752
OPNM,PERE,282,0.743385076,-0.282167672,-0.524262701,-0.943102678,-4.60702E-05,2.635828168
OPNM,PERE,283,1.155316297,-0.611351266,-0.731873222,0.425730116,0.089934474,0.049170318
OPNM,PERE,284,0.989805599,-0.00039617,-0.386697301,-2.023074774,-0.317587909,0.666244396
OPNM,PERE,285,0.66004885,-1.342003544,-1.62678898,.,-1.322784933,-1.551383598
OPNM,PERE,286,1.523434186,0.377579098,0.23295299,0.057510221,-0.750215362,0.86078579
OPNM,PERE,287,1.137599929,-0.38247989,0.333420811,-0.100681518,-0.586286718,-0.590580158
OPNM,PERE,288,1.017441466,-0.016114038,-0.501916264,0.457568294,-0.711936346,0.739697107
OPNM,PERE,289,1.107110753,0.502503383,-0.217333975,-0.822240657,0.294752068,0.974305826
OPNM,PERE,290,1.739545329,1.761190966,-0.240932965,0.04647413,1.293362118,-1.639556019
OPNM,PERE,291,1.550119682,1.166928523,0.950733576,0.174269159,0.472351789,-1.959194818
OPNM,PERE,293,1.66833198,1.085200214,-0.518662089,-0.225008039,-0.602816293,0.073472573
OPNM,PERE,294,0.939200042,-0.255802946,-0.431458258,0.861429641,-0.458400005,0.486545825
OPNM,PERE,295,1.222424649,1.213813388,0.752869837,0.369450374,1.954047996,-1.890974448
OPNM,PERE,296,1.536923871,1.912615173,0.783045163,-1.387823379,.,-1.005366541
OPNM,PERE,297,1.00936522,0.167243333,-0.225727853,-0.331447011,0.177677934,0.345611729
OPNM,PERE,298,1.079032819,0.042399688,0.252071455,0.311277485,-0.330016162,0.661111255
OPNM,PERE,299,1.0045343,0.326268448,0.729497789,0.389297366,-0.18448133,0.509973655
OPNM,PERE,300,1.097914205,0.112389429,-0.266076773,-0.392197296,0.16959957,0.270199246
OPNM,PERE,421,1.037161651,-0.557339238,-0.011316776,-1.016138727,-0.121967223,-0.386481702
OPNM,PERE,422,0.874797922,-0.809207573,1.561899798,-2.041389046,0.52467473,0.934626276
OPNM,PERE,423,0.840747325,-1.232239044,-1.474394626,0.437905733,-0.891524588,-0.626442304
OPNM,PERE,424,1.189469605,-0.798878803,-1.087205444,1.465429871,-0.252712434,0.382278948
OPNM,PERE,425,1.416211612,-1.588170158,-0.131153165,0.162930926,0.503173854,-0.790580918
OPNM,PERE,426,1.160947241,-0.938895488,-0.115083427,-0.761116938,0.814253002,-0.072932179
OPNM,PERE,427,1.263879196,-0.683505956,-0.621345258,-1.57832271,1.985242908,-0.141119574
OPNM,PERE,428,0.599664411,-2.931757353,-1.027145929,-0.226900335,-1.341178746,-1.541676756
OPNM,PERE,429,1.159118756,-0.476827739,0.257430411,0.047957852,0.932569962,0.077710311
OPNM,PERE,430,0.793022981,-1.807631655,-1.562910286,1.002088978,-0.498418976,1.099174882
OPNM,PERE,431,1.194258576,-0.984714529,-0.736654148,-0.230826067,0.353164852,1.084027307
OPNM,PERE,432,0.959529049,-0.573771395,-0.608446039,0.110351039,0.2746183,0.506687511
OPNM,PERE,433,1.213356865,-0.573771395,-0.152388751,0.385741239,1.270618417,-0.063624476
OPNM,PERE,434,1.300008256,-0.735196806,-0.747641662,0.51286095,2.180863595,-1.045376944
OPNM,PERE,435,1.195496905,-2.253884051,-0.727427693,0.051532157,-1.276800401,-1.117680589
OPNM,PERE,436,1.309433843,-1.469396541,-0.218008564,-0.271083229,0.18488632,-1.11922929
OPNM,PERE,437,0.926983595,-2.490838978,-1.228519967,0.310530776,-0.985482173,-1.021267503
OPNM,PERE,438,0.959529049,-0.955434047,-1.245454777,-1.29534476,0.055508216,0.767133172
OPNM,PERE,439,1.411428906,-1.902270741,-0.684812981,-0.393971169,-0.71852332,-2.878658565
OPNM,PERE,440,1.300765898,-1.554990169,-0.615590303,-0.225719352,-0.252712434,-0.556553331
OPNM,STMI,301,0.834393419,0.368673081,-1.323032162,-0.779900414,-0.550509374,-0.272913545
OPNM,STMI,302,0.975320358,-0.356740863,1.693945954,0.389781898,-1.075962299,0.047614279
OPNM,STMI,303,0.803881329,-0.366158477,2.484085973,1.96886899,-1.178979367,0.736759445
OPNM,STMI,304,0.778205966,-0.818421211,-0.334117097,-0.175544336,-1.58019461,-1.505873573
OPNM,STMI,305,0.528324139,-0.166966826,-0.248846142,0.534776421,-1.552420571,1.164919771
OPNM,STMI,306,1.470649211,0.066066824,0.616583639,-1.185424342,0.039437576,0.706188853
OPNM,STMI,307,2.200535963,1.685367724,0.342565855,-1.055349329,0.770716591,-0.136878323
OPNM,STMI,308,0.836995792,-0.712405995,-0.283795836,-0.352402738,-1.080053856,-2.062210577
OPNM,STMI,309,0.817579548,0.577482696,-0.725875085,-0.685921245,-1.180747751,-0.877868376
OPNM,STMI,310,1.542845251,0.863122758,-0.597345318,-1.264456937,1.020786968,-0.712574286
OPNM,STMI,311,1.279107209,-0.243526985,-0.231782196,-1.015044227,0.418079911,-0.136257934
OPNM,STMI,312,1.003133983,0.878327844,-0.485019776,-0.057045419,-0.434697524,0.558453178
OPNM,STMI,313,0.628384644,-0.228621539,-1.933322234,0.691840055,-2.734013506,0.594110016
OPNM,STMI,314,0.566039523,-0.166966826,0.826629773,0.577724172,-0.829983478,1.010269617
OPNM,STMI,315,0.547548092,-0.077174935,-0.743003514,2.461252406,.,.
OPNM,STMI,316,0.704528229,-0.563107857,-0.446420955,0.714122036,-2.734013506,-1.458500874
OPNM,STMI,317,0.637604432,-0.047913423,-0.452844816,0.218354906,.,.
OPNM,STMI,318,1.432113693,0.832997873,0.477152844,-0.264724296,0.786528029,1.23205846
OPNM,STMI,319,1.056598755,0.577482696,0.127686358,-0.489967428,1.551718418,.
OPNM,STMI,320,0.772311059,-0.047913423,-0.394563817,0.254473304,-1.671630493,0.808097407
OPNM,STMI,321,1.248965467,0.416274869,0.123572922,-0.761337362,0.947242976,0.659532147
OPNM,STMI,322,0.678855153,0.457342445,0.47120325,-1.409885869,-0.040035706,0.927013645
OPNM,STMI,323,0.716872837,-0.228621539,-1.528859819,0.948638021,.,-0.142349679
OPNM,STMI,324,0.66425732,-0.077174935,-2.088139666,0.914617341,.,0.68920571
OPNM,STMI,325,0.663020781,-1.30979965,0.712165109,-0.412920868,.,-0.391582274
OPNM,STMI,326,0.887871997,0.773853711,0.60927671,-1.643707548,-0.204183399,0.927013645
OPNM,STMI,327,1.131414456,0.914185337,0.025523009,-0.405074146,1.013921475,1.117330688
OPNM,STMI,328,0.57798699,0.066066824,-0.375364033,2.03002713,.,1.295810017
OPNM,STMI,329,0.585307512,0.457342445,0.916892157,1.872946844,.,0.154496556
OPNM,STMI,330,1.053285832,0.066066824,0.39456738,0.964634833,0.523766892,1.09353762
OPNM,STMI,331,0.750062351,-0.563107857,0.296312515,1.192320463,.,0.891336196
OPNM,STMI,332,0.636297994,-0.077174935,-0.59234085,1.047855795,.,0.534683179
OPNM,STMI,333,0.94994598,1.351734427,0.587618072,1.236797979,1.281831732,0.49903002
OPNM,STMI,334,2.198865431,1.575883733,-0.629378774,-1.171270966,0.446478086,-0.809428802
OPNM,STMI,335,0.968770443,0.304040693,-0.287794447,-0.203124601,1.529665623,0.709150231
OPNM,STMI,336,0.759287703,0.144711175,-0.463049481,0.946356513,1.011528955,.
OPNM,STMI,337,0.9360384,0.577482696,0.202285812,1.149231397,2.118433649,.
OPNM,STMI,339,0.939552835,1.338973845,0.592530183,0.49850599,2.177518497,0.170602177
OPNM,STMI,340,2.100797162,0.905495838,0.165100992,-0.772122686,1.968537055,-1.293425287
OPNM,STMI,341,1.056598755,2.995259186,-0.340546645,-0.390475003,0.197239889,-0.29923668
OPNM,STMI,342,1.234308284,1.414947435,0.558899424,-0.634805303,1.988509398,0.330618591
OPNM,STMI,343,2.082270931,0.556445896,-0.329397395,-1.272201454,0.653067008,-0.961762483
OPNM,STMI,344,0.454324824,-0.291837872,-0.913785036,0.282269739,.,-0.391582274
OPNM,STMI,345,1.068019079,1.271312408,-0.560483855,-0.749506324,.,0.356439448
OPNM,STMI,346,0.51338938,-0.423473181,-0.325200586,-0.434446193,.,-0.154220345
OPNM,STMI,347,0.670393197,-0.166966826,0.006170124,0.154646167,.,0.546568056
OPNM,STMI,348,0.570554359,0.332485468,-1.149205077,0.92706827,.,-0.249176863
OPNM,STMI,349,0.534817097,-0.126676244,-0.618064208,-1.310234194,.,0.534683179
OPNM,STMI,350,0.84811423,-0.1941835,-0.041514223,0.570222191,-0.618089402,.
OPNM,STMI,351,1.084401235,1.489551794,0.393554078,-0.965168236,0.53957833,0.515511316
OPNM,STMI,352,0.872839849,0.360668063,-0.601197959,-0.540450906,-0.509385765,.
OPNM,STMI,353,1.66066991,0.423781537,0.694646367,-1.214257725,-0.088718292,0.381110306
OPNM,STMI,354,0.861457788,-0.166966826,0.238661202,1.296107896,-0.447596329,0.486218702
OPNM,STMI,355,0.740658242,1.155922996,-0.169795268,-0.410555718,0.391242075,0.60599612
OPNM,STMI,356,0.536426854,0.577482696,-0.052586136,0.304341876,-0.929013012,0.870346822
OPNM,STMI,357,0.326607786,-0.779895295,5.400343229,1.820596669,-2.734013506,1.264214347
OPNM,STMI,358,0.812146566,-0.166966826,-0.308023997,0.164136821,-1.104499171,0.892454985
OPNM,STMI,359,1.111188973,0.304040693,0.071264523,0.297133437,-0.660634654,1.127020411
OPNM,STMI,360,0.99508091,0.805520556,-0.833205022,1.200108275,-0.358969057,0.467107383
OPNM,STMI,361,1.850434097,-0.228621539,-0.366016636,-1.04597537,-0.287817585,0.180726358
OPNM,STMI,362,1.879964932,-0.077174935,-0.252923415,-0.164638974,-0.71170976,-0.417341452
OPNM,STMI,363,0.968110563,-0.060878865,-1.035497944,-1.014168178,-0.590003295,-0.743360876
OPNM,STMI,364,0.432923542,-0.563107857,1.118342192,1.328615652,.,-0.225439202
OPNM,STMI,365,0.306382303,-0.563107857,-1.56865753,0.423954882,.,-3.763386172
OPNM,STMI,366,0.883961087,0.066066824,-0.569946453,1.220806339,-0.901447018,0.820717122
OPNM,STMI,367,0.521743138,-0.563107857,-1.868434368,0.983685459,.,-0.877868376
OPNM,STMI,368,1.431859787,0.577482696,0.039545871,-0.859663426,-0.413580932,0.40898111
OPNM,STMI,369,1.690186776,3.466204125,-0.477356089,-1.856334736,-0.377589106,-1.005413016
OPNM,STMI,370,1.544660367,0.426591929,0.237371676,-1.575335867,-0.255258505,-0.573138754
OPNM,STMI,371,1.021223332,0.368673081,0.665958029,-1.001742019,-0.538928189,-0.425512694
OPNM,STMI,372,1.829400442,-0.08192487,0.286262286,-1.446779408,-0.288649766,-0.68016895
OPNM,STMI,373,0.707926199,0.134998888,1.720206249,-0.091286943,-0.067913768,0.07652608
OPNM,STMI,374,1.135173169,-0.004611186,0.125897439,0.907598112,-0.782653186,0.344815468
OPNM,STMI,375,1.392461165,-0.360614161,0.521590696,0.172347728,0.092281066,1.385112184
OPNM,STMI,376,1.033496314,0.127422026,0.354972128,0.544746602,0.199008274,1.080014923
OPNM,STMI,377,1.163797753,-0.065882404,-0.646120412,-0.505731514,-0.635045089,0.124464536
OPNM,STMI,378,0.721285061,-0.291837872,4.409350104,2.151180505,.,0.950799838
OPNM,STMI,379,1.281536524,0.398821754,0.245338722,-0.170492442,0.052856494,0.192598979
OPNM,STMI,380,1.076014999,0.914185337,-0.020123555,0.882437371,-0.49648696,1.116915891
OPNM,STMI,381,0.764338127,-0.334910719,0.100343921,2.481169845,-0.641078401,.
OPNM,STMI,382,0.936743325,0.959775174,0.586757975,0.164551687,-0.467568672,0.656054076
OPNM,STMI,383,0.609402395,-0.228621539,1.36116143,-0.069132276,0.101018966,.
OPNM,STMI,384,0.585307512,-0.563107857,-1.832881887,0.644701512,-0.43573775,.
OPNM,STMI,385,1.866566184,1.549623419,-0.329796547,-1.368889866,0.378135225,-2.332991705
OPNM,STMI,386,0.603839683,-0.563107857,0.146449258,1.696126812,-1.68463332,.
OPNM,STMI,387,1.381316212,1.538562897,0.361619803,-1.125390809,1.093394757,0.516141476
OPNM,STMI,388,0.991947643,0.655204956,0.119830554,0.018128545,-0.436881999,1.057849859
OPNM,STMI,389,1.486790317,0.470914378,-1.133102373,0.479112167,-0.372283952,.
OPNM,STMI,390,0.737482606,-0.751494287,-0.167120229,0.670162126,-0.800337032,.
OPNM,STMI,391,1.608158439,0.368673081,0.257485996,-1.375739493,0.261421846,-0.636425865
OPNM,STMI,392,1.635291055,0.468451044,0.476220205,-0.966724138,0.655979642,-0.129933543
OPNM,STMI,393,1.050507683,0.529958721,0.161506769,-0.699093743,0.978553785,0.937244771
OPNM,STMI,394,0.855665069,0.134998888,0.10843882,0.259971661,-0.445931967,-1.588766407
OPNM,STMI,395,1.393561713,0.935531249,0.645280733,-0.962754798,0.832818095,0.520103794
OPNM,STMI,396,0.552237417,-0.184429792,0.537315708,-0.717421178,.,0.166373589
OPNM,STMI,397,2.044535397,0.763234217,0.184413905,-1.533991767,0.764267188,-1.006434888
OPNM,STMI,398,1.710345288,0.667004176,-0.083413412,-1.354414341,1.040412569,-1.104019328
OPNM,STMI,399,0.801094672,0.577482696,0.650276407,-0.002271433,0.032780128,1.391021597
OPNM,STMI,400,1.688543322,0.872055273,-0.956481877,-1.193596476,0.442871968,-1.380475704
OPNM,STMI,461,1.113151933,-1.58115729,0.541271779,-0.472557716,.,.
OPNM,STMI,462,0.508307225,.,-1.818071859,1.375886864,0.046927204,0.452685735
OPNM,STMI,463,0.943736838,-2.330507985,0.616624775,0.589591753,1.345441564,0.904806075
OPNM,STMI,464,0.867182184,-1.57697408,0.597003018,0.919728841,.,.
OPNM,STMI,465,1.015866966,-2.274421228,-0.473225578,-1.408379613,0.016864667,0.901183621
OPNM,STMI,466,0.773298529,-1.608730116,-0.177542172,0.513799181,1.038470814,-1.277965742
OPNM,STMI,467,0.641502777,-1.70601245,-1.162103038,0.019693371,.,.
OPNM,STMI,468,0.789785236,-1.908044182,1.112068511,-0.368597866,0.883269065,0.162837511
OPNM,STMI,469,1.206836202,-1.680842019,-0.456967457,-0.305700321,0.027266929,0.577538873
OPNM,STMI,470,0.623036476,-2.101101442,-1.182385082,-0.895521257,.,.
OPNM,STMI,471,0.391416094,-1.329597293,0.551763968,-1.568152059,0.144812489,-1.579160256
OPNM,STMI,472,1.314975459,-1.303986641,-0.201838294,0.137627655,0.923421796,-0.118102227
OPNM,STMI,473,0.601034234,-1.329597293,0.646193672,0.12334723,0.467178587,-1.039318108
OPNM,STMI,474,0.382670968,-1.644184633,0.189078738,-0.068117417,0.709031178,-1.788363271
OPNM,STMI,475,0.965462036,-1.55266901,-0.447310474,0.060262654,1.025155918,-0.833132797
OPNM,STMI,476,1.27771355,0.20230834,-0.351350471,-0.088054946,0.546235778,-2.5379105
OPNM,STMI,477,0.559953658,-1.758316945,-1.172092931,1.703224938,0.45417576,-1.910543979
OPNM,STMI,478,0.991947643,-1.557565033,-0.096559372,0.377444914,.,.
OPNM,STMI,479,1.365561642,-1.203290369,0.596764093,-0.624474702,.,.
OPNM,STMI,480,0.592519254,-1.758316945,-0.046722009,0.448788661,.,.
TH,ERLA,1,1.201182233,0.0343402,0.728884239,-0.098544757,.,.
TH,ERLA,2,0.990395907,-1.121537213,0.492514596,-0.094977546,.,.
TH,ERLA,3,1.000359446,-0.608224901,0.334760781,-0.412397897,.,.
TH,ERLA,4,1.065812252,-0.418990354,-0.355906224,0.799367988,.,.
TH,ERLA,5,0.662637785,1.410259064,-0.063559299,-2.640570275,.,.
TH,ERLA,6,1.638106288,-0.230376858,-2.051897474,-0.500982086,.,.
TH,ERLA,7,1.22133368,0.581528687,1.209635876,0.857391762,.,.
TH,ERLA,8,1.398394307,-1.153793907,0.380554669,0.250711757,-0.262989606,-0.223031348
TH,ERLA,9,1.367727341,-0.501101455,-0.794858704,1.336846141,-0.583495279,-0.786489467
TH,ERLA,11,1.213290689,-0.385696082,0.235754649,0.680436692,.,.
TH,ERLA,12,1.457152814,-0.920182577,-0.56706165,0.14603856,-0.478582848,-1.215973719
TH,ERLA,13,0.543007637,-1.844960098,2.917507582,0.971542877,-2.079488855,0.766433321
TH,ERLA,14,0.93145268,-1.186381465,-1.696615605,1.715671034,-0.540773207,-0.091126753
TH,ERLA,15,1.361980685,-0.088474306,-1.486077942,-0.849130888,1.011552216,-1.861428068
TH,ERLA,16,1.266746308,-0.025054908,-0.994073454,-0.884539942,1.221286947,-1.692065311
TH,ERLA,17,1.388900512,-0.722673449,-0.698205723,-1.094203217,0.478427623,-2.654504323
TH,ERLA,18,0.933177625,-0.815209971,0.393267773,-0.092938,1.936926722,-1.835418624
TH,ERLA,19,1.248465766,-0.199457513,0.754540914,-0.378631935,1.259682733,-1.488064209
TH,ERLA,20,1.122404614,0.289652349,-0.766641859,-0.229763287,2.215972156,-1.0051365
TH,ERLA,21,1.336704118,0.844101298,-2.444964976,-0.20678416,2.159730441,-1.85373053
TH,ERLA,22,1.287781962,0.609101544,-1.334513876,0.052698042,0.317273477,0.926635153
TH,ERLA,23,0.446697065,-3.270947201,-1.069163439,-0.210126054,0.180454688,-0.248398899
TH,ERLA,24,1.008361407,-0.135199547,0.859415367,-0.787320078,0.615787197,-1.730211512
TH,ERLA,26,1.561682117,-0.180075675,-1.107621322,-0.923041558,1.222729042,-1.90036517
TH,ERLA,27,1.272098926,0.500990026,-0.683318552,-0.533175002,1.337736139,0.413190762
TH,ERLA,28,1.018097085,-0.533513,-0.384700595,-0.830620081,-0.102015722,0.830289221
TH,ERLA,29,0.928944977,-1.460368879,-2.365950597,-0.437757064,-0.776375521,-0.86918412
TH,ERLA,30,0.6262597,-0.625032083,-0.917630695,0.478002603,-0.622612113,-0.051216668
TH,ERLA,31,0.620363409,-1.286236095,-0.833868877,0.666153864,-1.098503551,-0.009137665
TH,ERLA,32,1.033097356,0.131575669,1.409587485,-0.178948874,-0.121844532,-0.588177963
TH,ERLA,33,1.103846296,0.449031668,0.134393637,0.682395399,0.866531511,0.496996814
TH,ERLA,34,1.005766784,1.039456302,1.404755616,1.529965093,0.218309689,-0.490778309
TH,ERLA,35,1.191232871,0.67860224,-0.718265097,-1.146952832,0.715111508,0.312231757
TH,ERLA,36,1.265637462,0.313433511,-0.518477974,-0.507774147,-0.444152824,-0.331860501
TH,ERLA,37,1.24241209,0.998924001,-0.094371682,0.461589869,0.868514392,0.938795744
TH,ERLA,38,0.94867217,0.297751653,1.47292088,0.182329815,0.325745786,0.489478405
TH,ERLA,39,0.669538813,-0.271315853,0.415238341,0.969578822,0.095190806,0.321897448
TH,ERLA,40,0.981113011,-0.105546901,0.104151055,-0.57261532,0.668243412,-0.104056317
TH,ERLA,41,1.164387608,1.940341308,-0.161204599,-0.78532218,0.339806215,0.941420819
TH,ERLA,42,1.044323133,0.385926214,-0.607426166,0.400086913,0.377480954,-0.862963123
TH,ERLA,43,0.975111905,-0.815209971,-0.063415986,0.729038703,2.077531011,1.344276332
TH,ERLA,44,1.060408305,0.385926214,1.643847346,-0.605941903,0.194515117,-1.32926376
TH,ERLA,45,0.90191422,1.039456302,-0.853311057,-2.640570275,0.065267329,-0.225912885
TH,ERLA,46,0.97845939,1.134515949,-0.520142794,0.769903505,0.296363095,-0.447566399
TH,ERLA,47,1.066449693,-0.515472595,-0.530965659,-0.505177407,-0.71490621,-0.850778103
TH,ERLA,48,1.024961071,1.358766939,0.716231012,-0.574612031,-0.275968463,-0.16433269
TH,ERLA,49,1.241890103,1.429113814,0.15098858,-0.948707851,0.153956188,-0.834956894
TH,ERLA,50,1.352795124,2.641734224,-0.490202131,-0.774804737,0.18532176,1.038206124
TH,ERLA,51,1.079924618,-0.232466346,0.542105087,0.882822094,-1.283993054,1.723612794
TH,ERLA,52,1.442580548,0.883757803,0.610693659,0.098410614,-0.995213477,0.888505423
TH,ERLA,53,1.135046152,1.710001775,0.698472325,-0.956506205,-1.065695883,0.672391878
TH,ERLA,54,0.976622499,1.207323324,-0.872172643,-0.95318395,0.602267554,-0.14483989
TH,ERLA,55,1.207623829,1.177182582,-0.959242412,-1.206750559,0.12583533,-0.027495282
TH,ERLA,57,1.14159436,1.963271322,-0.071345422,0.222937444,2.831206049,0.005012253
TH,ERLA,58,1.342027589,0.18326343,1.254629908,-0.191512906,-0.411345156,-0.895635186
TH,ERLA,59,1.429613651,0.623029112,-0.246412741,-1.084325148,1.433995998,0.450740756
TH,ERLA,60,0.801907654,-0.0731675,0.227637223,0.615845807,-0.010082149,.
TH,ERLA,61,1.098807259,1.377545089,1.039970169,0.510633418,-0.919142952,0.089674751
TH,ERLA,63,0.830038341,-0.533513,-1.432434058,2.110878371,-0.86794857,-0.410225851
TH,ERLA,64,0.729095374,0.09293795,0.928005464,0.071075656,-0.819998902,0.347618469
TH,ERLA,65,1.057541754,-0.374109271,-1.207680646,-0.205085951,-1.261640578,0.798350182
TH,ERLA,66,0.805311848,-0.934424034,-0.036123615,-1.264444798,-0.229460891,1.189252693
TH,ERLA,67,1.12624846,-0.390161619,-0.872632843,-0.314120966,-1.212969862,0.143238987
TH,ERLA,68,1.062735186,0.641076625,0.292327317,0.352058072,-0.345910084,0.493131998
TH,ERLA,69,0.858357032,-0.563772318,-0.213319638,-0.349963864,-0.868489356,0.32287477
TH,ERLA,70,1.175262598,2.462148753,-0.338303048,-0.397011498,-0.024322839,0.423746662
TH,ERLA,71,1.073256302,0.752822565,-0.05445564,0.445635263,-0.649651399,-2.015570805
TH,ERLA,72,0.98586869,1.254358734,0.225576314,-0.769122048,0.107448616,-0.018114176
TH,ERLA,73,0.972917587,0.076275236,1.515739232,.,-0.119861651,1.248211276
TH,ERLA,74,0.788817916,-0.651598481,-0.440265531,0.799517843,-0.983316191,0.672241915
TH,ERLA,75,0.864305329,-0.699907776,0.645125513,0.183802501,-1.251365649,-0.264915926
TH,ERLA,76,0.335586845,-1.607680037,1.048487619,2.109140633,.,.
TH,ERLA,77,0.917316704,0.641076625,1.49348768,-0.483014687,-0.13680627,0.966368882
TH,ERLA,78,1.005919978,0.641076625,0.451396042,0.347887529,-0.216301772,0.485361542
TH,ERLA,79,0.637273155,0.385926214,0.422411445,0.443076762,-0.455689586,0.977690201
TH,ERLA,80,0.93716759,0.752822565,0.685077162,-0.182934959,-0.805758212,0.242509445
TH,ERLA,81,1.144117186,0.356718979,-0.493630731,-0.436385142,-1.495620535,-0.994134667
TH,ERLA,82,1.00775275,0.207864485,0.732775928,-0.48613785,-0.979350429,0.720383029
TH,ERLA,83,0.660012027,-1.167718895,0.963306799,0.941743392,-1.547355702,1.442420421
TH,ERLA,84,0.845628115,-0.533513,0.290733886,0.489546824,-1.863715351,-1.474265997
TH,ERLA,85,0.933750598,0.124575551,0.230386527,-0.053010233,-0.992689811,-0.261650563
TH,ERLA,86,0.907542739,0.37001749,2.437024217,0.483570707,-0.303728797,0.871616797
TH,ERLA,87,0.340275754,.,-1.41713427,3.805202351,-1.140504575,0.482968093
TH,ERLA,88,0.750789411,-0.651598481,-0.528728982,3.706281421,-2.363581623,-1.627899368
TH,ERLA,89,0.567196704,-0.025054908,-0.281710971,0.423198681,0.648054078,1.611086668
TH,ERLA,90,0.635384125,0.053959792,1.264364669,0.143232973,0.500599837,.
TH,ERLA,91,0.510719468,-0.494958876,0.944990355,-0.476321051,-0.174841533,2.468352493
TH,ERLA,92,0.493665344,.,-1.163843721,0.61877636,-1.680569252,0.542291469
TH,ERLA,93,1.332257643,2.494729974,0.670197784,-0.480665123,0.89951944,-0.464879478
TH,ERLA,94,0.925832038,1.758524632,1.367409702,-1.370344985,-0.02342153,-0.503218864
TH,ERLA,95,1.091926615,1.311548167,0.132864542,-1.022920383,0.469054003,-0.059254271
TH,ERLA,96,0.647929017,1.227950286,3.310873133,-0.517488447,-1.633520894,0.472632584
TH,ERLA,97,0.827674215,.,0.809584245,0.670189369,1.689066599,-0.79093136
TH,ERLA,98,0.969341635,0.500990026,1.497567096,-0.375589755,-0.103638079,-0.213800186
TH,ERLA,99,0.721168757,-0.671649848,0.35351966,0.201560921,-0.920945571,2.511148974
TH,ERLA,100,0.625772368,-0.059365749,.,2.083099701,0.126195854,-0.113021765
TH,ERLA,601,0.662637785,-1.230364265,-1.44108065,0.481268978,-0.215760986,0.868770246
TH,ERLA,602,0.77518438,-1.381706974,0.008146413,0.169049293,-0.107063055,1.119266403
TH,ERLA,603,1.033660821,-0.815209971,-0.780201314,-0.388944188,-1.187552933,1.0519385
TH,ERLA,604,1.000981955,-1.663263779,-0.898209311,2.850031978,0.783971557,-0.47410458
TH,ERLA,605,1.06784772,-0.479645291,0.712551869,-0.533859902,0.875184083,1.029554258
TH,ERLA,606,0.943526429,-0.444148213,0.306424508,-0.520873808,0.409387312,0.597966351
